ps_partkey          value               
171085              8326259.500000      
126730              8325974.400000      
77525               8323282.500000      
170653              8322840.500000      
5257                8320350.780000      
67350               8318987.560000      
109008              8317836.540000      
199043              8316603.540000      
139969              8316551.540000      
22634               8316531.240000      
173309              8315750.250000      
10887               8315019.360000      
42392               8312895.960000      
126040              8312623.200000      
101590              8304555.420000      
46891               8302192.120000      
138721              8301745.620000      
113715              8301533.200000      
78778               8299685.640000      
142908              8299447.770000      
64419               8297631.800000      
21396               8296272.270000      
4180                8295646.920000      
63534               8295383.670000      
135957              8294389.860000      
30126               8291920.320000      
158427              8288938.000000      
14545               8288395.920000      
75548               8288287.200000      
64473               8286137.440000      
149553              8285714.880000      
151284              8283526.650000      
171091              8282934.360000      
194256              8278985.340000      
952                 8276136.000000      
121541              8275390.260000      
177664              8275315.200000      
51117               8274504.300000      
66770               8273407.800000      
37238               8272728.060000      
46679               8270486.550000      
165852              8268312.600000      
99458               8266564.470000      
114519              8265493.540000      
7231                8264881.500000      
19033               8264826.560000      
125123              8262732.650000      
18642               8261578.990000      
50386               8261380.050000      
193770              8259578.820000      
7276                8258101.600000      
178045              8253904.150000      
49033               8253696.230000      
187195              8251334.580000      
10590               8249227.400000      
143779              8247057.700000      
35205               8245675.170000      
19729               8245081.600000      
144946              8240479.800000      
123786              8239581.240000      
70843               8237973.200000      
112437              8236907.520000      
5436                8236039.570000      
163754              8235471.160000      
115945              8234811.360000      
27918               8233957.880000      
105712              8233571.860000      
41007               8229431.790000      
40476               8226640.410000      
145620              8221371.600000      
7771                8220413.330000      
86424               8215572.610000      
129137              8215478.400000      
76020               8210495.360000      
140213              8209831.800000      
32379               8208338.880000      
130616              8207715.750000      
195469              8206609.800000      
191805              8205147.750000      
90906               8200951.200000      
170910              8195558.010000      
105399              8193122.630000      
123798              8192385.970000      
90218               8191689.160000      
114766              8189339.540000      
11289               8187354.720000      
178308              8185750.500000      
71271               8185519.240000      
1115                8184903.380000      
152636              8184530.720000      
151619              8182909.050000      
116943              8181072.690000      
28891               8181051.540000      
47049               8180955.000000      
158827              8180470.900000      
92620               8179671.550000      
20814               8176953.540000      
179323              8176795.550000      
193453              8174343.940000      
56888               8173342.000000      
28087               8169876.300000      
164254              8169632.350000      
57661               8168848.160000      
7363                8167538.050000      
164499              8167512.080000      
197557              8165940.450000      
5495                8164805.220000      
966                 8163824.790000      
98435               8161771.450000      
127227              8161344.920000      
194100              8160978.780000      
40134               8160358.080000      
107341              8159952.050000      
6790                8158792.660000      
43851               8157101.400000      
51295               8156419.200000      
69512               8151537.000000      
164274              8149869.930000      
130854              8145338.850000      
186865              8143586.820000      
176629              8141411.200000      
193739              8141377.770000      
6810                8139822.600000      
27732               8136724.960000      
50616               8134089.820000      
123908              8128920.540000      
140994              8128470.820000      
99039               8128290.780000      
62735               8124940.500000      
47829               8122796.500000      
192635              8122687.570000      
192429              8119268.000000      
145812              8119165.630000      
42896               8118529.800000      
146877              8118266.160000      
60882               8116095.040000      
18254               8114783.040000      
165464              8114571.800000      
57936               8111927.250000      
52226               8110723.320000      
128571              8106788.800000      
100308              8105837.040000      
8872                8102395.620000      
58867               8102033.190000      
145153              8100222.840000      
172088              8098138.200000      
59398               8095845.450000      
89395               8093576.100000      
171961              8093538.000000      
88736               8090762.160000      
174053              8090350.110000      
102237              8089103.220000      
43041               8086537.900000      
110219              8085296.900000      
126738              8084199.200000      
44787               8083628.400000      
31277               8083580.760000      
93595               8082188.800000      
189040              8080257.210000      
59851               8079024.240000      
175100              8077904.010000      
43429               8076729.960000      
154199              8074940.760000      
60963               8073894.400000      
8768                8072760.960000      
66095               8071421.700000      
111552              8068184.480000      
24563               8067500.400000      
16167               8067495.240000      
12662               8067248.850000      
94540               8063727.160000      
23308               8063463.180000      
27390               8062823.250000      
130660              8062787.480000      
8608                8062411.160000      
181552              8062008.300000      
199319              8060248.560000      
55475               8058850.920000      
142711              8057926.580000      
103499              8056978.000000      
105943              8056698.750000      
8432                8053052.160000      
149392              8049675.690000      
101248              8048855.490000      
140962              8047260.700000      
87101               8046651.830000      
133107              8046476.730000      
45126               8045924.400000      
87508               8042966.390000      
124711              8042722.720000      
173169              8042224.410000      
175161              8041331.980000      
167787              8040075.780000      
3242                8038855.530000      
114789              8038628.350000      
43833               8038545.830000      
141198              8035110.720000      
137248              8034109.350000      
96673               8033491.200000      
32180               8032380.720000      
166493              8031902.400000      
66959               8031839.400000      
85628               8029693.440000      
110971              8029469.700000      
130395              8027463.920000      
7757                8026840.370000      
178446              8025379.090000      
41295               8024785.530000      
100956              8024179.300000      
131917              8021604.780000      
24224               8020463.520000      
2073                8020009.640000      
121622              8018462.170000      
14357               8016906.300000      
135601              8016209.440000      
58458               8016192.520000      
73036               8015799.000000      
184722              8015680.310000      
151664              8014821.960000      
195090              8012680.200000      
162609              8011241.000000      
83532               8009753.850000      
50166               8007137.890000      
181562              8006805.960000      
175165              8005319.760000      
62500               8005316.280000      
36342               8004333.400000      
128435              8004242.880000      
92516               8003836.800000      
30802               8003710.880000      
107418              8000430.300000      
46620               7999778.350000      
191803              7994734.150000      
106343              7993087.760000      
59362               7990397.460000      
8329                7990052.900000      
75133               7988244.000000      
179023              7986829.620000      
135899              7985726.640000      
5824                7985340.020000      
148579              7984889.560000      
95888               7984735.720000      
9791                7982699.790000      
170437              7982370.720000      
39782               7977858.240000      
20605               7977556.000000      
28682               7976960.000000      
42172               7973399.000000      
56137               7971405.400000      
64729               7970769.720000      
98643               7968603.730000      
153787              7967535.580000      
8932                7967222.190000      
20134               7965713.280000      
197635              7963507.580000      
80408               7963312.170000      
37728               7961875.680000      
26624               7961772.310000      
44736               7961144.100000      
29763               7960605.030000      
36147               7959463.680000      
146040              7957587.660000      
115469              7957485.140000      
142276              7956790.630000      
181280              7954037.350000      
115096              7953047.550000      
109650              7952258.730000      
93862               7951992.240000      
158325              7950728.300000      
55952               7950387.060000      
122397              7947106.270000      
28114               7946945.720000      
11966               7945197.480000      
47814               7944083.000000      
85096               7943691.060000      
51657               7943593.770000      
196680              7943578.890000      
13141               7942730.340000      
193327              7941036.250000      
152612              7940663.710000      
139680              7939242.360000      
31134               7938318.300000      
45636               7937240.850000      
56694               7936015.950000      
8114                7933921.880000      
71518               7932261.690000      
72922               7930400.640000      
146699              7929167.400000      
92387               7928972.670000      
186289              7928786.190000      
95952               7927972.780000      
196514              7927180.700000      
4403                7925729.040000      
2267                7925649.370000      
45924               7925047.680000      
11493               7916722.230000      
104478              7916253.600000      
166794              7913842.000000      
161995              7910874.270000      
23538               7909752.060000      
41093               7909579.920000      
112073              7908617.570000      
92814               7908262.500000      
88919               7907992.500000      
79753               7907933.880000      
108765              7905338.980000      
146530              7905336.600000      
71475               7903367.580000      
36289               7901946.500000      
61739               7900794.000000      
52338               7898638.080000      
194299              7898421.240000      
105235              7897829.940000      
77207               7897752.720000      
96712               7897575.270000      
10157               7897046.250000      
171154              7896814.500000      
79373               7896186.000000      
113808              7893353.880000      
27901               7892952.000000      
128820              7892882.720000      
25891               7890511.200000      
122819              7888881.020000      
154731              7888301.330000      
101674              7879324.600000      
51968               7879102.210000      
72073               7877736.110000      
5182                7874521.730000      
