ps_partkey          value               
413896              15427178.900000     
2711058             15421477.970000     
1698488             15385556.070000     
235621              15368944.200000     
2148875             15321139.060000     
3046574             15312478.630000     
416887              15281841.380000     
995465              15278830.830000     
2441226             15272431.980000     
2567775             15265825.740000     
1760963             15264074.080000     
3023682             15234369.600000     
2436316             15215750.520000     
1167990             15206877.480000     
2761949             15204278.740000     
1673390             15197471.010000     
1449138             15192205.710000     
1578634             15192079.510000     
2795572             15159957.790000     
1142077             15159509.270000     
1804853             15148010.440000     
1733541             15144606.210000     
2469870             15119441.050000     
1578796             15119373.530000     
3154426             15077245.930000     
1218346             15076512.660000     
1775893             15072533.280000     
3107104             15071917.720000     
2165926             15057306.540000     
3061921             15038177.660000     
1258739             15029157.940000     
1420116             15028327.610000     
1774996             15021987.960000     
2733217             15019335.350000     
1871367             14971177.380000     
2977757             14960730.560000     
2228203             14932424.780000     
723345              14932159.410000     
2981796             14919828.270000     
1939335             14904112.640000     
1379825             14893125.530000     
2160714             14889393.460000     
2050527             14889037.040000     
649933              14883345.120000     
1474605             14876999.450000     
2409154             14875832.430000     
1372102             14871737.060000     
717837              14869859.260000     
1940818             14865353.430000     
1336613             14847007.280000     
728700              14839567.340000     
2718336             14836005.900000     
2839765             14827566.920000     
1024460             14802449.940000     
1929372             14787901.500000     
1641373             14784571.410000     
2977933             14782941.380000     
866524              14777607.340000     
3074945             14770802.380000     
738506              14760446.140000     
2200727             14739807.340000     
1017542             14737419.950000     
2127633             14729322.130000     
1133930             14722274.100000     
42953               14720791.580000     
6904                14707755.720000     
1944858             14692056.710000     
3036993             14669439.580000     
1224753             14666587.410000     
2186915             14662530.860000     
208541              14656111.360000     
447978              14624608.520000     
1711504             14592445.660000     
2849724             14589805.950000     
2695397             14562019.920000     
2212063             14560142.020000     
2834957             14558572.400000     
2584732             14550824.800000     
794562              14550770.340000     
263881              14542001.940000     
293967              14538833.530000     
819391              14532324.160000     
2168569             14509798.070000     
2967268             14507709.320000     
2257541             14506046.370000     
460812              14499805.500000     
2434669             14489650.630000     
1917163             14487596.810000     
341559              14478555.000000     
695430              14468381.600000     
2682307             14456641.860000     
572227              14450773.100000     
689021              14437850.140000     
12518               14429464.670000     
1045253             14412469.190000     
1606233             14400833.350000     
542880              14398057.900000     
1142355             14392750.760000     
1927027             14354329.810000     
2199889             14354146.350000     
538574              14350021.060000     
507648              14343727.610000     
2324935             14343228.460000     
2269811             14336253.870000     
3159765             14330836.340000     
935565              14317053.050000     
3094939             14308607.760000     
1701260             14302145.440000     
1762999             14280431.040000     
1362493             14276377.290000     
3126359             14261285.280000     
1551754             14259752.710000     
3187807             14258130.400000     
1538270             14253216.090000     
2914224             14245345.640000     
2078187             14243336.890000     
2821950             14224788.200000     
1334946             14224167.560000     
2003446             14222459.740000     
1613864             14214297.670000     
823945              14206606.160000     
871423              14187389.250000     
481817              14180606.760000     
3147025             14164404.280000     
153728              14153549.470000     
67401               14148152.880000     
242191              14140810.680000     
2030787             14134549.370000     
1663059             14113752.960000     
2674894             14111920.080000     
1811344             14105452.060000     
331620              14101779.480000     
955718              14101342.530000     
2028485             14099436.500000     
1657949             14088055.470000     
2650094             14086665.750000     
507926              14079045.800000     
2312204             14074796.620000     
2650035             14070325.200000     
3188747             14049697.710000     
1794950             14045491.640000     
2029012             14039829.910000     
1256480             14034082.740000     
3080263             14028637.390000     
926266              14025542.480000     
156093              14012167.710000     
1228618             14010223.590000     
684282              14008013.430000     
1687652             14004616.430000     
3113509             13985447.260000     
478896              13982275.930000     
1163890             13980649.970000     
2595721             13977647.550000     
3155724             13973442.460000     
470457              13971632.160000     
2399616             13970380.950000     
1604624             13965624.900000     
2707206             13960868.980000     
1297383             13954516.320000     
1110922             13952597.070000     
2938439             13951197.710000     
1738730             13950597.780000     
2615869             13950006.420000     
189672              13941294.560000     
22005               13940540.380000     
2387063             13931940.910000     
2279550             13929570.220000     
1922995             13927218.120000     
3148679             13921209.940000     
1238327             13912628.690000     
1738976             13908249.860000     
2007650             13901225.520000     
2544146             13898130.000000     
1757766             13894926.180000     
3016964             13894495.920000     
3183881             13882273.420000     
2286729             13879020.430000     
1393681             13874777.200000     
2882576             13863960.160000     
2507696             13863137.100000     
161493              13860331.210000     
379228              13852006.560000     
1734499             13851578.190000     
3054669             13851039.480000     
3119006             13844175.200000     
892337              13838574.260000     
525931              13833619.570000     
2587605             13829966.080000     
1211689             13825061.320000     
1227735             13821311.110000     
2835589             13820457.570000     
1440755             13820311.420000     
2339807             13819943.080000     
2712242             13811528.550000     
2912140             13808799.480000     
2744269             13803520.920000     
2362510             13796080.940000     
656286              13792948.350000     
461663              13789310.400000     
461723              13783214.700000     
1291616             13773211.630000     
2193028             13771868.760000     
1123898             13771484.410000     
1829442             13769197.330000     
1946941             13756480.060000     
1768705             13751793.060000     
878245              13749346.010000     
2514225             13746980.720000     
1211474             13745527.890000     
1127983             13736392.960000     
780529              13735341.420000     
1136921             13734522.750000     
775012              13731285.600000     
2154102             13726288.860000     
406766              13723961.180000     
1224882             13720315.830000     
2266470             13717435.530000     
1260118             13706305.190000     
1644562             13701722.720000     
1708618             13698917.060000     
2503778             13698860.240000     
988490              13698080.020000     
2838522             13697366.280000     
489286              13696384.150000     
717832              13691532.060000     
2634943             13680985.640000     
2542865             13671113.280000     
303327              13665741.030000     
1859221             13657578.900000     
1059166             13647365.130000     
1155065             13644129.720000     
2920329             13636910.520000     
1738075             13633921.980000     
2267617             13622753.360000     
1474866             13619794.870000     
2545475             13612616.960000     
1336039             13601120.570000     
44572               13599894.470000     
158720              13596799.390000     
2901575             13591260.300000     
3180967             13588783.470000     
1628135             13585200.220000     
2534708             13578032.100000     
2926933             13576884.360000     
382760              13567068.650000     
942865              13563117.570000     
3113067             13562787.650000     
2088154             13558051.290000     
1211359             13537128.880000     
1461946             13534653.520000     
1119640             13524656.560000     
2962355             13523148.550000     
2631388             13522752.030000     
1144759             13516791.100000     
2424888             13502141.830000     
1887032             13501112.910000     
147621              13500259.930000     
714140              13499968.320000     
1456028             13497001.620000     
1358356             13488775.140000     
1731784             13482783.800000     
457609              13478974.490000     
968394              13477211.790000     
1296578             13472916.050000     
1531069             13470917.470000     
2015197             13469480.540000     
72716               13462244.160000     
1269908             13461277.680000     
2459197             13461137.810000     
1164113             13459995.880000     
1397494             13450067.520000     
2980822             13438367.280000     
2429658             13427201.950000     
303796              13409342.940000     
2818778             13407426.360000     
931899              13397612.970000     
2839021             13396219.470000     
148908              13395012.840000     
2147530             13393001.850000     
538692              13389033.560000     
2838134             13382150.030000     
1613924             13381085.670000     
1620062             13380164.840000     
2065644             13379328.900000     
118270              13374665.440000     
553909              13366566.360000     
2749425             13366117.720000     
3027179             13361436.280000     
1485925             13358326.100000     
2535589             13353211.640000     
3009675             13350795.120000     
3095558             13350006.680000     
2067935             13337930.080000     
802041              13337144.960000     
183379              13331394.980000     
2070307             13323329.490000     
316328              13319244.600000     
2833511             13317911.460000     
546450              13309601.980000     
1464114             13298972.940000     
1943914             13283842.290000     
888849              13281746.910000     
2782085             13277880.640000     
559380              13270686.600000     
157591              13266566.300000     
1519270             13256014.390000     
276662              13255814.260000     
3041637             13254761.640000     
1563532             13246162.100000     
2240278             13245544.560000     
2835635             13242950.340000     
1090759             13240135.260000     
394614              13234193.960000     
1111099             13228013.280000     
1759288             13226291.710000     
2978223             13225130.360000     
862580              13222997.910000     
1982001             13221393.010000     
2194925             13209532.160000     
309687              13207916.870000     
3039711             13205610.880000     
224587              13200010.120000     
257544              13199415.030000     
145383              13199078.170000     
1254837             13195112.780000     
1010690             13188495.210000     
1171682             13181215.860000     
23931               13180653.880000     
1978871             13179482.210000     
1501220             13172163.420000     
2656078             13168482.280000     
1960263             13157901.240000     
3199160             13157264.090000     
1556662             13156654.600000     
1452148             13145016.120000     
359389              13144384.160000     
695401              13137001.740000     
2294802             13126678.680000     
642082              13125771.960000     
1031534             13120017.400000     
2819809             13118595.740000     
2395865             13118395.140000     
478378              13110260.510000     
1778442             13104513.800000     
1798039             13097263.240000     
1129411             13087591.900000     
429718              13084733.440000     
1619553             13083498.290000     
2871042             13078553.800000     
206738              13078246.650000     
1313331             13075309.480000     
1352693             13074490.000000     
25383               13066434.260000     
1981981             13065958.180000     
2447990             13063201.300000     
1810599             13063157.640000     
485930              13057581.680000     
2784585             13051360.910000     
434616              13048762.940000     
1148135             13046228.070000     
217547              13045328.820000     
1228121             13044354.570000     
1228752             13043825.140000     
2324211             13042844.680000     
2252485             13042128.720000     
3145923             13042092.240000     
1599441             13040138.190000     
2856470             13039237.780000     
1014843             13038380.090000     
1777424             13036407.730000     
322624              13033019.270000     
2484856             13030819.840000     
571103              13021712.140000     
2838104             13019049.370000     
219274              13017082.170000     
632393              13014594.240000     
2420990             13012666.190000     
267548              13010533.560000     
603463              13007023.980000     
2005521             13004678.300000     
2460712             13002724.860000     
1110319             13000206.390000     
922003              12998495.550000     
157785              12996487.250000     
2663657             12990717.560000     
1244100             12986560.670000     
2960302             12979886.910000     
175688              12977442.740000     
1524530             12974288.920000     
1787384             12968193.220000     
2206268             12965326.280000     
1172366             12961087.300000     
2383784             12956912.070000     
3168623             12956635.120000     
17957               12956199.920000     
147319              12949484.850000     
1484295             12942893.720000     
1555930             12942460.070000     
2591456             12939633.980000     
712809              12934447.030000     
1867139             12933652.660000     
1744908             12931503.100000     
2221511             12931425.940000     
1733059             12931098.480000     
747776              12926088.720000     
2487803             12921273.840000     
47223               12913728.770000     
2477258             12913451.690000     
867535              12912113.420000     
2717284             12911601.040000     
149516              12909978.410000     
897452              12909502.320000     
802569              12904074.720000     
746290              12901563.260000     
2268875             12898989.830000     
1634406             12892291.210000     
83328               12883239.400000     
1486199             12879733.430000     
399770              12875883.900000     
1780898             12875563.530000     
163552              12871420.480000     
2027401             12868371.100000     
1052966             12862479.340000     
764991              12858929.490000     
2178150             12858119.730000     
403                 12856217.340000     
2297705             12851938.330000     
2755871             12851306.970000     
2783623             12851090.050000     
1435086             12849753.770000     
2358363             12846534.690000     
798508              12845167.390000     
1621607             12825165.720000     
2283357             12822236.500000     
724716              12821681.140000     
1176603             12820030.060000     
1488781             12817211.760000     
581890              12815626.250000     
687654              12815369.100000     
685412              12814135.990000     
879417              12810102.210000     
152729              12809253.220000     
2380143             12807178.280000     
1323334             12795136.680000     
534929              12792838.510000     
2708110             12786261.300000     
800408              12785811.970000     
208976              12785002.560000     
1958937             12783366.210000     
1992280             12782699.640000     
2128710             12781416.600000     
1159063             12775450.990000     
2907877             12766723.440000     
1568696             12763184.100000     
2059389             12760781.490000     
608702              12751850.660000     
1416927             12751689.440000     
2369592             12748628.530000     
1892863             12746835.540000     
959210              12745570.150000     
376700              12740493.750000     
2424676             12740397.640000     
1605974             12740248.060000     
1445215             12739055.650000     
1586276             12731264.390000     
806226              12731104.500000     
3167113             12729495.210000     
672903              12722280.450000     
1921739             12721313.220000     
2646194             12720796.400000     
3041700             12720568.650000     
2704551             12717318.800000     
473684              12717200.610000     
2334055             12716438.730000     
2301214             12712486.540000     
2513723             12707995.930000     
2658424             12707834.520000     
1145885             12704768.200000     
3116583             12704160.740000     
795769              12701470.300000     
2579008             12698727.160000     
1460699             12698310.160000     
905717              12688436.770000     
545349              12685256.380000     
2620687             12684579.650000     
772901              12677142.030000     
668490              12673005.430000     
1656068             12671735.800000     
1245939             12670085.380000     
605406              12663047.790000     
1999262             12650585.880000     
1823629             12650140.480000     
584882              12648832.100000     
46712               12640297.020000     
2757703             12636187.900000     
261818              12627700.260000     
2108588             12624952.600000     
1848060             12620614.970000     
1053179             12618576.120000     
2950529             12617584.030000     
2919427             12615948.800000     
1356071             12614273.590000     
2979815             12609780.100000     
333037              12607782.900000     
255686              12606669.780000     
390461              12604600.800000     
977979              12600044.600000     
1887865             12599088.840000     
1661540             12596178.110000     
428654              12593160.040000     
793444              12592860.400000     
2258633             12591924.940000     
2982375             12591637.610000     
1642087             12589971.010000     
321926              12586370.580000     
702003              12582711.810000     
1433036             12582067.470000     
1820100             12576584.150000     
295687              12576358.830000     
1320623             12575989.900000     
1479261             12572838.660000     
1099419             12569105.400000     
674937              12568537.570000     
2104442             12566019.960000     
379092              12563063.770000     
281816              12560558.260000     
1995127             12558236.400000     
1743599             12557301.070000     
2316648             12554756.070000     
2952808             12547439.370000     
564204              12545204.200000     
2259869             12544227.010000     
2897679             12544151.070000     
1131089             12543994.160000     
1616491             12542238.890000     
2576640             12541348.840000     
2588067             12530410.090000     
532015              12529464.400000     
1522490             12527227.470000     
331954              12524302.260000     
3193384             12522951.770000     
2579483             12511284.840000     
2555147             12508952.550000     
2332192             12507514.760000     
2361757             12503472.620000     
2862863             12498227.910000     
1592132             12496717.540000     
838270              12490084.190000     
1742944             12485843.400000     
1432484             12481038.260000     
54855               12480294.470000     
3122644             12479507.760000     
2174272             12478048.770000     
359614              12475885.660000     
973191              12474506.000000     
3013043             12466589.240000     
2778941             12466093.620000     
719538              12465447.600000     
1559562             12462927.640000     
1675732             12460910.040000     
2941242             12460589.700000     
1205932             12448864.660000     
407264              12443545.620000     
2747249             12442844.970000     
2260822             12441544.500000     
956600              12441161.410000     
2261200             12438131.330000     
2682                12432463.500000     
1000974             12425887.930000     
1734708             12425365.300000     
3143893             12424371.990000     
1348149             12421949.000000     
66980               12419256.740000     
2302612             12419009.200000     
448930              12417523.790000     
1568854             12414722.210000     
2028315             12414458.280000     
11983               12413588.130000     
1579494             12411336.530000     
650025              12406869.120000     
237178              12401052.420000     
2236971             12400907.770000     
2915740             12398570.660000     
248790              12397112.400000     
2910303             12394251.270000     
1903618             12394151.640000     
717518              12393232.200000     
93362               12391928.640000     
3171871             12388574.040000     
3154907             12386289.030000     
2992813             12384768.390000     
281619              12383659.040000     
1709891             12380538.720000     
2199273             12379991.630000     
1588849             12379590.500000     
990058              12378587.320000     
1088318             12378345.280000     
1695069             12376723.500000     
1699830             12374267.870000     
718925              12371670.520000     
2358989             12369372.600000     
592882              12368421.460000     
2694420             12366947.600000     
2667854             12366267.740000     
85242               12363829.500000     
246279              12362900.730000     
3079055             12361562.660000     
2199414             12357018.070000     
2646724             12352503.050000     
2813968             12350738.600000     
651683              12348660.520000     
1721571             12347088.990000     
2835907             12346428.760000     
70782               12343854.050000     
655569              12339627.760000     
245854              12339147.070000     
2444557             12335876.420000     
954158              12334225.490000     
759045              12328361.640000     
2970905             12326791.900000     
2394705             12326434.170000     
2271767             12325349.370000     
635492              12320800.200000     
3103245             12318947.330000     
1227413             12317009.200000     
78270               12311208.210000     
223628              12310115.110000     
1909414             12308141.140000     
3158280             12305250.170000     
2871758             12304183.840000     
2473052             12293154.600000     
1396093             12291266.070000     
3038494             12289534.560000     
331787              12289465.360000     
1654183             12288819.800000     
2343203             12287057.110000     
2721445             12286831.550000     
3079153             12283442.700000     
1918450             12282171.020000     
1067302             12281731.030000     
2554862             12279669.660000     
1196926             12279202.500000     
2820006             12277534.530000     
2785145             12274784.800000     
1133237             12271774.450000     
2074868             12271647.720000     
234643              12270980.340000     
1865819             12266716.940000     
3018978             12266168.910000     
2238896             12264884.190000     
1382061             12263000.850000     
1909884             12262225.680000     
1631424             12256388.400000     
3151195             12255526.710000     
840296              12254304.220000     
1107160             12252619.200000     
3163663             12250197.300000     
937457              12249716.730000     
1697781             12248911.450000     
425499              12248319.350000     
2147172             12248196.720000     
1548499             12246498.270000     
1935781             12244451.940000     
1916139             12244288.640000     
403016              12243800.550000     
277179              12240120.180000     
302310              12233435.290000     
172605              12232075.170000     
2228744             12231615.200000     
744668              12230992.160000     
140275              12228981.400000     
2515572             12226626.230000     
3013564             12224165.840000     
442606              12223256.760000     
2846582             12210361.920000     
2699938             12204836.780000     
1074084             12202559.820000     
1419331             12202063.750000     
1926694             12198356.680000     
1026590             12197322.290000     
718838              12197260.140000     
705982              12184736.500000     
954126              12182745.980000     
906460              12177554.000000     
3022118             12177529.100000     
330814              12177340.060000     
914877              12174264.000000     
20043               12162995.270000     
2235435             12159069.090000     
1845284             12157941.240000     
870690              12154352.810000     
1814180             12152966.870000     
3077916             12152593.700000     
3087151             12148248.010000     
2753936             12147862.780000     
578701              12147293.270000     
2571788             12144521.660000     
859811              12138981.770000     
1977885             12138904.650000     
4499                12132868.720000     
1761221             12128578.860000     
1090874             12128394.200000     
2308580             12128020.540000     
2623629             12126483.970000     
1662832             12126186.140000     
1774441             12125407.530000     
288807              12124170.850000     
3048486             12121803.920000     
1944280             12121316.790000     
316159              12118176.840000     
162147              12118159.860000     
1100852             12116756.160000     
2881326             12116616.330000     
757339              12114445.680000     
633582              12112348.720000     
2918440             12111435.050000     
2082180             12107933.040000     
3060986             12105215.710000     
459333              12103440.140000     
686281              12100973.600000     
411195              12100239.420000     
1760586             12093587.240000     
3138135             12092993.160000     
3195850             12092298.800000     
352527              12088408.040000     
1699405             12085381.900000     
583894              12084624.670000     
1113223             12081780.080000     
1650848             12078856.100000     
2014347             12078604.500000     
472452              12075499.590000     
2631724             12073755.240000     
3131774             12071585.970000     
2140041             12061156.660000     
1479022             12060408.820000     
157776              12057750.620000     
776405              12056225.400000     
1725414             12056162.320000     
2307228             12055424.570000     
362005              12050876.350000     
1687147             12049056.930000     
2664597             12046723.400000     
888881              12045296.270000     
1147394             12044593.810000     
692136              12040754.060000     
2049168             12039575.720000     
947935              12036956.090000     
963877              12034339.780000     
567453              12032790.280000     
1139483             12032490.440000     
2020110             12031928.810000     
2998476             12028694.940000     
1942148             12025522.430000     
1034926             12025331.970000     
3076470             12023233.960000     
2045073             12022276.080000     
871493              12021626.880000     
1531928             12020659.640000     
2976627             12013508.540000     
1252141             12013217.540000     
2475368             12012649.780000     
551508              12012380.740000     
2025856             12009230.170000     
2619603             12005448.220000     
2102582             12004734.900000     
1964120             12003468.390000     
1408635             11997050.700000     
242663              11994201.480000     
1762061             11993553.180000     
2321809             11992650.120000     
287643              11983155.570000     
2376292             11982336.140000     
2378108             11980637.040000     
1706921             11979725.520000     
1136966             11979433.030000     
240893              11977916.660000     
1744568             11972570.560000     
131014              11971882.570000     
183574              11963740.300000     
2357795             11962798.560000     
1114949             11958459.110000     
80331               11954671.160000     
2561730             11952962.620000     
250630              11950635.960000     
2595575             11948188.580000     
1469532             11947387.170000     
3024610             11945359.640000     
1549954             11944265.420000     
2061797             11939692.610000     
2339373             11939059.350000     
1811848             11935425.790000     
150813              11933848.640000     
2711133             11932728.590000     
60043               11926764.960000     
444098              11926494.900000     
2641649             11924562.560000     
1845733             11923065.600000     
573914              11917830.870000     
3142438             11917771.270000     
1990403             11917628.980000     
2568738             11916828.320000     
433600              11916485.680000     
2098026             11914131.890000     
2645585             11910018.200000     
938629              11909751.730000     
929381              11908239.410000     
3119538             11901508.740000     
3181505             11898720.440000     
3093545             11894563.090000     
940122              11892298.670000     
1560619             11891617.080000     
1674170             11891173.580000     
35124               11888527.200000     
15945               11886831.180000     
550057              11884922.720000     
2597300             11882799.730000     
1464269             11879448.090000     
1312751             11872502.680000     
1224334             11870679.900000     
2855655             11870171.670000     
2770675             11868266.010000     
146459              11868208.500000     
1687807             11868151.370000     
1990283             11867596.570000     
2762398             11867546.120000     
943618              11866485.750000     
1881670             11866421.160000     
2485588             11866012.520000     
81903               11865858.950000     
2091385             11865213.080000     
1130624             11864501.990000     
343266              11862948.770000     
3108437             11859308.270000     
2435839             11857351.800000     
618975              11853921.860000     
2136526             11852636.820000     
188612              11851388.220000     
1601727             11848956.750000     
2367531             11845502.300000     
370636              11843872.050000     
1966                11840529.150000     
1499476             11834406.330000     
1691088             11829213.740000     
1051830             11826351.950000     
998269              11825374.260000     
787051              11821841.690000     
2732661             11820750.490000     
1440368             11815901.240000     
637252              11815217.450000     
2717474             11815111.130000     
120482              11812246.760000     
1454763             11808351.780000     
594999              11807610.810000     
335781              11807103.390000     
1908773             11806583.400000     
2619616             11802001.260000     
770620              11799564.440000     
880948              11799470.190000     
2089129             11797699.630000     
2541730             11794350.740000     
2705363             11792143.020000     
733342              11791323.760000     
852891              11791305.010000     
1284265             11787043.700000     
2239424             11786700.600000     
2404210             11782622.750000     
2064604             11775214.660000     
1735798             11773062.610000     
1831787             11772793.020000     
5128                11770099.840000     
917163              11768901.930000     
2818197             11768717.590000     
89979               11768160.720000     
115196              11766103.390000     
1525233             11764749.240000     
1613871             11762112.330000     
1732581             11760496.780000     
2603704             11755179.800000     
808696              11753962.410000     
2444399             11753337.880000     
695893              11752492.040000     
1504703             11747678.880000     
2241427             11743783.540000     
188160              11743353.120000     
2899779             11740130.970000     
2017475             11735793.420000     
1856510             11734413.880000     
684884              11729388.880000     
831107              11729351.790000     
2019311             11727230.880000     
2473791             11725695.380000     
2989875             11725648.530000     
1059090             11720245.150000     
3012432             11718030.930000     
2067415             11717005.320000     
3128036             11713407.840000     
2823761             11713059.920000     
2497575             11712490.190000     
1787379             11710673.290000     
1790028             11709511.740000     
2039274             11708268.350000     
735792              11707853.400000     
668606              11706771.920000     
1011130             11706702.150000     
256226              11704444.120000     
979055              11703041.060000     
2384874             11702130.050000     
2030619             11692648.730000     
2181811             11691776.160000     
1861508             11691602.460000     
762295              11689578.120000     
1745186             11688477.170000     
150525              11681559.400000     
1716745             11681044.030000     
1677758             11680631.470000     
2188184             11672135.160000     
2198833             11670542.010000     
996762              11668744.920000     
1434180             11667583.390000     
32393               11665781.260000     
2883595             11664912.010000     
1957503             11662036.980000     
2787845             11661809.190000     
366988              11660159.330000     
2009909             11658297.990000     
1393979             11657700.080000     
2768585             11654879.700000     
1694199             11650947.380000     
1806742             11647996.880000     
2936093             11645152.320000     
954682              11639578.810000     
900520              11636931.030000     
65109               11636153.710000     
2886915             11631982.320000     
2211983             11629811.160000     
296662              11628884.740000     
1211323             11627846.120000     
827961              11626111.900000     
2391339             11625866.020000     
2340493             11622083.620000     
99242               11621673.570000     
3127094             11618711.640000     
2454064             11612894.070000     
1072667             11608826.590000     
713436              11607083.460000     
2238737             11606541.000000     
1511815             11605704.960000     
1258540             11605199.960000     
1860074             11604404.730000     
1013334             11603819.160000     
1583731             11599932.050000     
674988              11596622.960000     
1113397             11594184.560000     
2096513             11593265.570000     
1408288             11592284.400000     
1187845             11591857.970000     
2843653             11591836.160000     
515077              11590647.180000     
2299125             11587890.300000     
759848              11587357.210000     
757774              11586421.290000     
385250              11586404.560000     
2033205             11585920.100000     
2294811             11585589.720000     
3181051             11584655.750000     
2488612             11584399.720000     
1184285             11583356.810000     
2403091             11581863.050000     
507726              11581823.320000     
273706              11581066.380000     
1746608             11578515.180000     
2030357             11576577.610000     
257799              11575361.250000     
1946429             11571937.140000     
1531229             11570023.560000     
1658402             11567897.780000     
615029              11566904.020000     
1335530             11566811.640000     
698129              11566781.540000     
1945888             11563774.680000     
1657028             11562467.290000     
2161692             11562349.470000     
1365182             11558251.980000     
2315193             11557896.220000     
2555425             11557389.380000     
15148               11556817.790000     
2852294             11555361.730000     
2101775             11554242.220000     
160983              11553786.450000     
1362040             11553525.100000     
413050              11552126.160000     
1374831             11551227.180000     
1400636             11548415.130000     
3145088             11548100.000000     
1914980             11546357.510000     
720319              11545790.760000     
343957              11545638.930000     
