c_name              c_custkey           o_orderkey          o_orderdate         o_totalprice        sum                 
Customer#000297355  297355              80729955            1996-04-06          495416.240000       302.000000          
Customer#000698203  698203              93387234            1993-09-30          495290.070000       306.000000          
Customer#001587070  1587070             8574884             1992-07-04          495270.630000       308.000000          
Customer#000135923  135923              54409761            1997-05-09          494939.720000       307.000000          
Customer#001947221  1947221             10442629            1993-01-13          494818.250000       302.000000          
Customer#000769372  769372              12809282            1994-05-21          494712.890000       314.000000          
Customer#000627200  627200              48862754            1996-07-14          494489.680000       305.000000          
Customer#000760904  760904              37828134            1996-03-22          494359.720000       312.000000          
Customer#000187640  187640              8506019             1992-12-16          494331.530000       306.000000          
Customer#000665662  665662              72862627            1992-04-30          494172.890000       312.000000          
Customer#000683726  683726              43207233            1994-04-08          493460.000000       303.000000          
Customer#001958306  1958306             17361729            1997-08-12          493443.650000       303.000000          
Customer#001667954  1667954             20693186            1992-03-08          493357.630000       309.000000          
Customer#000138178  138178              30615650            1993-02-11          493192.940000       304.000000          
Customer#001585121  1585121             73738948            1993-10-03          493028.030000       306.000000          
Customer#000663382  663382              8639938             1996-08-30          492927.760000       301.000000          
Customer#000730064  730064              58000519            1996-01-17          492908.040000       325.000000          
Customer#000981524  981524              91178402            1993-02-28          492614.200000       313.000000          
Customer#002200486  2200486             19157927            1997-05-13          492526.670000       304.000000          
Customer#001051099  1051099             66021379            1994-07-11          492290.020000       310.000000          
Customer#000808669  808669              64861604            1994-01-28          492136.710000       306.000000          
Customer#001702627  1702627             70219840            1996-11-20          492087.910000       302.000000          
Customer#000164344  164344              49172291            1993-10-19          492041.720000       308.000000          
Customer#000029554  29554               22291718            1992-09-03          491977.170000       306.000000          
Customer#001883195  1883195             58647078            1998-01-11          491945.140000       309.000000          
Customer#001642613  1642613             59417473            1997-11-05          491866.050000       304.000000          
Customer#000177628  177628              22220514            1992-12-26          491831.720000       306.000000          
Customer#001505308  1505308             25332608            1995-08-03          491745.690000       306.000000          
Customer#000140713  140713              10805828            1997-07-29          491544.550000       316.000000          
Customer#000175042  175042              10612710            1995-02-05          491367.190000       319.000000          
Customer#001469506  1469506             53938401            1997-12-10          491297.130000       310.000000          
Customer#001924774  1924774             83847362            1998-02-17          491194.440000       309.000000          
Customer#002185153  2185153             66601440            1992-07-21          491193.380000       301.000000          
Customer#002150419  2150419             90354758            1993-05-06          491089.100000       302.000000          
Customer#002114332  2114332             86635237            1998-06-06          491054.390000       303.000000          
Customer#001014478  1014478             36327201            1992-04-25          490862.860000       315.000000          
Customer#000572275  572275              73447904            1994-08-11          490767.370000       305.000000          
Customer#002105867  2105867             16139072            1993-02-28          490565.410000       304.000000          
Customer#000975205  975205              78105446            1997-08-25          490538.000000       306.000000          
Customer#002214583  2214583             12906020            1994-03-16          490387.200000       304.000000          
Customer#001537618  1537618             5984582             1992-03-16          490378.220000       312.000000          
Customer#001171489  1171489             49931207            1996-11-14          490288.300000       309.000000          
Customer#001656844  1656844             89623937            1992-11-19          490210.420000       301.000000          
Customer#001201546  1201546             53601824            1997-05-19          490085.150000       306.000000          
Customer#001239898  1239898             70866048            1994-02-27          490034.630000       308.000000          
Customer#001281082  1281082             21530176            1992-07-10          489927.630000       301.000000          
Customer#000475006  475006              89984165            1994-11-20          489888.910000       310.000000          
Customer#002184976  2184976             33954756            1996-03-28          489823.060000       309.000000          
Customer#000421795  421795              68528704            1997-02-09          489802.650000       312.000000          
Customer#002388724  2388724             30332516            1996-03-10          489432.670000       310.000000          
Customer#000380534  380534              42146816            1996-05-24          489394.400000       301.000000          
Customer#001378538  1378538             82952513            1997-07-26          489271.950000       304.000000          
Customer#001359694  1359694             37707840            1992-09-22          489208.960000       309.000000          
Customer#002332921  2332921             81063396            1993-03-22          488935.150000       309.000000          
Customer#001461206  1461206             87748769            1993-04-22          488877.930000       309.000000          
Customer#000567199  567199              76781762            1994-08-08          488859.230000       315.000000          
Customer#002371127  2371127             43609317            1996-02-17          488733.360000       325.000000          
Customer#002051939  2051939             60553281            1995-03-26          488522.970000       315.000000          
Customer#000608176  608176              53972800            1998-04-18          488160.840000       309.000000          
Customer#001562401  1562401             85398279            1994-01-01          487953.990000       305.000000          
Customer#001963360  1963360             35542498            1993-10-12          487738.940000       325.000000          
Customer#001236898  1236898             38914978            1996-05-28          487732.320000       324.000000          
Customer#001236154  1236154             1436544             1992-09-12          487708.670000       307.000000          
Customer#001250140  1250140             9727175             1995-03-18          487553.250000       302.000000          
Customer#000970741  970741              72098242            1993-11-07          487420.760000       316.000000          
Customer#002257060  2257060             33414662            1996-05-07          487181.420000       310.000000          
Customer#000299749  299749              32937731            1997-08-27          487079.570000       303.000000          
Customer#000046549  46549               46892804            1998-04-24          486970.320000       303.000000          
Customer#000346202  346202              52679876            1998-06-28          486836.170000       302.000000          
Customer#001447646  1447646             63976867            1997-07-08          486669.750000       305.000000          
Customer#001048114  1048114             46777222            1993-06-27          486553.480000       314.000000          
Customer#001728319  1728319             37282215            1992-04-18          486527.660000       312.000000          
Customer#001155959  1155959             22513536            1993-06-11          486467.490000       302.000000          
Customer#001828576  1828576             48920836            1996-02-10          486166.320000       307.000000          
Customer#001707046  1707046             17701571            1992-04-03          486112.780000       309.000000          
Customer#000263182  263182              51253283            1992-04-02          486027.300000       308.000000          
Customer#000315094  315094              26011682            1994-10-03          485987.710000       303.000000          
Customer#000882562  882562              45889221            1998-04-27          485985.660000       303.000000          
Customer#000890782  890782              70756451            1997-02-26          485730.240000       302.000000          
Customer#002362636  2362636             25109123            1992-03-28          485651.090000       301.000000          
Customer#000039806  39806               29326886            1994-04-29          485640.610000       314.000000          
Customer#001490593  1490593             9436480             1992-05-22          485633.460000       311.000000          
Customer#002311258  2311258             65761031            1994-09-13          485623.800000       306.000000          
Customer#000651589  651589              19628135            1992-01-03          485419.040000       315.000000          
Customer#002362592  2362592             94178048            1995-05-20          485356.360000       306.000000          
Customer#000837865  837865              32393895            1993-08-09          485101.050000       316.000000          
Customer#000201580  201580              4259524             1998-02-12          484806.620000       304.000000          
Customer#000534373  534373              11028230            1996-08-10          484790.990000       302.000000          
Customer#000842890  842890              78292896            1996-10-01          484782.200000       321.000000          
Customer#000684610  684610              80609089            1992-06-10          484749.310000       302.000000          
Customer#000971644  971644              92799648            1997-03-05          484705.840000       311.000000          
Customer#001156222  1156222             18353314            1997-01-28          484654.530000       307.000000          
Customer#001411336  1411336             39455748            1994-03-11          484391.110000       302.000000          
Customer#001316122  1316122             54185891            1994-06-21          484308.220000       302.000000          
Customer#000806279  806279              34216164            1998-03-14          484168.880000       301.000000          
Customer#000769253  769253              16424550            1994-03-11          484115.160000       301.000000          
Customer#000159046  159046              23957318            1998-06-16          484113.660000       306.000000          
Customer#000946345  946345              55799200            1996-02-11          483836.700000       327.000000          
Customer#001835975  1835975             66813285            1993-09-10          483723.120000       323.000000          
Customer#002021455  2021455             31855814            1998-04-10          483491.240000       309.000000          
Customer#000102971  102971              7235014             1998-03-09          483442.660000       323.000000          
Customer#000873619  873619              5832321             1997-02-09          483043.330000       307.000000          
Customer#001241713  1241713             39154146            1992-12-03          482907.950000       305.000000          
Customer#001279514  1279514             74996320            1997-09-12          482853.280000       303.000000          
Customer#001553323  1553323             47880193            1997-02-23          482561.660000       301.000000          
Customer#000534275  534275              48301091            1994-04-26          482536.490000       308.000000          
Customer#001237363  1237363             81186406            1995-10-20          482420.430000       303.000000          
Customer#002275822  2275822             51409728            1996-03-12          482303.420000       306.000000          
Customer#001365967  1365967             15071267            1994-10-22          482302.930000       317.000000          
Customer#001982917  1982917             52458145            1996-08-30          482281.910000       309.000000          
Customer#000058876  58876               3861123             1998-07-03          482270.390000       301.000000          
Customer#000586762  586762              57974274            1996-09-04          482066.460000       302.000000          
Customer#000672530  672530              30356293            1995-12-10          482038.490000       309.000000          
Customer#000227870  227870              61825669            1993-05-04          481939.770000       301.000000          
Customer#001810436  1810436             44883872            1992-12-07          481819.740000       301.000000          
Customer#002236739  2236739             24281478            1994-10-03          481535.160000       301.000000          
Customer#001064516  1064516             29158               1995-10-21          481527.320000       305.000000          
Customer#001382894  1382894             84927619            1997-06-29          481366.940000       316.000000          
Customer#002025641  2025641             87938595            1993-06-23          481220.640000       303.000000          
Customer#001980397  1980397             34142818            1992-06-30          481051.910000       310.000000          
Customer#001529141  1529141             80293413            1992-06-12          480956.400000       305.000000          
Customer#000078079  78079               65343237            1992-11-08          480896.830000       309.000000          
Customer#000991315  991315              85686176            1993-11-18          480871.240000       301.000000          
Customer#001398415  1398415             84888929            1996-01-24          480768.600000       314.000000          
Customer#001487819  1487819             62113346            1994-04-08          480712.850000       302.000000          
Customer#002353876  2353876             32624836            1994-06-19          480674.530000       313.000000          
Customer#000605329  605329              23711776            1993-12-20          480552.980000       307.000000          
Customer#000612919  612919              31831749            1998-02-07          480491.220000       310.000000          
Customer#002020282  2020282             61351746            1996-07-01          480414.820000       309.000000          
Customer#001351793  1351793             67899813            1998-04-06          480396.990000       305.000000          
Customer#000608725  608725              34764101            1993-01-30          480371.490000       302.000000          
Customer#000887602  887602              63474949            1993-10-28          480241.530000       302.000000          
Customer#001971767  1971767             52340710            1993-01-01          480232.600000       320.000000          
Customer#000014153  14153               39702437            1995-11-23          480126.980000       321.000000          
Customer#000798124  798124              69130084            1996-01-03          479971.370000       305.000000          
Customer#002070049  2070049             4720454             1997-06-07          479900.990000       303.000000          
Customer#002215730  2215730             87075969            1994-03-07          479863.080000       311.000000          
Customer#001462487  1462487             40685988            1994-05-26          479631.360000       302.000000          
Customer#000821522  821522              94716647            1995-07-28          479398.020000       310.000000          
Customer#001876021  1876021             36667107            1997-06-06          479181.170000       322.000000          
Customer#001842793  1842793             66835300            1994-06-22          478955.280000       312.000000          
Customer#000616039  616039              41068385            1994-09-13          478886.740000       313.000000          
Customer#000024781  24781               81446919            1997-02-27          478845.540000       314.000000          
Customer#001067579  1067579             51759617            1997-09-29          478743.590000       312.000000          
Customer#002382151  2382151             2942469             1992-05-31          478710.950000       313.000000          
Customer#000216206  216206              53397509            1995-03-02          478545.690000       305.000000          
Customer#001227268  1227268             73590852            1996-08-27          478224.500000       303.000000          
Customer#001833373  1833373             551136              1993-05-19          478078.680000       308.000000          
Customer#000196540  196540              85144771            1996-06-14          478001.690000       304.000000          
Customer#001390903  1390903             67827175            1996-07-05          477903.400000       304.000000          
Customer#001126589  1126589             14392483            1995-08-05          477894.650000       307.000000          
Customer#001446758  1446758             75924132            1993-12-09          477893.680000       304.000000          
Customer#001762805  1762805             46794464            1992-04-28          477773.520000       320.000000          
Customer#000221861  221861              51553093            1996-01-14          477721.440000       308.000000          
Customer#001876384  1876384             63367111            1993-03-10          477357.110000       304.000000          
Customer#000402475  402475              42681408            1996-05-16          477307.360000       304.000000          
Customer#001929601  1929601             86046786            1995-12-19          477277.980000       315.000000          
Customer#001389157  1389157             62072839            1997-05-12          477222.200000       313.000000          
Customer#000162055  162055              5849444             1994-03-21          477042.790000       309.000000          
Customer#001971623  1971623             47688132            1998-05-06          476967.730000       302.000000          
Customer#001061311  1061311             77722023            1996-03-30          476925.300000       301.000000          
Customer#002066956  2066956             31192034            1993-09-05          476902.990000       309.000000          
Customer#000565217  565217              22017989            1996-06-17          476889.460000       318.000000          
Customer#001119709  1119709             72646432            1995-06-19          476859.010000       306.000000          
Customer#001037566  1037566             47773829            1998-01-20          476844.290000       312.000000          
Customer#001278421  1278421             88267271            1996-08-20          476614.980000       302.000000          
Customer#001901026  1901026             42997059            1997-03-15          476446.060000       320.000000          
Customer#001167214  1167214             93277893            1996-11-02          476445.580000       310.000000          
Customer#000244337  244337              3883783             1993-07-28          476276.470000       302.000000          
Customer#001847698  1847698             27247074            1992-11-25          476202.310000       302.000000          
Customer#000911597  911597              33002339            1993-10-09          475728.760000       306.000000          
Customer#001589750  1589750             62169988            1996-01-01          475659.530000       301.000000          
Customer#002314229  2314229             12353700            1992-10-09          475650.800000       302.000000          
Customer#000301393  301393              6581665             1993-12-04          475611.660000       303.000000          
Customer#000923434  923434              78886146            1993-08-13          475550.790000       301.000000          
Customer#000898651  898651              59237092            1992-09-22          475455.550000       303.000000          
Customer#001953757  1953757             34748294            1997-11-22          475371.870000       307.000000          
Customer#001184785  1184785             87006309            1992-11-21          475358.900000       320.000000          
Customer#002080645  2080645             31932481            1995-04-14          475272.530000       302.000000          
Customer#001127935  1127935             77585543            1995-11-18          475090.310000       321.000000          
Customer#001061866  1061866             68156388            1994-08-27          474918.610000       301.000000          
Customer#000568738  568738              72571393            1995-11-15          474899.410000       307.000000          
Customer#002061092  2061092             48943904            1996-07-22          474875.800000       325.000000          
Customer#000697460  697460              15955906            1997-06-16          474777.040000       303.000000          
Customer#001080803  1080803             32991271            1992-04-09          474761.550000       307.000000          
Customer#000732019  732019              41662242            1997-12-09          474708.380000       310.000000          
Customer#000532478  532478              6091649             1992-06-24          474673.590000       305.000000          
Customer#000520318  520318              46147206            1995-08-30          474499.190000       307.000000          
Customer#000231800  231800              28546531            1995-11-10          474485.680000       307.000000          
Customer#001555978  1555978             91630982            1992-09-11          474428.870000       317.000000          
Customer#001721437  1721437             4267751             1994-11-04          474351.740000       301.000000          
Customer#000315974  315974              82412610            1993-01-05          474338.800000       310.000000          
Customer#000024202  24202               34551296            1998-04-12          474322.610000       312.000000          
Customer#000603658  603658              4134341             1995-06-29          474279.350000       309.000000          
Customer#001037135  1037135             86498054            1993-08-03          474263.210000       305.000000          
Customer#001680826  1680826             23062983            1998-04-04          474194.320000       301.000000          
Customer#001414717  1414717             58390470            1993-07-21          474180.960000       302.000000          
Customer#000423551  423551              78355201            1996-03-06          474029.050000       306.000000          
Customer#000874153  874153              94875491            1997-01-30          473685.240000       305.000000          
Customer#000572357  572357              82120544            1996-03-08          473491.310000       302.000000          
Customer#000957367  957367              56497062            1998-04-28          473440.370000       320.000000          
Customer#000112012  112012              6899299             1995-06-09          473314.580000       304.000000          
Customer#001461704  1461704             29731045            1994-11-03          473246.870000       306.000000          
Customer#001518053  1518053             35999840            1993-09-15          473158.390000       309.000000          
Customer#000095344  95344               68689477            1992-12-09          473137.970000       301.000000          
Customer#001515139  1515139             36866503            1995-10-10          473124.270000       307.000000          
Customer#001615111  1615111             87050791            1993-10-11          473054.520000       307.000000          
Customer#000815699  815699              82043264            1996-04-15          472921.950000       330.000000          
Customer#000954679  954679              89628131            1997-08-12          472916.900000       301.000000          
Customer#000266542  266542              46685344            1993-12-14          472914.360000       327.000000          
Customer#000171251  171251              91475014            1996-11-15          472803.940000       314.000000          
Customer#000257164  257164              40462630            1997-02-16          472765.030000       306.000000          
Customer#000243953  243953              53650310            1995-03-30          472705.080000       304.000000          
Customer#000133033  133033              21057986            1992-08-23          472424.120000       307.000000          
Customer#001763629  1763629             67787619            1994-08-11          472393.170000       302.000000          
Customer#000696580  696580              44886083            1994-05-30          472201.430000       306.000000          
Customer#000686081  686081              35922529            1998-03-27          472060.200000       308.000000          
Customer#002392559  2392559             70222694            1996-05-01          471998.150000       314.000000          
Customer#000384019  384019              13393635            1995-07-14          471493.020000       307.000000          
Customer#000869990  869990              24813703            1994-02-12          471447.680000       307.000000          
Customer#002084315  2084315             36168806            1997-02-15          471443.510000       311.000000          
Customer#002395216  2395216             46096647            1996-04-30          471432.000000       310.000000          
Customer#002086940  2086940             57743845            1993-06-05          471414.500000       302.000000          
Customer#000616462  616462              51929955            1993-04-19          471335.020000       304.000000          
Customer#000853369  853369              73506822            1995-07-05          471316.780000       305.000000          
Customer#001938862  1938862             67066754            1995-05-09          471247.540000       309.000000          
Customer#001611961  1611961             89268039            1994-05-20          471188.300000       326.000000          
Customer#000763903  763903              95116930            1993-01-26          471003.920000       309.000000          
Customer#000792046  792046              43322471            1996-03-31          470874.880000       302.000000          
Customer#002226223  2226223             56968864            1998-02-23          470863.160000       303.000000          
Customer#000783055  783055              54796358            1995-09-04          470840.130000       304.000000          
Customer#001687412  1687412             68900130            1997-06-20          470832.710000       301.000000          
Customer#002275867  2275867             94112132            1993-05-07          470782.150000       307.000000          
Customer#000039173  39173               41588929            1998-03-28          470622.470000       303.000000          
Customer#000491977  491977              12251526            1993-12-24          470603.980000       305.000000          
Customer#000307862  307862              75127011            1994-11-26          470572.030000       305.000000          
Customer#001627144  1627144             30976483            1997-09-09          470424.220000       310.000000          
Customer#000104785  104785              7549735             1994-06-30          470273.000000       315.000000          
Customer#001219195  1219195             91047686            1993-01-18          470130.150000       307.000000          
Customer#000398047  398047              12563331            1993-06-02          469960.820000       301.000000          
Customer#000973172  973172              28092902            1997-03-23          469930.990000       306.000000          
Customer#001256420  1256420             78621666            1997-01-10          469876.070000       302.000000          
Customer#002206654  2206654             49474597            1992-03-06          469824.180000       319.000000          
Customer#000685066  685066              68763459            1997-11-08          469703.460000       313.000000          
Customer#001928380  1928380             56741287            1993-03-25          469586.800000       304.000000          
Customer#001465798  1465798             70158945            1997-10-09          469446.100000       302.000000          
Customer#000658372  658372              8231942             1993-02-06          469130.510000       302.000000          
Customer#001840367  1840367             85375813            1995-03-04          468841.760000       316.000000          
Customer#000813998  813998              37004583            1997-12-11          468779.110000       304.000000          
Customer#000215317  215317              63135044            1993-11-27          468590.950000       301.000000          
Customer#001983028  1983028             84452481            1993-06-08          468496.860000       303.000000          
Customer#000712672  712672              94622565            1994-07-05          468467.960000       309.000000          
Customer#001318807  1318807             58982979            1998-05-21          468362.870000       305.000000          
Customer#001141930  1141930             62284835            1998-05-19          468361.740000       305.000000          
Customer#001835590  1835590             18367712            1995-12-23          468235.170000       301.000000          
Customer#001326083  1326083             10678725            1992-12-07          468222.430000       309.000000          
Customer#001931311  1931311             34201984            1997-06-18          467921.770000       322.000000          
Customer#001385212  1385212             65758691            1992-07-03          467899.030000       312.000000          
Customer#001279381  1279381             56089923            1993-09-12          467828.450000       312.000000          
Customer#000927943  927943              62254337            1998-03-24          467819.100000       303.000000          
Customer#001421284  1421284             67825090            1993-12-27          467799.340000       307.000000          
Customer#000494149  494149              78310371            1998-06-10          467668.550000       302.000000          
Customer#000606676  606676              76329249            1997-03-29          467606.880000       303.000000          
Customer#000910942  910942              41396289            1993-02-01          467560.250000       301.000000          
Customer#000995321  995321              79664677            1995-07-06          467485.010000       301.000000          
Customer#002016731  2016731             75784770            1994-02-15          467269.690000       305.000000          
Customer#001888894  1888894             19217698            1993-03-26          467196.060000       316.000000          
Customer#001927183  1927183             51155008            1995-07-28          467148.020000       307.000000          
