s_name              numwait             
Supplier#000014555  15                  
Supplier#000014932  15                  
Supplier#000016188  15                  
Supplier#000016270  15                  
Supplier#000016977  15                  
Supplier#000017192  15                  
Supplier#000017283  15                  
Supplier#000017935  15                  
Supplier#000018261  15                  
Supplier#000018867  15                  
Supplier#000020782  15                  
Supplier#000022833  15                  
Supplier#000023925  15                  
Supplier#000024171  15                  
Supplier#000024762  15                  
Supplier#000025049  15                  
Supplier#000026088  15                  
Supplier#000026293  15                  
Supplier#000026390  15                  
Supplier#000026762  15                  
Supplier#000027295  15                  
Supplier#000028622  15                  
Supplier#000031592  15                  
Supplier#000031813  15                  
Supplier#000033218  15                  
Supplier#000033379  15                  
Supplier#000033672  15                  
Supplier#000034335  15                  
Supplier#000035859  15                  
Supplier#000036657  15                  
Supplier#000038214  15                  
Supplier#000039053  15                  
Supplier#000039304  15                  
Supplier#000039833  15                  
Supplier#000040813  15                  
Supplier#000044378  15                  
Supplier#000045432  15                  
Supplier#000045484  15                  
Supplier#000046683  15                  
Supplier#000048507  15                  
Supplier#000049529  15                  
Supplier#000050274  15                  
Supplier#000050395  15                  
Supplier#000050575  15                  
Supplier#000051195  15                  
Supplier#000051460  15                  
Supplier#000051595  15                  
Supplier#000052433  15                  
Supplier#000052783  15                  
Supplier#000052941  15                  
Supplier#000053134  15                  
Supplier#000054271  15                  
Supplier#000055256  15                  
Supplier#000055514  15                  
Supplier#000056808  15                  
Supplier#000056876  15                  
Supplier#000056996  15                  
Supplier#000057482  15                  
Supplier#000057672  15                  
Supplier#000059053  15                  
Supplier#000060627  15                  
Supplier#000060870  15                  
Supplier#000062080  15                  
Supplier#000062696  15                  
Supplier#000064233  15                  
Supplier#000064242  15                  
Supplier#000065537  15                  
Supplier#000065943  15                  
Supplier#000066369  15                  
Supplier#000066398  15                  
Supplier#000068150  15                  
Supplier#000068674  15                  
Supplier#000069293  15                  
Supplier#000070696  15                  
Supplier#000071739  15                  
Supplier#000073850  15                  
Supplier#000074120  15                  
Supplier#000074403  15                  
Supplier#000074494  15                  
Supplier#000074518  15                  
Supplier#000074825  15                  
Supplier#000074960  15                  
Supplier#000075718  15                  
Supplier#000078253  15                  
Supplier#000078796  15                  
Supplier#000081018  15                  
Supplier#000081239  15                  
Supplier#000081789  15                  
Supplier#000082062  15                  
Supplier#000082603  15                  
Supplier#000082676  15                  
Supplier#000083105  15                  
Supplier#000083550  15                  
Supplier#000083810  15                  
Supplier#000084721  15                  
Supplier#000085521  15                  
Supplier#000086229  15                  
Supplier#000086312  15                  
Supplier#000086690  15                  
Supplier#000086877  15                  
Supplier#000087496  15                  
Supplier#000087619  15                  
Supplier#000087836  15                  
Supplier#000089056  15                  
Supplier#000089200  15                  
Supplier#000089656  15                  
Supplier#000090157  15                  
Supplier#000090807  15                  
Supplier#000091441  15                  
Supplier#000092057  15                  
Supplier#000092584  15                  
Supplier#000094545  15                  
Supplier#000095168  15                  
Supplier#000096321  15                  
Supplier#000097118  15                  
Supplier#000098212  15                  
Supplier#000098232  15                  
Supplier#000098731  15                  
Supplier#000099314  15                  
Supplier#000099627  15                  
Supplier#000099974  15                  
Supplier#000101825  15                  
Supplier#000101892  15                  
Supplier#000102388  15                  
Supplier#000102515  15                  
Supplier#000103020  15                  
Supplier#000103384  15                  
Supplier#000103489  15                  
Supplier#000104484  15                  
Supplier#000104495  15                  
Supplier#000104606  15                  
Supplier#000105345  15                  
Supplier#000105791  15                  
Supplier#000106660  15                  
Supplier#000106840  15                  
Supplier#000106887  15                  
Supplier#000107139  15                  
Supplier#000107290  15                  
Supplier#000108887  15                  
Supplier#000109839  15                  
Supplier#000110125  15                  
Supplier#000110835  15                  
Supplier#000112453  15                  
Supplier#000113574  15                  
Supplier#000113724  15                  
Supplier#000114332  15                  
Supplier#000116123  15                  
Supplier#000116854  15                  
Supplier#000116870  15                  
Supplier#000117756  15                  
Supplier#000117792  15                  
Supplier#000118107  15                  
Supplier#000118399  15                  
Supplier#000118986  15                  
Supplier#000119162  15                  
Supplier#000119187  15                  
Supplier#000119798  15                  
Supplier#000120342  15                  
Supplier#000121900  15                  
Supplier#000122950  15                  
Supplier#000123298  15                  
Supplier#000123832  15                  
Supplier#000124115  15                  
Supplier#000126067  15                  
Supplier#000128496  15                  
Supplier#000128583  15                  
Supplier#000128922  15                  
Supplier#000129131  15                  
Supplier#000129340  15                  
Supplier#000131979  15                  
Supplier#000133440  15                  
Supplier#000133754  15                  
Supplier#000133944  15                  
Supplier#000134088  15                  
Supplier#000135273  15                  
Supplier#000135818  15                  
Supplier#000136012  15                  
Supplier#000137901  15                  
Supplier#000139600  15                  
Supplier#000139627  15                  
Supplier#000140815  15                  
Supplier#000143494  15                  
Supplier#000144011  15                  
Supplier#000146170  15                  
Supplier#000146235  15                  
Supplier#000146791  15                  
Supplier#000146934  15                  
Supplier#000147321  15                  
Supplier#000149476  15                  
Supplier#000150558  15                  
Supplier#000150630  15                  
Supplier#000152078  15                  
Supplier#000152640  15                  
Supplier#000152762  15                  
Supplier#000152862  15                  
Supplier#000152893  15                  
Supplier#000155721  15                  
Supplier#000157048  15                  
Supplier#000157438  15                  
Supplier#000159048  15                  
Supplier#000159085  15                  
Supplier#000159155  15                  
Supplier#000000445  14                  
Supplier#000000565  14                  
Supplier#000000718  14                  
Supplier#000000929  14                  
Supplier#000001047  14                  
Supplier#000001120  14                  
Supplier#000001251  14                  
Supplier#000001951  14                  
Supplier#000002357  14                  
Supplier#000002917  14                  
Supplier#000003063  14                  
Supplier#000003949  14                  
Supplier#000004285  14                  
Supplier#000005435  14                  
Supplier#000005848  14                  
Supplier#000006253  14                  
Supplier#000006795  14                  
Supplier#000007131  14                  
Supplier#000007296  14                  
Supplier#000008030  14                  
Supplier#000008331  14                  
Supplier#000008390  14                  
Supplier#000008627  14                  
Supplier#000009436  14                  
Supplier#000009630  14                  
Supplier#000010152  14                  
Supplier#000010487  14                  
Supplier#000011602  14                  
Supplier#000011865  14                  
Supplier#000011999  14                  
Supplier#000012868  14                  
Supplier#000015132  14                  
Supplier#000015474  14                  
Supplier#000016433  14                  
Supplier#000016438  14                  
Supplier#000016535  14                  
Supplier#000016694  14                  
Supplier#000016771  14                  
Supplier#000017015  14                  
Supplier#000017236  14                  
Supplier#000017488  14                  
Supplier#000017603  14                  
Supplier#000017621  14                  
Supplier#000019124  14                  
Supplier#000019924  14                  
Supplier#000020155  14                  
Supplier#000020756  14                  
Supplier#000020845  14                  
Supplier#000023054  14                  
Supplier#000023649  14                  
Supplier#000023860  14                  
Supplier#000024558  14                  
Supplier#000025529  14                  
Supplier#000025636  14                  
Supplier#000026191  14                  
Supplier#000026499  14                  
Supplier#000027487  14                  
Supplier#000027757  14                  
Supplier#000028422  14                  
Supplier#000029928  14                  
Supplier#000032442  14                  
Supplier#000033133  14                  
Supplier#000034185  14                  
Supplier#000034322  14                  
Supplier#000035330  14                  
Supplier#000035790  14                  
Supplier#000035927  14                  
Supplier#000035938  14                  
Supplier#000036093  14                  
Supplier#000036473  14                  
Supplier#000036994  14                  
Supplier#000037047  14                  
Supplier#000037397  14                  
Supplier#000037492  14                  
Supplier#000037679  14                  
Supplier#000038554  14                  
Supplier#000038928  14                  
Supplier#000039889  14                  
Supplier#000040187  14                  
Supplier#000040481  14                  
Supplier#000040604  14                  
Supplier#000041030  14                  
Supplier#000041108  14                  
Supplier#000041568  14                  
Supplier#000042380  14                  
Supplier#000042436  14                  
Supplier#000042605  14                  
Supplier#000042976  14                  
Supplier#000044442  14                  
Supplier#000045825  14                  
Supplier#000046561  14                  
Supplier#000047077  14                  
Supplier#000047320  14                  
Supplier#000047527  14                  
Supplier#000047599  14                  
Supplier#000047844  14                  
Supplier#000048583  14                  
Supplier#000048921  14                  
Supplier#000048988  14                  
Supplier#000049483  14                  
Supplier#000049878  14                  
Supplier#000049923  14                  
Supplier#000050027  14                  
Supplier#000050758  14                  
Supplier#000050866  14                  
Supplier#000051132  14                  
Supplier#000052457  14                  
Supplier#000052638  14                  
Supplier#000052818  14                  
Supplier#000053635  14                  
Supplier#000054718  14                  
Supplier#000055073  14                  
Supplier#000055414  14                  
Supplier#000055467  14                  
Supplier#000056033  14                  
Supplier#000056760  14                  
Supplier#000057441  14                  
Supplier#000058790  14                  
Supplier#000059215  14                  
Supplier#000059340  14                  
Supplier#000059697  14                  
Supplier#000061573  14                  
Supplier#000061927  14                  
Supplier#000062469  14                  
Supplier#000062955  14                  
Supplier#000063012  14                  
Supplier#000063495  14                  
Supplier#000064035  14                  
Supplier#000064214  14                  
Supplier#000064483  14                  
Supplier#000064666  14                  
Supplier#000064779  14                  
Supplier#000064932  14                  
Supplier#000065360  14                  
Supplier#000065673  14                  
Supplier#000066047  14                  
Supplier#000066771  14                  
Supplier#000067057  14                  
Supplier#000067362  14                  
Supplier#000068304  14                  
Supplier#000068399  14                  
Supplier#000069333  14                  
Supplier#000070383  14                  
Supplier#000070990  14                  
Supplier#000071111  14                  
Supplier#000071849  14                  
Supplier#000072485  14                  
Supplier#000072727  14                  
Supplier#000072755  14                  
Supplier#000073320  14                  
Supplier#000074032  14                  
Supplier#000074091  14                  
Supplier#000074249  14                  
Supplier#000074500  14                  
Supplier#000074506  14                  
Supplier#000075284  14                  
Supplier#000076355  14                  
Supplier#000076662  14                  
Supplier#000076792  14                  
Supplier#000077254  14                  
Supplier#000078656  14                  
Supplier#000079510  14                  
Supplier#000080011  14                  
Supplier#000080104  14                  
Supplier#000080394  14                  
Supplier#000080710  14                  
Supplier#000080959  14                  
Supplier#000081570  14                  
Supplier#000082354  14                  
Supplier#000082435  14                  
Supplier#000082568  14                  
Supplier#000082578  14                  
Supplier#000082667  14                  
Supplier#000082737  14                  
Supplier#000082835  14                  
Supplier#000083230  14                  
Supplier#000083260  14                  
Supplier#000083446  14                  
Supplier#000083469  14                  
Supplier#000084429  14                  
Supplier#000085314  14                  
Supplier#000085962  14                  
Supplier#000086231  14                  
Supplier#000087262  14                  
Supplier#000087707  14                  
Supplier#000088510  14                  
Supplier#000088866  14                  
Supplier#000089024  14                  
Supplier#000089828  14                  
Supplier#000090710  14                  
Supplier#000092376  14                  
Supplier#000092620  14                  
Supplier#000095650  14                  
Supplier#000096150  14                  
Supplier#000096424  14                  
Supplier#000096665  14                  
Supplier#000097159  14                  
Supplier#000097808  14                  
Supplier#000098397  14                  
Supplier#000098826  14                  
Supplier#000098836  14                  
Supplier#000098966  14                  
Supplier#000099296  14                  
Supplier#000099320  14                  
Supplier#000099351  14                  
Supplier#000099486  14                  
Supplier#000099588  14                  
Supplier#000099945  14                  
Supplier#000100065  14                  
Supplier#000100208  14                  
Supplier#000101152  14                  
Supplier#000101435  14                  
Supplier#000101578  14                  
Supplier#000102753  14                  
Supplier#000103314  14                  
Supplier#000103709  14                  
Supplier#000103893  14                  
Supplier#000103929  14                  
Supplier#000104049  14                  
Supplier#000104506  14                  
Supplier#000104638  14                  
Supplier#000105383  14                  
Supplier#000105669  14                  
Supplier#000105879  14                  
Supplier#000107421  14                  
Supplier#000107485  14                  
Supplier#000108803  14                  
Supplier#000108916  14                  
Supplier#000109661  14                  
Supplier#000109702  14                  
Supplier#000109837  14                  
Supplier#000109915  14                  
Supplier#000110743  14                  
Supplier#000111275  14                  
Supplier#000111741  14                  
Supplier#000112538  14                  
Supplier#000113563  14                  
Supplier#000114299  14                  
Supplier#000114816  14                  
Supplier#000115322  14                  
Supplier#000115975  14                  
Supplier#000116086  14                  
Supplier#000116199  14                  
Supplier#000116337  14                  
Supplier#000116733  14                  
Supplier#000116748  14                  
Supplier#000117832  14                  
Supplier#000119329  14                  
Supplier#000119775  14                  
Supplier#000120294  14                  
Supplier#000120399  14                  
Supplier#000120495  14                  
Supplier#000121971  14                  
Supplier#000122470  14                  
Supplier#000122865  14                  
Supplier#000122895  14                  
Supplier#000123193  14                  
Supplier#000123282  14                  
Supplier#000123803  14                  
Supplier#000123890  14                  
Supplier#000123906  14                  
Supplier#000123992  14                  
Supplier#000124080  14                  
Supplier#000124553  14                  
Supplier#000124636  14                  
Supplier#000125177  14                  
Supplier#000125577  14                  
Supplier#000126089  14                  
Supplier#000126373  14                  
Supplier#000126384  14                  
Supplier#000126498  14                  
Supplier#000126705  14                  
Supplier#000127250  14                  
Supplier#000127538  14                  
Supplier#000128109  14                  
Supplier#000128960  14                  
Supplier#000129221  14                  
Supplier#000129351  14                  
Supplier#000129659  14                  
Supplier#000129679  14                  
Supplier#000129740  14                  
Supplier#000129757  14                  
Supplier#000130118  14                  
Supplier#000130786  14                  
Supplier#000131317  14                  
Supplier#000132271  14                  
Supplier#000132507  14                  
Supplier#000133413  14                  
Supplier#000133667  14                  
Supplier#000134677  14                  
Supplier#000135060  14                  
Supplier#000135236  14                  
Supplier#000135267  14                  
Supplier#000135322  14                  
Supplier#000135434  14                  
Supplier#000135512  14                  
Supplier#000135624  14                  
Supplier#000135655  14                  
Supplier#000136280  14                  
Supplier#000137100  14                  
Supplier#000137834  14                  
Supplier#000137905  14                  
Supplier#000138189  14                  
Supplier#000139777  14                  
Supplier#000139778  14                  
Supplier#000140162  14                  
Supplier#000140723  14                  
Supplier#000141605  14                  
Supplier#000141693  14                  
Supplier#000142136  14                  
Supplier#000142651  14                  
Supplier#000142655  14                  
Supplier#000142839  14                  
Supplier#000143184  14                  
Supplier#000144762  14                  
Supplier#000144899  14                  
Supplier#000144911  14                  
Supplier#000145380  14                  
Supplier#000145641  14                  
Supplier#000145959  14                  
Supplier#000146271  14                  
Supplier#000146447  14                  
Supplier#000147065  14                  
Supplier#000147466  14                  
Supplier#000147533  14                  
Supplier#000147675  14                  
Supplier#000147695  14                  
Supplier#000147743  14                  
Supplier#000147929  14                  
Supplier#000148088  14                  
Supplier#000149064  14                  
Supplier#000149581  14                  
Supplier#000150591  14                  
Supplier#000150705  14                  
Supplier#000151625  14                  
Supplier#000152120  14                  
Supplier#000152655  14                  
Supplier#000152804  14                  
Supplier#000153343  14                  
Supplier#000153532  14                  
Supplier#000153749  14                  
Supplier#000154208  14                  
Supplier#000154685  14                  
Supplier#000155659  14                  
Supplier#000156193  14                  
Supplier#000156245  14                  
Supplier#000156522  14                  
Supplier#000156566  14                  
Supplier#000157628  14                  
Supplier#000158265  14                  
Supplier#000158365  14                  
Supplier#000158558  14                  
Supplier#000159401  14                  
Supplier#000000602  13                  
Supplier#000000648  13                  
Supplier#000001152  13                  
Supplier#000001347  13                  
Supplier#000002370  13                  
Supplier#000002483  13                  
Supplier#000002949  13                  
Supplier#000003234  13                  
Supplier#000003519  13                  
Supplier#000003675  13                  
Supplier#000003727  13                  
Supplier#000005004  13                  
Supplier#000005042  13                  
Supplier#000005277  13                  
Supplier#000005627  13                  
Supplier#000005685  13                  
Supplier#000005808  13                  
Supplier#000006705  13                  
Supplier#000007021  13                  
Supplier#000007061  13                  
Supplier#000007116  13                  
Supplier#000008210  13                  
Supplier#000008310  13                  
Supplier#000009053  13                  
Supplier#000009896  13                  
Supplier#000010026  13                  
Supplier#000010332  13                  
Supplier#000010530  13                  
Supplier#000010675  13                  
Supplier#000010787  13                  
Supplier#000010914  13                  
Supplier#000012299  13                  
Supplier#000012671  13                  
Supplier#000012874  13                  
Supplier#000013329  13                  
Supplier#000013747  13                  
Supplier#000013979  13                  
Supplier#000014676  13                  
Supplier#000015843  13                  
Supplier#000015882  13                  
Supplier#000016344  13                  
Supplier#000016466  13                  
Supplier#000016617  13                  
Supplier#000016814  13                  
Supplier#000016829  13                  
Supplier#000017569  13                  
Supplier#000017659  13                  
Supplier#000017818  13                  
Supplier#000018000  13                  
Supplier#000018037  13                  
Supplier#000018093  13                  
Supplier#000018178  13                  
Supplier#000018862  13                  
Supplier#000019030  13                  
Supplier#000019562  13                  
Supplier#000019736  13                  
Supplier#000020861  13                  
Supplier#000020916  13                  
Supplier#000021214  13                  
Supplier#000021289  13                  
Supplier#000022349  13                  
Supplier#000022832  13                  
Supplier#000023346  13                  
Supplier#000023476  13                  
Supplier#000024106  13                  
Supplier#000024738  13                  
Supplier#000024821  13                  
Supplier#000024910  13                  
Supplier#000025320  13                  
Supplier#000025406  13                  
Supplier#000025437  13                  
Supplier#000025623  13                  
Supplier#000025656  13                  
Supplier#000026078  13                  
Supplier#000026523  13                  
Supplier#000026984  13                  
Supplier#000027091  13                  
Supplier#000027127  13                  
Supplier#000027554  13                  
Supplier#000028138  13                  
Supplier#000028964  13                  
Supplier#000029228  13                  
Supplier#000029619  13                  
Supplier#000029690  13                  
Supplier#000029862  13                  
Supplier#000030869  13                  
Supplier#000030998  13                  
Supplier#000031103  13                  
Supplier#000031674  13                  
Supplier#000031921  13                  
Supplier#000032851  13                  
Supplier#000032942  13                  
Supplier#000033057  13                  
Supplier#000034152  13                  
Supplier#000034603  13                  
Supplier#000034636  13                  
Supplier#000035783  13                  
Supplier#000036060  13                  
Supplier#000036384  13                  
Supplier#000037466  13                  
Supplier#000038329  13                  
Supplier#000038479  13                  
Supplier#000038880  13                  
Supplier#000039106  13                  
Supplier#000039360  13                  
Supplier#000039561  13                  
Supplier#000039795  13                  
Supplier#000039841  13                  
Supplier#000040192  13                  
Supplier#000040852  13                  
Supplier#000041103  13                  
Supplier#000041494  13                  
Supplier#000042132  13                  
Supplier#000042560  13                  
Supplier#000043440  13                  
Supplier#000043646  13                  
Supplier#000043703  13                  
Supplier#000043852  13                  
Supplier#000044616  13                  
Supplier#000045039  13                  
Supplier#000045112  13                  
Supplier#000045128  13                  
Supplier#000045272  13                  
Supplier#000045312  13                  
Supplier#000046354  13                  
Supplier#000046539  13                  
Supplier#000046688  13                  
Supplier#000047060  13                  
Supplier#000047221  13                  
Supplier#000047490  13                  
Supplier#000047499  13                  
Supplier#000047672  13                  
Supplier#000047882  13                  
Supplier#000047951  13                  
Supplier#000047980  13                  
Supplier#000048391  13                  
Supplier#000048817  13                  
Supplier#000049684  13                  
Supplier#000049797  13                  
Supplier#000050201  13                  
Supplier#000050685  13                  
Supplier#000050708  13                  
Supplier#000050811  13                  
Supplier#000051145  13                  
Supplier#000051877  13                  
Supplier#000052534  13                  
Supplier#000053100  13                  
Supplier#000053532  13                  
Supplier#000054781  13                  
Supplier#000054900  13                  
Supplier#000054927  13                  
Supplier#000055374  13                  
Supplier#000056545  13                  
Supplier#000056555  13                  
Supplier#000056800  13                  
Supplier#000057098  13                  
Supplier#000057393  13                  
Supplier#000057420  13                  
Supplier#000058041  13                  
Supplier#000058149  13                  
Supplier#000058356  13                  
Supplier#000058386  13                  
Supplier#000058540  13                  
Supplier#000059251  13                  
Supplier#000059527  13                  
Supplier#000059760  13                  
Supplier#000060016  13                  
Supplier#000060824  13                  
Supplier#000060891  13                  
Supplier#000061313  13                  
Supplier#000061317  13                  
Supplier#000061381  13                  
Supplier#000061561  13                  
Supplier#000061737  13                  
Supplier#000062575  13                  
Supplier#000062627  13                  
Supplier#000062850  13                  
Supplier#000063089  13                  
Supplier#000063519  13                  
Supplier#000063698  13                  
Supplier#000063826  13                  
Supplier#000063988  13                  
Supplier#000064111  13                  
Supplier#000065598  13                  
Supplier#000066042  13                  
Supplier#000066043  13                  
Supplier#000066361  13                  
Supplier#000066722  13                  
Supplier#000066843  13                  
Supplier#000067600  13                  
Supplier#000068256  13                  
