c_name              c_custkey           o_orderkey          o_orderdate         o_totalprice        sum                 
Customer#000564391  564391              565574              1995-09-24          483333.080000       301.000000          
Customer#000353285  353285              10889601            1992-05-22          482701.280000       306.000000          
Customer#000143839  143839              12099683            1994-12-13          482212.450000       308.000000          
Customer#000243892  243892              10603495            1998-04-03          481505.520000       307.000000          
Customer#000385543  385543              16783360            1998-02-16          481470.140000       308.000000          
Customer#000179741  179741              8433440             1997-04-18          480709.260000       305.000000          
Customer#000451942  451942              4439686             1996-09-17          480461.750000       305.000000          
Customer#000595538  595538              2942469             1992-05-31          479358.820000       313.000000          
Customer#000164593  164593              8231942             1993-02-06          479156.850000       302.000000          
Customer#000123326  123326              18188388            1997-06-20          478793.290000       303.000000          
Customer#000553646  553646              12906020            1994-03-16          477877.470000       304.000000          
Customer#000013264  13264               17301668            1995-04-24          477525.450000       302.000000          
Customer#000115901  115901              19094241            1992-01-14          476251.160000       310.000000          
Customer#000281648  281648              14392483            1995-08-05          475922.900000       307.000000          
Customer#000425558  425558              23794694            1995-05-15          475560.360000       308.000000          
Customer#000165847  165847              8639938             1996-08-30          475079.390000       301.000000          
Customer#000516950  516950              7125602             1994-07-08          474630.800000       301.000000          
Customer#000554743  554743              6651397             1992-07-14          474352.720000       301.000000          
Customer#000442531  442531              23906277            1997-03-20          473662.290000       314.000000          
Customer#000096005  96005               13393635            1995-07-14          473539.920000       307.000000          
Customer#000146473  146473              4806726             1995-01-17          473334.260000       328.000000          
Customer#000028003  28003               6899299             1995-06-09          472521.190000       304.000000          
Customer#000014263  14263               2329187             1998-01-04          472403.900000       304.000000          
Customer#000072407  72407               17668135            1997-02-25          472399.370000       303.000000          
Customer#000007390  7390                22291718            1992-09-03          471773.420000       306.000000          
Customer#000442288  442288              12331750            1994-12-07          471766.280000       310.000000          
Customer#000528746  528746              7165026             1995-05-29          471749.160000       304.000000          
Customer#000043927  43927               10408580            1994-09-03          471162.320000       320.000000          
Customer#000571124  571124              22098118            1993-07-20          469830.680000       302.000000          
Customer#000040514  40514               5849444             1994-03-21          469804.350000       309.000000          
Customer#000185395  185395              13563296            1997-08-02          469281.720000       301.000000          
Customer#000515932  515932              10184165            1992-06-15          468402.360000       311.000000          
Customer#000200590  200590              9304229             1997-08-24          468312.970000       309.000000          
Customer#000473209  473209              20676097            1997-07-14          468188.510000       307.000000          
Customer#000560180  560180              18923648            1997-08-31          467897.230000       305.000000          
Customer#000462322  462322              6082306             1995-07-07          467384.780000       301.000000          
Customer#000278936  278936              23813318            1994-12-13          466982.160000       301.000000          
Customer#000264392  264392              5007490             1992-08-07          466913.040000       304.000000          
Customer#000304285  304285              23671233            1996-10-03          466891.750000       303.000000          
Customer#000150916  150916              4134341             1995-06-29          465494.370000       309.000000          
Customer#000050480  50480               23861472            1997-10-30          464995.760000       314.000000          
Customer#000061085  61085               3883783             1993-07-28          464966.650000       302.000000          
Customer#000122995  122995              12251526            1993-12-24          464867.560000       305.000000          
Customer#000065357  65357               19738853            1996-12-25          464288.770000       305.000000          
Customer#000218737  218737              18762278            1992-11-24          463843.390000       305.000000          
Customer#000289057  289057              18353314            1997-01-28          463499.290000       307.000000          
Customer#000423977  423977              2096705             1994-07-03          463229.960000       307.000000          
Customer#000275989  275989              11120293            1995-08-08          463137.130000       311.000000          
Customer#000057941  57941               11599171            1998-03-22          462491.420000       316.000000          
Customer#000391300  391300              21973952            1997-07-20          462460.330000       304.000000          
Customer#000080857  80857               14046658            1995-12-01          462328.310000       305.000000          
Customer#000467432  467432              6222658             1994-03-08          461753.640000       301.000000          
Customer#000207598  207598              15104033            1995-02-03          461148.690000       308.000000          
Customer#000550123  550123              19157927            1997-05-13          461044.100000       304.000000          
Customer#000458453  458453              20662370            1992-07-22          460383.770000       315.000000          
Customer#000486806  486806              10442629            1993-01-13          459902.020000       302.000000          
Customer#000507457  507457              4702759             1994-11-07          459892.860000       320.000000          
Customer#000365584  365584              21140833            1994-02-03          459570.530000       303.000000          
Customer#000300602  300602              17016006            1993-03-13          459539.720000       311.000000          
Customer#000216929  216929              20524164            1995-03-04          458669.000000       309.000000          
Customer#000138229  138229              8991333             1995-04-10          458652.280000       305.000000          
Customer#000171856  171856              9816576             1997-06-06          458323.470000       308.000000          
Customer#000033259  33259               21057986            1992-08-23          458173.120000       307.000000          
Customer#000437515  437515              5746311             1996-10-10          457514.170000       302.000000          
Customer#000176824  176824              17929698            1998-02-24          457104.630000       310.000000          
Customer#000343949  343949              7379172             1993-01-21          456903.220000       301.000000          
Customer#000552119  552119              13837220            1994-09-07          456716.060000       316.000000          
Customer#000458344  458344              551136              1993-05-19          456462.180000       308.000000          
Customer#000474076  474076              9782273             1994-12-05          456425.030000       302.000000          
Customer#000189271  189271              11484962            1992-02-10          455658.570000       306.000000          
Customer#000465364  465364              11141606            1997-09-28          455604.000000       325.000000          
Customer#000205876  205876              15572326            1995-02-26          454927.110000       309.000000          
Customer#000130121  130121              20315522            1998-02-24          454709.540000       307.000000          
Customer#000046910  46910               8506019             1992-12-16          452580.620000       306.000000          
Customer#000434077  434077              20038309            1992-12-31          451980.600000       303.000000          
Customer#000529195  529195              23129479            1992-08-20          451917.970000       308.000000          
Customer#000048005  48005               14577123            1993-11-22          451887.520000       305.000000          
Customer#000479953  479953              1544643             1997-09-20          451652.630000       320.000000          
Customer#000578465  578465              3043270             1997-02-12          451632.690000       317.000000          
Customer#000421039  421039              5296167             1996-09-06          451298.900000       303.000000          
Customer#000413099  413099              7062629             1992-06-27          450302.670000       313.000000          
Customer#000597170  597170              18152960            1998-02-17          450179.390000       305.000000          
Customer#000578114  578114              17927718            1996-08-27          450010.660000       314.000000          
Customer#000420208  420208              23062983            1998-04-04          449470.800000       301.000000          
Customer#000299674  299674              7611718             1992-05-01          449183.870000       301.000000          
Customer#000498989  498989              19546182            1996-02-08          448145.690000       307.000000          
Customer#000358132  358132              21312615            1995-12-08          448119.180000       303.000000          
Customer#000155672  155672              13185729            1995-08-02          447985.840000       305.000000          
Customer#000198802  198802              15394692            1996-03-13          447604.380000       302.000000          
Customer#000141305  141305              22017989            1996-06-17          446980.120000       318.000000          
Customer#000266873  266873              6515330             1997-01-27          446862.440000       307.000000          
Customer#000148834  148834              15191270            1995-05-09          446353.900000       310.000000          
Customer#000133594  133594              11028230            1996-08-10          445798.620000       302.000000          
Customer#000333475  333475              19960768            1998-07-17          444504.910000       301.000000          
Customer#000185738  185738              4745607             1997-07-03          443908.300000       309.000000          
Customer#000280672  280672              10740227            1992-12-20          443376.750000       308.000000          
Customer#000599366  599366              5156581             1994-05-30          442761.880000       302.000000          
Customer#000117596  117596              14544192            1995-08-04          442730.550000       302.000000          
Customer#000099512  99512               12563331            1993-06-02          441519.390000       301.000000          
Customer#000329761  329761              857959              1994-02-07          441218.760000       305.000000          
Customer#000218405  218405              5832321             1997-02-09          440758.090000       307.000000          
Customer#000065678  65678               15157120            1994-05-13          440545.280000       304.000000          
Customer#000300388  300388              17612003            1996-02-05          440028.270000       302.000000          
Customer#000464174  464174              8754087             1996-01-21          439962.530000       306.000000          
Customer#000529555  529555              15036034            1994-07-05          439464.780000       304.000000          
Customer#000233114  233114              18302693            1993-10-23          439094.010000       309.000000          
Customer#000346745  346745              19730208            1994-01-24          439061.820000       305.000000          
Customer#000226558  226558              18965830            1997-12-19          438822.550000       308.000000          
Customer#000348025  348025              17812705            1992-03-20          438505.350000       301.000000          
Customer#000290239  290239              9506693             1993-07-20          438216.240000       314.000000          
Customer#000151333  151333              23711776            1993-12-20          437524.840000       307.000000          
Customer#000174365  174365              15955906            1997-06-16          437453.390000       303.000000          
Customer#000588787  588787              1263015             1997-02-02          437074.890000       320.000000          
Customer#000052285  52285               1481925             1998-03-15          436974.090000       301.000000          
Customer#000491725  491725              22253443            1997-05-22          436846.290000       304.000000          
Customer#000065534  65534               502886              1994-04-12          436520.220000       312.000000          
Customer#000546286  546286              2761378             1996-05-31          436056.220000       301.000000          
Customer#000400150  400150              18200676            1994-06-22          435985.140000       307.000000          
Customer#000341492  341492              15071267            1994-10-22          435706.310000       317.000000          
Customer#000156190  156190              15960071            1996-07-09          435687.350000       303.000000          
Customer#000072451  72451               8590657             1996-08-29          434696.710000       303.000000          
Customer#000013895  13895               19851237            1994-08-07          434237.570000       306.000000          
Customer#000483931  483931              12314084            1994-05-16          433739.840000       325.000000          
Customer#000331045  331045              14211942            1995-06-28          433717.490000       302.000000          
Customer#000311264  311264              18927141            1994-02-11          431626.800000       308.000000          
Customer#000026197  26197               7549735             1994-06-30          431333.640000       315.000000          
Customer#000182152  182152              4527553             1994-05-22          430252.760000       305.000000          
Customer#000259081  259081              14614786            1997-08-28          430107.720000       306.000000          
Customer#000529069  529069              16215716            1993-04-12          430023.580000       302.000000          
Customer#000554197  554197              23660263            1993-04-20          429503.640000       312.000000          
Customer#000237916  237916              8028004             1996-04-11          429339.400000       302.000000          
Customer#000337336  337336              19730468            1997-10-06          429255.080000       304.000000          
Customer#000489577  489577              17361729            1997-08-12          428681.700000       303.000000          
Customer#000384112  384112              8319046             1995-10-07          428569.490000       307.000000          
Customer#000432724  432724              8075589             1996-08-23          428545.670000       316.000000          
Customer#000062476  62476               3767271             1996-08-07          428367.160000       318.000000          
Customer#000192343  192343              12809282            1994-05-21          427942.540000       314.000000          
Customer#000458899  458899              18367712            1995-12-23          427211.070000       301.000000          
Customer#000471671  471671              2869152             1996-06-20          426890.010000       317.000000          
Customer#000001324  1324                6210853             1997-08-08          423834.540000       303.000000          
Customer#000452522  452522              967334              1995-12-15          422707.970000       301.000000          
Customer#000480391  480391              1971680             1995-06-14          422077.430000       308.000000          
Customer#000499784  499784              21296295            1996-04-10          421151.300000       301.000000          
Customer#000014719  14719               3861123             1998-07-03          420692.080000       301.000000          
Customer#000350254  350254              16801991            1992-02-10          420097.130000       304.000000          
Customer#000549781  549781              5489475             1997-05-23          419269.010000       311.000000          
Customer#000081439  81439               20016800            1993-02-22          419052.840000       301.000000          
Customer#000279616  279616              1742403             1996-10-19          418801.220000       305.000000          
Customer#000070664  70664               9128386             1992-12-07          418527.830000       301.000000          
Customer#000023839  23839               18871616            1992-07-31          416834.870000       312.000000          
Customer#000039763  39763               23957318            1998-06-16          416308.390000       306.000000          
Customer#000146995  146995              6292038             1997-11-12          415978.980000       305.000000          
Customer#000068323  68323               13971749            1996-05-07          414878.180000       305.000000          
Customer#000193036  193036              20649506            1995-06-20          414577.030000       313.000000          
Customer#000266129  266129              29158               1995-10-21          414117.200000       305.000000          
Customer#000567292  567292              2806245             1996-12-29          413980.110000       310.000000          
Customer#000043762  43762               10612710            1995-02-05          413858.410000       319.000000          
Customer#000252479  252479              12378086            1995-03-13          413843.160000       320.000000          
Customer#000062522  62522               1845057             1994-05-12          413804.040000       302.000000          
Customer#000064513  64513               19232581            1996-09-26          413492.050000       305.000000          
Customer#000355499  355499              983201              1993-12-30          413432.420000       304.000000          
Customer#000075349  75349               6581665             1993-12-04          413265.610000       303.000000          
Customer#000162898  162898              19628135            1992-01-03          412704.900000       315.000000          
Customer#000136297  136297              9615783             1994-03-08          411863.380000       302.000000          
Customer#000517513  517513              4720454             1997-06-07          411855.490000       303.000000          
Customer#000599897  599897              23338693            1997-11-10          411722.280000       304.000000          
Customer#000375580  375580              13432994            1995-10-25          411711.110000       305.000000          
Customer#000421639  421639              4478371             1996-03-05          411505.830000       302.000000          
Customer#000047338  47338               12237830            1992-12-23          411260.810000       305.000000          
Customer#000148306  148306              16089345            1996-07-09          410874.650000       305.000000          
Customer#000578558  578558              12353700            1992-10-09          410757.900000       302.000000          
Customer#000586430  586430              3342468             1994-06-12          410536.010000       303.000000          
Customer#000558793  558793              12285222            1997-09-28          407917.260000       304.000000          
Customer#000271451  271451              16416640            1998-01-19          407550.420000       302.000000          
Customer#000296726  296726              23166179            1992-09-14          407033.490000       301.000000          
Customer#000437842  437842              7887841             1992-06-15          406064.280000       308.000000          
Customer#000326324  326324              4739650             1995-11-04          405158.760000       305.000000          
Customer#000354244  354244              10858721            1998-06-03          404575.540000       306.000000          
Customer#000312535  312535              9727175             1995-03-18          402515.350000       302.000000          
Customer#000452267  452267              18869634            1995-01-10          402196.430000       310.000000          
Customer#000354811  354811              2995076             1994-01-30          402185.290000       302.000000          
Customer#000456196  456196              16020773            1995-12-07          400473.550000       301.000000          
Customer#000032306  32306               22470437            1992-01-16          389110.930000       304.000000          
Customer#000208124  208124              20386147            1996-12-18          388191.840000       308.000000          
Customer#000346642  346642              9827201             1995-02-08          387392.950000       304.000000          
Customer#000082498  82498               15738658            1995-03-25          386000.200000       307.000000          
Customer#000212110  212110              2662214             1993-08-13          383968.340000       302.000000          
Customer#000468302  468302              4290656             1997-02-05          382071.470000       301.000000          
Customer#000200026  200026              2366755             1996-12-09          379617.110000       302.000000          
Customer#000314683  314683              6203745             1997-07-22          379108.610000       302.000000          
Customer#000578119  578119              8073922             1992-02-26          356978.020000       301.000000          
Customer#000400132  400132              19427463            1994-07-03          356010.730000       301.000000          
