l_orderkey          revenue             o_orderdate         o_shippriority      
14644807            346439.733200       1995-02-25          0                   
12430467            346017.819900       1995-02-11          0                   
6943968             345954.345100       1995-02-27          0                   
8429861             345292.458200       1995-03-09          0                   
22267104            345276.357400       1995-02-08          0                   
11892323            344953.885300       1995-03-10          0                   
11057568            344762.962700       1995-03-09          0                   
19548839            344578.217500       1995-02-11          0                   
4090436             344401.621200       1995-03-14          0                   
9729126             343765.574900       1995-02-16          0                   
20218627            343530.119800       1995-02-09          0                   
5475975             343480.753200       1995-02-20          0                   
2736800             343344.040200       1995-03-12          0                   
19303872            342787.711400       1995-03-06          0                   
17681028            342653.305400       1995-03-10          0                   
8792292             342440.625400       1995-03-13          0                   
22196678            342270.424400       1995-03-07          0                   
17524803            342177.741600       1995-03-02          0                   
18766274            342020.746000       1995-03-08          0                   
22494596            341965.401400       1995-03-12          0                   
10941061            341865.559200       1995-02-22          0                   
22042982            341732.690200       1995-03-13          0                   
16002339            341718.883200       1995-02-06          0                   
11847174            341305.556500       1995-03-08          0                   
5892132             340167.937600       1995-02-03          0                   
23918659            339797.479600       1995-03-06          0                   
15228550            339506.067800       1995-03-01          0                   
5118753             339492.717200       1995-03-04          0                   
5343969             339490.333000       1995-03-04          0                   
6058023             339390.353400       1995-02-21          0                   
14750467            339060.108600       1995-03-07          0                   
584291              338942.624200       1995-02-21          0                   
5596161             338841.793600       1995-02-27          0                   
8791905             338670.848000       1995-03-08          0                   
10729570            338668.556000       1995-02-26          0                   
14750631            338542.356300       1995-01-26          0                   
14240450            338457.000300       1995-02-21          0                   
4433667             338115.786000       1995-02-23          0                   
23679299            337829.163300       1995-02-28          0                   
20663616            337702.700000       1995-03-09          0                   
22046407            337671.392200       1995-03-13          0                   
18238695            337419.497800       1995-03-10          0                   
14615620            337279.686900       1995-02-27          0                   
18083168            337269.365400       1995-02-25          0                   
1590533             337178.830700       1995-03-11          0                   
22076768            336451.808300       1995-03-09          0                   
13453189            335258.230600       1995-02-09          0                   
9822182             335133.218200       1995-02-16          0                   
3669349             334853.447100       1995-02-03          0                   
10948007            334361.422600       1995-03-03          0                   
10837826            334140.349300       1995-03-14          0                   
13857733            334079.214300       1995-03-13          0                   
369862              333003.615600       1995-03-14          0                   
6474405             332722.816500       1995-03-01          0                   
22217319            332611.482200       1995-03-08          0                   
1753668             332610.051000       1995-01-24          0                   
12520225            332184.988700       1995-03-08          0                   
8779363             332080.451100       1995-02-22          0                   
5435302             332052.418600       1995-02-24          0                   
303360              332005.268800       1995-03-14          0                   
159809              331980.134500       1995-02-08          0                   
4612869             331905.935700       1995-03-13          0                   
22716160            331701.758300       1995-02-24          0                   
22044837            331291.274200       1995-02-15          0                   
9497575             331059.078000       1995-03-08          0                   
4242180             331046.514000       1995-02-17          0                   
23476065            330971.677800       1995-03-13          0                   
17904289            330815.089100       1995-02-03          0                   
20637957            330810.439400       1995-03-11          0                   
17886403            330534.515200       1995-03-13          0                   
18255584            330530.958500       1995-02-26          0                   
20323040            330375.263100       1995-03-14          0                   
2600577             330374.578700       1995-02-17          0                   
22317953            330324.915600       1995-03-13          0                   
16781248            330297.505500       1995-02-12          0                   
9093284             329882.795200       1995-02-26          0                   
17190278            329308.426500       1995-03-08          0                   
683681              328871.696100       1995-03-03          0                   
4602305             328706.384000       1995-03-03          0                   
9455142             328274.553000       1995-02-27          0                   
14079779            328248.142800       1995-03-08          0                   
9664259             328108.662500       1995-02-23          0                   
11495873            327965.596400       1995-01-17          0                   
7578342             327764.356800       1995-03-12          0                   
12923012            327673.844700       1995-03-12          0                   
2880547             327443.180300       1995-03-08          0                   
18582855            327361.390900       1995-03-01          0                   
21585249            327102.521500       1995-03-04          0                   
6262304             326749.971900       1995-03-12          0                   
14977763            326747.490900       1995-01-12          0                   
600259              326521.027900       1995-02-13          0                   
16289895            326286.970400       1995-01-19          0                   
14983462            326149.016200       1995-02-19          0                   
13304898            326049.496800       1995-03-06          0                   
8865795             325837.353200       1995-03-11          0                   
6364134             325782.141000       1995-03-06          0                   
18818821            325576.255000       1995-01-31          0                   
4671334             325461.342700       1995-03-10          0                   
11276803            325431.870200       1995-03-11          0                   
20385989            324875.086400       1995-03-11          0                   
19202212            324775.081600       1995-02-11          0                   
18822375            324751.764000       1995-01-21          0                   
9677637             324719.883600       1995-03-05          0                   
4162176             324387.942300       1995-03-05          0                   
15830560            324307.534200       1995-03-14          0                   
17735459            324249.186400       1995-03-09          0                   
1310209             324078.367500       1995-02-23          0                   
4370305             324050.729900       1995-02-12          0                   
10247942            324037.177800       1995-03-02          0                   
6992807             323999.744000       1995-03-03          0                   
10801765            323638.841900       1995-03-08          0                   
1220678             323609.063200       1995-02-09          0                   
556001              323405.083500       1995-03-09          0                   
22020545            323209.866000       1995-03-11          0                   
14587334            323140.239200       1995-03-01          0                   
21060099            322654.831300       1995-03-14          0                   
16940743            322651.663500       1995-02-11          0                   
4599363             322640.358200       1995-03-10          0                   
4231170             322592.668600       1995-02-22          0                   
15098311            322401.628200       1995-03-02          0                   
18193220            322207.212300       1995-03-07          0                   
10319553            322175.087500       1995-03-04          0                   
14570752            322019.375200       1995-03-07          0                   
4011141             321658.354600       1995-03-12          0                   
9969093             321512.142500       1995-03-06          0                   
15750982            321508.784000       1995-03-05          0                   
21984772            321495.666000       1995-03-11          0                   
9516611             321494.653200       1995-03-12          0                   
6286117             321414.956100       1995-03-07          0                   
8285283             321395.848000       1995-03-04          0                   
18745026            321384.278000       1995-02-28          0                   
21272646            321331.044400       1995-01-27          0                   
19112000            321274.790000       1995-03-13          0                   
7218950             321007.179100       1995-02-21          0                   
11998336            320944.718200       1995-03-04          0                   
9781857             320835.768400       1995-01-29          0                   
6183970             320814.395800       1995-02-02          0                   
2707908             320806.204600       1995-02-23          0                   
22864583            320795.987500       1995-03-06          0                   
7107461             320673.045200       1995-02-20          0                   
5089889             320641.002300       1995-02-14          0                   
11825185            320478.151000       1995-03-14          0                   
11416384            320228.447800       1995-02-21          0                   
8000839             320116.780800       1995-03-09          0                   
10490018            320113.771000       1995-03-14          0                   
21525731            319841.848900       1995-03-12          0                   
12634019            319723.841500       1995-03-02          0                   
7660580             319627.049000       1995-03-07          0                   
21947462            319569.725600       1995-03-12          0                   
18003042            319366.598400       1995-03-05          0                   
4641217             319215.648300       1995-02-15          0                   
11762688            319186.435700       1995-02-09          0                   
8967399             319096.751600       1995-02-24          0                   
15732135            318993.471500       1995-03-02          0                   
9787846             318916.457900       1995-03-07          0                   
19004928            318677.725500       1995-03-13          0                   
8107942             318545.302500       1995-03-05          0                   
14118818            318539.748200       1995-03-13          0                   
13074243            318513.866400       1995-03-13          0                   
7369508             318506.568600       1995-02-07          0                   
5428736             318503.400800       1995-03-08          0                   
19476486            318471.227000       1995-03-08          0                   
15038017            318323.790900       1995-03-07          0                   
6321411             318114.483300       1995-03-12          0                   
5144003             318071.905800       1995-03-14          0                   
18821922            317863.081800       1995-03-11          0                   
19859300            317540.215000       1995-03-06          0                   
299973              317335.993000       1995-02-22          0                   
14561607            317274.618400       1995-03-11          0                   
9923590             317129.237200       1995-02-15          0                   
14835682            317053.100600       1995-03-03          0                   
20858726            316806.238000       1995-02-27          0                   
19870531            316653.126400       1994-12-31          0                   
19140288            316476.035800       1995-03-08          0                   
1324322             316453.680900       1995-02-22          0                   
8482021             316220.620800       1995-02-25          0                   
15444867            316213.304300       1995-03-13          0                   
12754085            316155.140100       1995-02-16          0                   
20156423            315567.594800       1995-03-02          0                   
17026724            315281.063400       1995-03-07          0                   
1097920             315246.663500       1995-03-11          0                   
20993604            315127.399800       1995-01-22          0                   
5108353             315097.415000       1995-02-27          0                   
9602373             315081.843400       1995-02-08          0                   
20812131            315018.726600       1995-03-14          0                   
4353729             315006.812300       1995-03-11          0                   
22212132            314841.817400       1995-01-14          0                   
19260581            314756.044300       1995-03-03          0                   
23945063            314745.473900       1995-03-07          0                   
9385445             314618.071900       1995-02-16          0                   
9571364             314470.097800       1995-03-14          0                   
9395013             314384.638200       1995-03-05          0                   
8297472             314247.212800       1995-03-09          0                   
10680582            314146.505900       1995-02-17          0                   
13231395            314050.659200       1995-02-18          0                   
10195552            313915.366900       1995-03-05          0                   
1794753             313892.878500       1995-02-23          0                   
1149412             313869.988500       1995-02-24          0                   
13663424            313851.655400       1995-01-24          0                   
17651584            313604.954900       1995-02-21          0                   
7363459             313533.997700       1995-03-02          0                   
19725349            313457.118100       1995-03-12          0                   
8719745             313392.548200       1995-02-08          0                   
20142566            312971.119500       1995-03-12          0                   
7870277             312664.735800       1995-03-07          0                   
16094887            312440.248000       1995-02-28          0                   
9704325             312426.556200       1995-03-04          0                   
352133              312216.411200       1995-02-04          0                   
16560614            312136.495900       1995-03-07          0                   
6442181             311958.797700       1995-03-09          0                   
9193857             311630.540900       1995-02-28          0                   
15662884            311553.071100       1995-02-18          0                   
7811714             311476.940800       1995-03-06          0                   
7848454             311377.941000       1995-03-12          0                   
19699335            311250.228800       1995-02-17          0                   
20924547            311196.144300       1995-03-01          0                   
18346500            311176.105000       1995-02-26          0                   
9879685             311023.506600       1995-03-13          0                   
1689798             310755.302900       1995-03-03          0                   
23174310            310530.912400       1995-03-13          0                   
21961479            310478.668600       1995-02-21          0                   
11671170            310449.410100       1995-03-11          0                   
8828390             310403.912100       1995-03-01          0                   
14311937            310303.342600       1995-02-21          0                   
9042273             310142.419400       1995-01-23          0                   
12843713            310062.908200       1995-02-13          0                   
2948355             309999.524600       1995-01-21          0                   
17936160            309953.086200       1995-03-08          0                   
14616932            309846.085800       1995-03-07          0                   
10599458            309815.051200       1995-02-28          0                   
12128966            309744.568800       1995-03-12          0                   
5942788             309706.068800       1995-02-24          0                   
20266791            309615.786500       1995-01-10          0                   
4164994             309594.783600       1995-03-01          0                   
11905218            309566.958200       1995-02-06          0                   
17604579            309317.950600       1995-02-24          0                   
13676420            309303.807700       1995-03-05          0                   
9261314             309075.999600       1995-03-12          0                   
17862662            308948.218700       1995-03-12          0                   
10914657            308548.564900       1995-03-05          0                   
16339200            308231.380000       1995-02-28          0                   
23626240            308220.040100       1995-03-12          0                   
7719237             307992.389800       1995-01-26          0                   
16946851            307989.579400       1995-03-10          0                   
22248963            307936.258600       1995-03-11          0                   
19262532            307907.500000       1995-03-02          0                   
9609443             307872.964000       1995-02-19          0                   
1297921             307584.457500       1995-03-06          0                   
12066434            307548.889400       1995-02-27          0                   
4172290             307492.905600       1995-02-19          0                   
16438944            307325.445500       1995-03-02          0                   
20531555            307289.766000       1995-02-13          0                   
23486368            307253.746900       1995-03-05          0                   
5825156             307179.220500       1995-02-24          0                   
16352992            307148.991000       1995-02-26          0                   
9471875             307106.472600       1995-03-05          0                   
6781252             307054.376500       1995-02-14          0                   
1000004             307037.832200       1995-03-02          0                   
21404903            307022.247000       1995-03-03          0                   
11122468            307000.592900       1995-03-10          0                   
14738626            306890.467700       1995-03-08          0                   
11176611            306890.385000       1995-03-06          0                   
3292263             306879.803900       1995-02-25          0                   
20190276            306816.752400       1995-02-23          0                   
2142407             306801.729500       1995-02-03          0                   
17153541            306716.779800       1995-03-10          0                   
6550791             306629.010000       1994-12-25          0                   
5001155             306537.196600       1995-03-14          0                   
9242913             306530.046300       1995-01-06          0                   
7109761             306488.209000       1995-02-24          0                   
23562369            306435.849000       1995-01-13          0                   
21320900            306222.392500       1995-03-03          0                   
7802403             306036.745800       1995-03-11          0                   
15013251            305860.817100       1995-03-02          0                   
18002529            305797.473300       1995-02-21          0                   
12990467            305745.643400       1995-02-12          0                   
5216199             305598.062400       1995-02-24          0                   
21453317            305551.652800       1995-03-04          0                   
15702407            305512.025300       1995-03-07          0                   
18188130            305504.974000       1995-03-01          0                   
993602              305365.693000       1995-03-05          0                   
1644419             305345.244000       1995-01-19          0                   
3393030             305239.613000       1995-02-18          0                   
759232              305105.263400       1995-03-03          0                   
7491170             305082.575400       1995-02-07          0                   
1765826             305034.066800       1995-03-12          0                   
7794531             304896.251400       1995-03-11          0                   
20256292            304838.557000       1995-03-10          0                   
19665415            304761.307500       1995-02-17          0                   
17022887            304506.342500       1995-03-10          0                   
15055617            304375.455400       1995-02-13          0                   
13123488            304331.576300       1995-03-11          0                   
3306406             304267.517600       1995-02-18          0                   
2972036             304234.307600       1995-03-13          0                   
23899621            304218.264600       1995-01-13          0                   
15477447            303975.388300       1995-02-20          0                   
20140800            303914.306100       1995-03-03          0                   
22586119            303877.626100       1995-03-02          0                   
306247              303840.502700       1995-02-17          0                   
1053218             303800.398300       1995-01-30          0                   
1849574             303779.220400       1995-02-11          0                   
10229859            303747.557200       1995-02-10          0                   
21275684            303684.224800       1995-03-05          0                   
5636451             303511.856300       1995-02-16          0                   
13388647            303379.626900       1995-03-02          0                   
22696067            303371.363300       1995-03-01          0                   
12302662            303222.994300       1995-03-09          0                   
12817927            303162.664800       1995-02-17          0                   
474086              303099.212700       1995-03-13          0                   
11063715            302961.252500       1995-03-13          0                   
13817184            302746.341600       1995-02-22          0                   
15375841            302623.100000       1995-01-30          0                   
10322753            302614.473200       1995-03-14          0                   
7109344             302613.746000       1995-02-05          0                   
21203616            302576.044200       1995-03-05          0                   
15099941            302574.201100       1995-03-06          0                   
7726880             302534.293100       1995-02-02          0                   
21472071            302488.648500       1995-03-14          0                   
12569093            302325.579300       1995-03-08          0                   
10168422            302280.975200       1995-02-14          0                   
23198593            302271.810600       1995-03-09          0                   
1546947             302190.964400       1995-03-10          0                   
11555267            302167.185600       1995-02-13          0                   
7338787             302163.475400       1995-02-11          0                   
6145575             302150.635200       1995-03-09          0                   
18083265            302146.728400       1995-03-10          0                   
17355139            302125.387300       1995-03-10          0                   
9525825             302015.016700       1995-03-07          0                   
4965062             301978.231400       1995-01-29          0                   
17697248            301953.653500       1995-01-11          0                   
5250947             301918.039200       1995-02-28          0                   
8965188             301642.178900       1995-03-02          0                   
9255303             301622.951800       1995-03-03          0                   
8169029             301560.565300       1995-02-26          0                   
17495011            301367.535900       1995-03-08          0                   
12716160            301103.040000       1995-03-10          0                   
12375811            301094.143300       1995-03-01          0                   
2180482             301069.834800       1995-02-06          0                   
11476134            301027.694800       1995-03-08          0                   
13318178            301020.366000       1995-02-17          0                   
6108355             300983.292200       1995-03-08          0                   
11426725            300967.255900       1995-03-13          0                   
21741697            300938.953800       1995-03-04          0                   
21264839            300915.723300       1995-01-29          0                   
3259938             300907.001200       1995-03-12          0                   
13936544            300903.574800       1995-03-09          0                   
8479365             300841.055100       1995-02-13          0                   
10315717            300817.933200       1995-03-10          0                   
13307463            300747.359800       1995-03-13          0                   
2284672             300562.653700       1995-03-14          0                   
17228070            300529.456800       1995-03-06          0                   
8593383             300471.623900       1995-03-03          0                   
14865571            300405.350700       1995-03-09          0                   
7391334             300359.866900       1995-01-19          0                   
12942912            300229.139000       1995-02-25          0                   
14471650            299964.153800       1995-03-10          0                   
12540996            299953.220500       1995-03-10          0                   
15889028            299952.149000       1995-03-06          0                   
8595269             299911.990200       1995-03-02          0                   
7937574             299905.613600       1995-01-30          0                   
8278499             299884.312000       1995-03-05          0                   
1616518             299845.415400       1995-02-25          0                   
6554535             299844.228200       1995-02-19          0                   
8902789             299611.558900       1995-03-13          0                   
852356              299511.309400       1995-03-14          0                   
12622149            299505.316400       1995-03-13          0                   
21420642            299393.838800       1995-03-03          0                   
2450370             299284.913000       1995-02-10          0                   
23244195            299269.795300       1995-02-22          0                   
7153125             299204.238000       1995-03-03          0                   
12438753            298963.890800       1995-02-18          0                   
21830371            298958.371700       1995-03-14          0                   
10909157            298773.611300       1995-03-06          0                   
8586951             298752.756400       1995-02-15          0                   
22108865            298636.758200       1995-02-10          0                   
6855296             298612.688200       1995-01-17          0                   
15358338            298610.838700       1995-02-01          0                   
20296613            298506.199500       1995-03-05          0                   
3721319             298502.786600       1995-02-10          0                   
9705345             298428.504500       1995-02-07          0                   
14547591            298426.664400       1995-03-02          0                   
17287232            298417.014100       1995-02-28          0                   
9915463             298106.932200       1995-02-22          0                   
13448162            297882.988800       1995-02-12          0                   
16851463            297862.403800       1995-03-13          0                   
21650278            297844.480100       1995-01-04          0                   
8394401             297781.485100       1995-03-13          0                   
1899748             297711.269200       1995-02-26          0                   
21956               297670.751500       1995-02-02          0                   
12109156            297547.539200       1995-02-10          0                   
3950464             297546.235900       1995-03-13          0                   
15296163            297543.470000       1995-01-29          0                   
10698244            297492.561400       1995-03-12          0                   
2020610             297416.519000       1995-02-05          0                   
1788609             297363.871000       1995-02-12          0                   
15116133            297318.863500       1995-02-14          0                   
13054373            297300.866900       1995-03-11          0                   
19743844            297192.903100       1995-02-14          0                   
7522951             297180.363000       1995-02-16          0                   
21450311            297150.901100       1995-02-23          0                   
18662336            296956.755600       1995-02-03          0                   
12229444            296938.650500       1995-03-02          0                   
3783682             296802.087200       1995-03-04          0                   
16860870            296793.342200       1995-03-11          0                   
544579              296758.427800       1995-03-04          0                   
22780641            296746.604300       1995-02-24          0                   
3163780             296680.257400       1995-03-01          0                   
19307776            296599.581100       1995-03-01          0                   
94432               296588.136800       1995-01-19          0                   
12703617            296546.985000       1995-02-16          0                   
21929473            296472.016900       1995-03-01          0                   
19970244            296463.272000       1995-03-10          0                   
23115777            296404.613800       1995-03-12          0                   
15009350            296353.192600       1995-02-10          0                   
7842819             295956.608500       1995-03-06          0                   
8765987             295921.323600       1995-03-02          0                   
8358821             295914.000800       1995-02-24          0                   
18378151            295824.378000       1995-01-28          0                   
5812608             295820.652700       1995-02-20          0                   
18381284            295795.861800       1995-03-08          0                   
22315332            295615.190000       1995-02-08          0                   
8363202             295612.772800       1995-02-24          0                   
13304770            295488.744600       1995-03-08          0                   
833121              295454.994400       1995-02-28          0                   
13783392            295239.755300       1995-02-03          0                   
12455264            295233.547500       1995-03-08          0                   
17320165            295208.552800       1995-03-09          0                   
10645188            295062.738500       1995-03-10          0                   
14040804            294967.309200       1995-03-06          0                   
18923104            294960.040500       1995-02-17          0                   
22480096            294860.833800       1995-03-11          0                   
3199746             294839.954100       1995-02-21          0                   
10790503            294800.769100       1995-03-06          0                   
1798436             294471.733600       1995-02-10          0                   
9463239             294438.959400       1995-02-25          0                   
17583972            294413.397200       1995-02-26          0                   
12823559            294408.635300       1995-02-02          0                   
6608227             294293.329700       1995-02-28          0                   
13546148            294262.191000       1995-03-11          0                   
20849223            294249.419400       1995-02-24          0                   
18721670            294246.442800       1995-03-11          0                   
16518662            294171.857700       1995-02-10          0                   
18271009            294158.031400       1995-03-14          0                   
21281639            294145.578000       1995-02-19          0                   
5541671             294069.765700       1995-03-04          0                   
15086660            294024.662900       1995-02-28          0                   
16390629            293978.403600       1995-02-24          0                   
18708001            293960.917400       1995-03-05          0                   
17757766            293772.908200       1995-03-11          0                   
18415364            293686.997200       1995-03-07          0                   
619268              293646.587300       1995-02-28          0                   
21513190            293431.908900       1995-01-17          0                   
6176451             293328.507500       1995-02-12          0                   
11267201            293075.523200       1995-02-25          0                   
23457988            293073.296000       1995-02-13          0                   
6684103             293055.760800       1995-02-15          0                   
15615939            292962.101900       1995-03-09          0                   
1753542             292878.633400       1995-01-17          0                   
13372448            292714.455900       1995-01-17          0                   
15784832            292680.345000       1995-02-16          0                   
17941057            292656.556600       1995-03-05          0                   
5520674             292643.666200       1995-02-25          0                   
6084420             292621.705300       1995-03-13          0                   
18142593            292616.515800       1995-02-03          0                   
13575072            292530.945200       1995-02-27          0                   
5445191             292520.416200       1995-01-20          0                   
845824              292423.798600       1995-03-14          0                   
