l_orderkey          revenue             o_orderdate         o_shippriority      
6327879             333826.062400       1995-02-21          0                   
2818756             333014.277200       1995-03-06          0                   
8722529             332193.570700       1995-02-22          0                   
2972930             331820.265700       1994-12-17          0                   
6286117             330441.247800       1995-03-07          0                   
1753668             330164.970300       1995-01-24          0                   
9340547             330113.486600       1995-03-05          0                   
1178370             329451.801400       1995-02-22          0                   
6005825             328882.714200       1995-03-06          0                   
2971110             328875.737200       1995-03-01          0                   
4619046             328200.039800       1995-03-13          0                   
1294818             327679.673200       1995-01-23          0                   
859237              327494.921600       1995-02-13          0                   
5108353             327312.688800       1995-02-27          0                   
6756804             327265.933200       1995-03-09          0                   
5661888             327133.722400       1995-03-07          0                   
7371495             326505.010100       1995-02-27          0                   
4378564             325998.121600       1995-03-12          0                   
5475975             325903.438400       1995-02-20          0                   
5132005             325740.826800       1995-03-05          0                   
9182211             325631.587600       1995-03-01          0                   
9664259             325349.468600       1995-02-23          0                   
5497633             324872.674800       1995-02-23          0                   
4860007             324785.997600       1995-03-13          0                   
9031872             323916.307600       1995-02-23          0                   
7556353             323190.208600       1995-03-11          0                   
462502              323014.354500       1995-03-08          0                   
8462498             322974.679100       1995-03-08          0                   
7016320             322431.707400       1995-02-24          0                   
7792998             322388.513900       1995-02-04          0                   
6927014             321925.745700       1995-02-13          0                   
2729412             321711.286500       1995-03-10          0                   
5089889             321613.820300       1995-02-14          0                   
4345219             321528.697000       1995-03-05          0                   
7726880             321473.305000       1995-02-02          0                   
2955847             320803.184600       1995-02-07          0                   
3783682             320629.925200       1995-03-04          0                   
1307777             320587.103800       1995-03-12          0                   
2711363             320253.662300       1995-02-26          0                   
3153638             319994.240400       1995-02-13          0                   
1227462             319811.546000       1995-03-14          0                   
7293735             319733.669900       1995-02-08          0                   
11245346            319655.470400       1995-02-13          0                   
8920103             319154.544000       1995-02-23          0                   
10499232            318742.020100       1995-02-21          0                   
1546404             318718.587100       1995-03-11          0                   
6229281             318207.381000       1995-01-18          0                   
2722054             317447.016700       1995-03-14          0                   
8621280             317240.915300       1995-03-04          0                   
4580326             315475.166400       1995-02-28          0                   
11063715            315291.146800       1995-03-13          0                   
11578786            315136.135600       1995-03-04          0                   
8379108             314989.843800       1995-02-04          0                   
4094470             314663.241800       1995-02-28          0                   
21956               314328.500500       1995-02-02          0                   
7419363             312773.647600       1995-01-26          0                   
6084420             312717.649900       1995-03-13          0                   
11369254            312714.902800       1995-02-19          0                   
6028775             312608.272100       1995-03-02          0                   
7841190             312527.150100       1995-03-13          0                   
4007331             312427.079900       1995-02-03          0                   
8907524             312320.988900       1995-02-27          0                   
4651014             311911.366900       1995-03-13          0                   
9583622             311738.292600       1995-02-18          0                   
2096738             310922.452200       1995-03-11          0                   
2878948             310657.452200       1995-02-22          0                   
2154048             310630.932300       1995-02-19          0                   
11258049            310476.518000       1995-02-04          0                   
8593383             310250.983600       1995-03-03          0                   
5647045             309872.978800       1995-02-15          0                   
4887399             309809.973300       1995-03-06          0                   
7080704             309572.592300       1995-03-10          0                   
11757985            309527.219900       1995-03-13          0                   
74340               309328.400500       1995-02-26          0                   
4025348             309309.632600       1995-02-15          0                   
9151363             309232.802400       1995-03-12          0                   
9844198             308843.361600       1995-02-05          0                   
9609443             308677.714600       1995-02-19          0                   
7193639             308476.443500       1995-02-18          0                   
7926624             308469.130800       1995-03-02          0                   
6435521             307883.298600       1995-02-21          0                   
7051841             307747.929200       1995-03-14          0                   
2271684             307694.607100       1994-12-31          0                   
10143717            307575.633000       1995-02-27          0                   
2533959             307472.730100       1995-03-07          0                   
8708324             307071.269700       1995-01-30          0                   
11137989            306914.473100       1995-03-06          0                   
1252069             306826.552700       1995-03-09          0                   
5782213             306797.981400       1995-02-24          0                   
2440324             306552.558800       1995-03-02          0                   
6459687             306377.893700       1995-03-11          0                   
5118753             306210.986400       1995-03-04          0                   
5727009             306110.463000       1995-01-27          0                   
11379879            306024.071200       1995-03-13          0                   
9349762             305188.737900       1995-01-28          0                   
10698244            304994.370500       1995-03-12          0                   
10500449            304844.975600       1995-02-02          0                   
4046500             304551.393200       1995-02-23          0                   
1411522             303905.927600       1995-03-03          0                   
6212162             303896.883900       1995-02-11          0                   
1162759             303763.671600       1995-02-20          0                   
1310209             303496.528500       1995-02-23          0                   
5327425             303436.468500       1995-02-01          0                   
1408578             303281.512600       1995-02-07          0                   
6183970             303020.203700       1995-02-02          0                   
460486              302907.755300       1995-02-28          0                   
2810242             302658.583600       1995-03-10          0                   
10234337            302465.833200       1995-01-17          0                   
3163780             302236.292200       1995-03-01          0                   
1463296             302066.676400       1995-02-28          0                   
7182240             301671.980000       1995-03-08          0                   
9468419             301541.771200       1995-02-11          0                   
2708070             301456.613200       1995-02-20          0                   
2572866             301200.432000       1995-02-18          0                   
2622561             301168.205400       1995-02-07          0                   
4115877             300894.367600       1995-02-13          0                   
3216869             300449.691600       1995-01-26          0                   
5508160             300005.905500       1995-03-12          0                   
7605959             299970.231200       1995-03-02          0                   
7715367             299962.964000       1995-03-09          0                   
9902469             299877.349800       1995-03-06          0                   
5428736             299869.796400       1995-03-08          0                   
5612258             299653.805800       1995-02-26          0                   
416167              299053.572000       1995-02-22          0                   
1919970             298992.827000       1995-03-01          0                   
5652897             298777.968200       1995-01-23          0                   
212102              298536.341500       1995-02-12          0                   
9375750             298403.350400       1995-03-14          0                   
2622596             298211.113800       1995-03-13          0                   
10845857            297869.912200       1995-03-13          0                   
6395683             297697.610400       1995-03-10          0                   
1753542             297663.996100       1995-01-17          0                   
2197607             297343.061500       1995-03-10          0                   
10695591            297232.611300       1995-03-11          0                   
6964358             296968.942000       1995-02-18          0                   
1207493             296918.368000       1995-03-03          0                   
10315717            296702.099600       1995-03-10          0                   
11064422            296699.466800       1995-02-25          0                   
3292263             296614.645000       1995-02-25          0                   
2518560             296433.573600       1995-03-04          0                   
11672035            295812.706600       1995-02-03          0                   
9969093             295638.940500       1995-03-06          0                   
9044897             295335.519900       1995-02-10          0                   
78916               295131.203100       1995-01-24          0                   
3243360             294997.217900       1995-03-04          0                   
2910784             294811.738600       1995-02-23          0                   
9516804             293524.568800       1995-01-24          0                   
3841217             293186.649400       1995-03-05          0                   
46115               293082.186500       1995-03-03          0                   
11860323            293051.854800       1995-03-09          0                   
4620064             292701.571100       1995-02-26          0                   
7938981             292633.775700       1995-02-12          0                   
2472256             292391.342300       1995-02-09          0                   
11722118            292189.593400       1995-02-03          0                   
3827553             292167.647000       1995-01-19          0                   
833121              292059.442200       1995-02-28          0                   
3103782             291858.642100       1995-02-27          0                   
130787              291857.525600       1995-02-03          0                   
7661281             291587.145900       1995-02-22          0                   
6779105             291578.020700       1995-03-05          0                   
2501350             291450.945100       1995-03-03          0                   
4961984             291257.622800       1995-03-08          0                   
679169              291085.252000       1995-02-25          0                   
9157220             291040.683700       1995-02-15          0                   
8425057             290889.260300       1995-01-02          0                   
7660580             290683.597600       1995-03-07          0                   
1753632             290681.895400       1995-03-04          0                   
9818758             290615.291700       1995-02-27          0                   
786500              290611.137500       1995-01-31          0                   
7719329             290575.077900       1995-03-10          0                   
5480256             290536.491000       1995-03-04          0                   
3039490             290338.142000       1995-02-10          0                   
10910692            290203.727600       1995-02-06          0                   
2897446             289927.894200       1995-03-04          0                   
10452006            289921.031500       1995-03-07          0                   
3238403             289525.493200       1995-03-12          0                   
265796              289475.241000       1995-02-24          0                   
7153383             289430.448300       1995-03-08          0                   
4414337             289215.835400       1995-02-11          0                   
721988              289166.800600       1995-02-16          0                   
11308933            289166.619700       1995-02-13          0                   
7501569             289154.202700       1995-02-21          0                   
6861504             289055.887200       1995-03-11          0                   
4949254             289031.816100       1995-03-07          0                   
2299808             288799.203900       1995-03-14          0                   
5699329             288721.475300       1995-03-14          0                   
754912              288709.825500       1995-02-14          0                   
8716001             288624.311600       1995-02-06          0                   
4187264             288455.256200       1995-01-27          0                   
7060359             288249.903400       1995-02-19          0                   
9803842             288165.978800       1995-02-28          0                   
6310500             287993.256200       1995-03-14          0                   
1765826             287970.407000       1995-03-12          0                   
11988164            287893.984400       1995-03-03          0                   
10876227            287893.604400       1995-02-22          0                   
10755169            287848.155500       1995-03-10          0                   
9813282             287752.301700       1995-02-17          0                   
10681314            287640.936900       1995-02-10          0                   
10225441            287639.334000       1995-03-13          0                   
11433059            287566.600400       1995-03-11          0                   
2086594             287354.135500       1995-02-02          0                   
11877383            287346.749500       1995-02-13          0                   
2578820             287302.225500       1995-02-26          0                   
1762885             287150.872600       1995-03-06          0                   
4955012             287029.962800       1995-03-04          0                   
8961376             287027.233100       1995-03-08          0                   
10720486            286998.679100       1995-03-11          0                   
6973378             286980.992800       1995-01-10          0                   
10228422            286817.303800       1995-02-23          0                   
1214370             286752.804600       1995-01-28          0                   
7284448             286680.629800       1995-03-08          0                   
2810691             286649.456200       1995-03-14          0                   
1798436             286438.936400       1995-02-10          0                   
2231655             286366.100300       1995-02-24          0                   
2767013             286365.696000       1995-03-01          0                   
8595269             286358.933500       1995-03-02          0                   
7596385             286294.577500       1995-02-24          0                   
2567329             286281.889000       1995-03-14          0                   
1401248             286157.614600       1995-02-27          0                   
9431265             286063.735200       1995-02-07          0                   
2844006             285933.505200       1995-03-05          0                   
8421060             285898.673700       1995-03-06          0                   
1160455             285864.276000       1995-03-04          0                   
5777858             285318.173400       1995-02-13          0                   
2142787             285155.891200       1995-02-26          0                   
11329057            285088.208900       1995-02-28          0                   
3280226             284665.299900       1995-02-22          0                   
3046245             284207.657400       1995-02-20          0                   
2738182             284081.759400       1995-03-02          0                   
4438311             284012.282100       1995-01-27          0                   
9921511             283956.028200       1995-03-14          0                   
6242689             283918.060900       1995-03-09          0                   
857825              283773.345500       1995-02-21          0                   
9905986             283763.631700       1995-02-17          0                   
10184231            283652.435200       1995-03-10          0                   
118151              283480.378600       1995-02-23          0                   
8945220             283418.628100       1995-03-08          0                   
1134662             283307.489100       1995-01-15          0                   
10311297            283286.620500       1995-02-03          0                   
4632644             283270.194400       1995-02-17          0                   
4689153             283202.237700       1995-03-06          0                   
7763655             283163.126000       1995-02-10          0                   
7871173             282937.000000       1995-03-03          0                   
7315045             282887.347600       1995-03-11          0                   
1149412             282862.865300       1995-02-24          0                   
7909536             282638.275000       1995-03-13          0                   
2301031             282629.380500       1995-03-08          0                   
3900420             282487.302500       1995-03-02          0                   
6231106             282379.610600       1995-02-26          0                   
8474374             282365.073100       1995-03-14          0                   
6525317             282249.584400       1995-03-06          0                   
11168674            282168.050900       1995-02-09          0                   
7391334             282159.082600       1995-01-19          0                   
11671879            282105.103800       1995-02-21          0                   
11886788            282045.334600       1995-02-26          0                   
1678880             281849.605100       1995-02-19          0                   
8334023             281704.128800       1995-02-06          0                   
11150209            281655.378100       1995-01-31          0                   
6333984             281554.433900       1995-02-23          0                   
11469538            281526.284800       1995-03-09          0                   
1578279             281408.499900       1995-03-10          0                   
11786501            281335.525400       1995-03-10          0                   
7233382             281220.604600       1995-02-12          0                   
8238628             281213.289700       1995-02-24          0                   
5185508             281071.595700       1995-03-14          0                   
11753056            280979.446200       1995-03-12          0                   
8282403             280634.854800       1995-03-07          0                   
5381478             280582.200500       1995-03-14          0                   
5281632             280573.951300       1995-03-09          0                   
1887845             280506.191900       1995-02-28          0                   
11512322            280499.130900       1995-02-27          0                   
6388615             280492.060800       1995-03-10          0                   
548257              280476.855500       1995-03-02          0                   
2806278             280258.706400       1995-02-26          0                   
4858084             280227.136500       1995-02-28          0                   
5981126             280132.673500       1995-02-13          0                   
11663046            280097.765500       1995-03-08          0                   
7587075             280071.863200       1995-02-26          0                   
1740419             280049.437200       1995-03-02          0                   
4175075             279925.153800       1995-02-09          0                   
450466              279867.776800       1995-03-08          0                   
6413666             279850.557000       1995-03-11          0                   
8902789             279820.943900       1995-03-13          0                   
3391494             279799.072800       1994-12-30          0                   
11426177            279616.078000       1995-03-11          0                   
2868935             279454.844800       1995-01-30          0                   
8656455             279373.490400       1995-02-28          0                   
2481798             279238.039600       1995-02-11          0                   
800578              279220.233000       1995-02-27          0                   
10922502            279112.570800       1995-03-07          0                   
7618759             279091.279200       1995-03-08          0                   
9901349             279063.848300       1995-02-23          0                   
9875168             279058.771200       1995-03-01          0                   
32965               279037.989800       1995-02-25          0                   
2689154             279012.907400       1995-03-11          0                   
9368613             278958.491400       1995-02-25          0                   
1098183             278853.919800       1995-02-22          0                   
8230182             278846.872600       1995-02-23          0                   
8970629             278831.607800       1995-02-25          0                   
574434              278400.957800       1995-01-19          0                   
1602758             278092.651200       1995-02-10          0                   
3474370             278046.911800       1995-02-22          0                   
7853377             278041.232000       1995-02-24          0                   
5781504             278011.235700       1995-03-13          0                   
2151205             277932.568900       1995-03-05          0                   
9109857             277670.061300       1995-02-26          0                   
7561476             277669.043800       1995-03-04          0                   
2585221             277551.189000       1994-12-18          0                   
3579492             277533.379600       1995-02-19          0                   
9695043             277500.296200       1995-03-05          0                   
6976676             277297.589300       1995-03-14          0                   
6135494             277253.172600       1994-12-29          0                   
2184677             277215.792400       1995-03-06          0                   
8847653             277197.619900       1995-02-26          0                   
8652481             277193.368500       1995-03-04          0                   
9025383             276869.771900       1995-02-28          0                   
4023969             276728.379900       1995-03-13          0                   
477344              276658.025000       1995-01-18          0                   
10717860            276638.846500       1995-03-03          0                   
1745447             276535.821900       1995-03-03          0                   
181668              276475.634100       1995-02-09          0                   
2817922             276404.650600       1995-03-13          0                   
6357633             276352.259300       1995-02-08          0                   
2086851             276325.506600       1995-02-01          0                   
3199746             276242.492600       1995-02-21          0                   
8872581             276158.872600       1995-02-03          0                   
7840064             276154.254300       1995-02-18          0                   
8816359             276003.114500       1995-02-17          0                   
331139              275918.945000       1995-03-12          0                   
1589030             275872.501600       1995-02-26          0                   
10229859            275667.300800       1995-02-10          0                   
387717              275648.175000       1995-02-14          0                   
5279172             275464.552300       1995-03-06          0                   
11051175            275352.151300       1995-02-22          0                   
9974016             275239.974400       1995-01-16          0                   
9699236             275236.832600       1995-01-25          0                   
3318560             275232.911900       1995-02-02          0                   
3170151             275224.711000       1995-02-25          0                   
154465              275219.765900       1995-03-04          0                   
5104736             275201.426100       1995-03-03          0                   
3294660             275151.067300       1995-02-27          0                   
2781062             275114.565200       1995-02-10          0                   
11954339            274958.577600       1995-03-01          0                   
6467937             274875.243200       1995-02-20          0                   
1073859             274762.607500       1995-03-09          0                   
1281187             274598.026700       1995-02-26          0                   
10045315            274459.888100       1995-03-06          0                   
3169762             274451.127900       1995-03-06          0                   
3456960             274312.342600       1995-03-14          0                   
625062              274201.592300       1995-03-03          0                   
4491712             274101.649200       1995-02-01          0                   
8471936             273967.682000       1995-03-06          0                   
7578276             273752.275400       1995-02-03          0                   
6203841             273746.892400       1995-03-08          0                   
5594181             273654.247500       1995-02-16          0                   
803364              273558.867900       1995-02-15          0                   
1862305             273525.891400       1995-02-22          0                   
496325              273459.332500       1995-02-17          0                   
1007779             273451.097300       1995-01-29          0                   
10014243            273427.423900       1995-01-22          0                   
7684674             273413.385600       1995-02-27          0                   
9822182             273372.649100       1995-02-16          0                   
503872              273358.753900       1995-03-08          0                   
7876293             273345.955800       1995-03-11          0                   
3621890             273108.533000       1995-03-06          0                   
9755877             273057.299800       1995-03-11          0                   
7982432             273043.811200       1995-03-08          0                   
5265505             273017.599000       1995-03-08          0                   
866499              272967.134000       1995-02-17          0                   
9947461             272878.250300       1995-02-10          0                   
7522951             272585.149200       1995-02-16          0                   
1253376             272517.415700       1995-03-12          0                   
654400              272467.805600       1995-02-28          0                   
4957286             272447.254100       1995-03-10          0                   
1839877             272279.810100       1995-01-28          0                   
597922              272214.829600       1995-01-21          0                   
6086949             272200.511500       1995-01-12          0                   
9348096             272169.131100       1995-02-12          0                   
3162948             272152.877400       1995-03-09          0                   
7404835             272128.516500       1995-03-08          0                   
8354215             271957.897200       1995-02-24          0                   
8765701             271922.087200       1995-03-02          0                   
9060353             271900.284200       1995-02-20          0                   
3581187             271895.385800       1995-03-14          0                   
3542977             271826.553900       1995-02-17          0                   
5423172             271739.171600       1995-03-09          0                   
914176              271640.307900       1994-12-11          0                   
1361859             271612.183800       1995-02-05          0                   
3152454             271591.999000       1995-03-09          0                   
8444290             271496.540800       1995-03-09          0                   
7307649             271481.950100       1995-01-26          0                   
8488385             271138.831600       1995-02-24          0                   
9835238             271132.701400       1995-03-09          0                   
11688293            271010.222900       1995-02-28          0                   
7934787             270913.555000       1995-03-03          0                   
3731557             270834.158100       1995-02-28          0                   
11395142            270557.892000       1995-03-11          0                   
3950464             270402.417600       1995-03-13          0                   
11189507            270362.489300       1995-03-06          0                   
8977223             270338.168900       1995-02-18          0                   
2026912             270282.768400       1995-01-03          0                   
1727747             270270.011000       1995-02-28          0                   
2919904             270187.130600       1995-03-14          0                   
3690496             270146.783400       1995-01-28          0                   
3202176             270073.507200       1995-03-13          0                   
5738343             269888.996600       1995-01-19          0                   
11486694            269871.350900       1995-02-26          0                   
9759458             269802.628100       1995-02-12          0                   
10119266            269782.841800       1995-02-14          0                   
4101411             269768.447800       1995-02-28          0                   
5807905             269716.393400       1995-01-20          0                   
4762054             269665.600600       1995-02-12          0                   
11308930            269577.266800       1995-03-13          0                   
6497317             269566.539800       1995-03-10          0                   
11266694            269473.449000       1995-03-07          0                   
7835591             269418.734800       1995-02-15          0                   
5445504             269406.248600       1995-03-14          0                   
11158340            269302.130600       1995-03-12          0                   
1147047             269148.686400       1995-03-11          0                   
4204966             269120.650300       1995-03-06          0                   
9492100             269031.173300       1995-03-05          0                   
8344834             268991.081600       1995-02-25          0                   
9219943             268968.776200       1995-01-09          0                   
10381957            268904.336700       1995-02-17          0                   
1414791             268857.620800       1995-03-09          0                   
2458759             268584.270300       1995-02-26          0                   
8476645             268577.128800       1995-03-11          0                   
8645860             268576.649700       1995-01-24          0                   
3491525             268534.712900       1995-03-04          0                   
2839653             268362.748600       1995-03-13          0                   
3167589             268346.845300       1995-03-11          0                   
5055239             268320.665500       1995-01-10          0                   
7768614             268221.826400       1995-03-04          0                   
4215332             268221.078200       1995-03-07          0                   
9065601             268134.837400       1995-02-20          0                   
7815302             268134.349800       1995-03-12          0                   
9783362             267809.402100       1995-03-06          0                   
7585670             267801.238000       1995-03-14          0                   
3684544             267764.985600       1995-03-13          0                   
6766533             267752.796300       1995-03-08          0                   
5803590             267667.782000       1995-02-15          0                   
4515846             267575.579700       1995-02-18          0                   
3819398             267487.435200       1995-02-22          0                   
10530054            267396.343600       1995-02-21          0                   
2471364             267383.829600       1995-02-12          0                   
1722050             267331.726500       1995-02-03          0                   
8913606             267313.192700       1995-02-28          0                   
2799269             267197.058600       1995-03-03          0                   
9566980             267051.841100       1995-03-10          0                   
10807333            267017.700800       1995-02-27          0                   
11046051            266975.132800       1995-03-08          0                   
6736995             266960.208500       1995-03-14          0                   
9807234             266901.261400       1995-01-12          0                   
810432              266809.401300       1995-02-22          0                   
2612611             266783.644400       1995-01-30          0                   
2668771             266726.625800       1995-02-07          0                   
4340131             266719.221700       1995-01-23          0                   
3442980             266663.283300       1995-03-12          0                   
6151911             266585.235200       1995-03-12          0                   
10378086            266327.949100       1995-03-11          0                   
1907333             266227.522700       1995-03-09          0                   
7081319             266111.237400       1995-03-10          0                   
4139620             266073.544400       1995-01-31          0                   
7045920             266049.067100       1995-03-03          0                   
