s_name              numwait             
Supplier#000001393  12                  
Supplier#000001601  12                  
Supplier#000002056  12                  
Supplier#000002269  12                  
Supplier#000002615  12                  
Supplier#000002684  12                  
Supplier#000002846  12                  
Supplier#000002917  12                  
Supplier#000003266  12                  
Supplier#000003992  12                  
Supplier#000004009  12                  
Supplier#000004112  12                  
Supplier#000005316  12                  
Supplier#000005436  12                  
Supplier#000005643  12                  
Supplier#000006259  12                  
Supplier#000006450  12                  
Supplier#000006569  12                  
Supplier#000006611  12                  
Supplier#000006705  12                  
Supplier#000006757  12                  
Supplier#000007054  12                  
Supplier#000007142  12                  
Supplier#000008147  12                  
Supplier#000008301  12                  
Supplier#000008354  12                  
Supplier#000008376  12                  
Supplier#000008529  12                  
Supplier#000009758  12                  
Supplier#000009896  12                  
Supplier#000010207  12                  
Supplier#000010380  12                  
Supplier#000010386  12                  
Supplier#000010424  12                  
Supplier#000010675  12                  
Supplier#000010741  12                  
Supplier#000010779  12                  
Supplier#000011165  12                  
Supplier#000011216  12                  
Supplier#000011320  12                  
Supplier#000011602  12                  
Supplier#000011646  12                  
Supplier#000011666  12                  
Supplier#000012485  12                  
Supplier#000012575  12                  
Supplier#000012899  12                  
Supplier#000012914  12                  
Supplier#000012946  12                  
Supplier#000013071  12                  
Supplier#000013156  12                  
Supplier#000013396  12                  
Supplier#000013463  12                  
Supplier#000013840  12                  
Supplier#000013983  12                  
Supplier#000014066  12                  
Supplier#000014466  12                  
Supplier#000014494  12                  
Supplier#000014528  12                  
Supplier#000014768  12                  
Supplier#000014806  12                  
Supplier#000014877  12                  
Supplier#000015025  12                  
Supplier#000015505  12                  
Supplier#000016025  12                  
Supplier#000016268  12                  
Supplier#000016438  12                  
Supplier#000016968  12                  
Supplier#000017659  12                  
Supplier#000017660  12                  
Supplier#000017735  12                  
Supplier#000018055  12                  
Supplier#000018175  12                  
Supplier#000018251  12                  
Supplier#000018281  12                  
Supplier#000018355  12                  
Supplier#000018764  12                  
Supplier#000018866  12                  
Supplier#000019034  12                  
Supplier#000000500  11                  
Supplier#000001347  11                  
Supplier#000001353  11                  
Supplier#000001498  11                  
Supplier#000001907  11                  
Supplier#000001944  11                  
Supplier#000001960  11                  
Supplier#000002025  11                  
Supplier#000003101  11                  
Supplier#000003248  11                  
Supplier#000003335  11                  
Supplier#000003583  11                  
Supplier#000003646  11                  
Supplier#000004109  11                  
Supplier#000004199  11                  
Supplier#000005178  11                  
Supplier#000005649  11                  
Supplier#000005685  11                  
Supplier#000005842  11                  
Supplier#000006378  11                  
Supplier#000006767  11                  
Supplier#000006892  11                  
Supplier#000006925  11                  
Supplier#000007131  11                  
Supplier#000007382  11                  
Supplier#000007532  11                  
Supplier#000007602  11                  
Supplier#000007656  11                  
Supplier#000008055  11                  
Supplier#000008094  11                  
Supplier#000008134  11                  
Supplier#000008627  11                  
Supplier#000009337  11                  
Supplier#000010332  11                  
Supplier#000010381  11                  
Supplier#000010934  11                  
Supplier#000011385  11                  
Supplier#000011487  11                  
Supplier#000011575  11                  
Supplier#000011636  11                  
Supplier#000011655  11                  
Supplier#000011671  11                  
Supplier#000011847  11                  
Supplier#000012555  11                  
Supplier#000013199  11                  
Supplier#000013421  11                  
Supplier#000013747  11                  
Supplier#000014256  11                  
Supplier#000014295  11                  
Supplier#000014459  11                  
Supplier#000014676  11                  
Supplier#000014966  11                  
Supplier#000015393  11                  
Supplier#000015468  11                  
Supplier#000016046  11                  
Supplier#000016109  11                  
Supplier#000016216  11                  
Supplier#000016880  11                  
Supplier#000017115  11                  
Supplier#000017459  11                  
Supplier#000017488  11                  
Supplier#000017935  11                  
Supplier#000018037  11                  
Supplier#000018826  11                  
Supplier#000019113  11                  
Supplier#000019337  11                  
Supplier#000019475  11                  
Supplier#000019727  11                  
Supplier#000019778  11                  
Supplier#000000436  10                  
Supplier#000000472  10                  
Supplier#000000496  10                  
Supplier#000000659  10                  
Supplier#000000708  10                  
Supplier#000000918  10                  
Supplier#000001053  10                  
Supplier#000001062  10                  
Supplier#000001083  10                  
Supplier#000001161  10                  
Supplier#000001274  10                  
Supplier#000001534  10                  
Supplier#000001572  10                  
Supplier#000001595  10                  
Supplier#000001789  10                  
Supplier#000002225  10                  
Supplier#000002483  10                  
Supplier#000002814  10                  
Supplier#000003048  10                  
Supplier#000003212  10                  
Supplier#000003262  10                  
Supplier#000003519  10                  
Supplier#000003645  10                  
Supplier#000004321  10                  
Supplier#000004489  10                  
Supplier#000004501  10                  
Supplier#000004831  10                  
Supplier#000005004  10                  
Supplier#000005042  10                  
Supplier#000005390  10                  
Supplier#000005583  10                  
Supplier#000005906  10                  
Supplier#000005998  10                  
Supplier#000006087  10                  
Supplier#000006453  10                  
Supplier#000006497  10                  
Supplier#000006598  10                  
Supplier#000006617  10                  
Supplier#000006684  10                  
Supplier#000006939  10                  
Supplier#000007228  10                  
Supplier#000007261  10                  
Supplier#000007312  10                  
Supplier#000007387  10                  
Supplier#000007511  10                  
Supplier#000007626  10                  
Supplier#000007662  10                  
Supplier#000008105  10                  
Supplier#000008527  10                  
Supplier#000008695  10                  
Supplier#000008811  10                  
Supplier#000008908  10                  
Supplier#000008951  10                  
Supplier#000009137  10                  
Supplier#000009435  10                  
Supplier#000009564  10                  
Supplier#000009804  10                  
Supplier#000009891  10                  
Supplier#000009898  10                  
Supplier#000010427  10                  
Supplier#000010543  10                  
Supplier#000010755  10                  
Supplier#000010793  10                  
Supplier#000011179  10                  
Supplier#000011411  10                  
Supplier#000011874  10                  
Supplier#000011916  10                  
Supplier#000011999  10                  
Supplier#000012353  10                  
Supplier#000012553  10                  
Supplier#000012608  10                  
Supplier#000012706  10                  
Supplier#000012868  10                  
Supplier#000013378  10                  
Supplier#000013472  10                  
Supplier#000013511  10                  
Supplier#000014037  10                  
Supplier#000014208  10                  
Supplier#000014364  10                  
Supplier#000014652  10                  
Supplier#000014855  10                  
Supplier#000015474  10                  
Supplier#000015826  10                  
Supplier#000015843  10                  
Supplier#000016166  10                  
Supplier#000016325  10                  
Supplier#000016474  10                  
Supplier#000016694  10                  
Supplier#000016809  10                  
Supplier#000016899  10                  
Supplier#000017211  10                  
Supplier#000017225  10                  
Supplier#000017428  10                  
Supplier#000017602  10                  
Supplier#000017778  10                  
Supplier#000017920  10                  
Supplier#000018000  10                  
Supplier#000018093  10                  
Supplier#000018745  10                  
Supplier#000019212  10                  
Supplier#000019502  10                  
Supplier#000019736  10                  
Supplier#000000114  9                   
Supplier#000000262  9                   
Supplier#000000673  9                   
Supplier#000000718  9                   
Supplier#000000929  9                   
Supplier#000000977  9                   
Supplier#000001336  9                   
Supplier#000001435  9                   
Supplier#000001452  9                   
Supplier#000001724  9                   
Supplier#000002095  9                   
Supplier#000002160  9                   
Supplier#000002344  9                   
Supplier#000002596  9                   
Supplier#000002891  9                   
Supplier#000003014  9                   
Supplier#000003283  9                   
Supplier#000003372  9                   
Supplier#000003374  9                   
Supplier#000003521  9                   
Supplier#000003727  9                   
Supplier#000003735  9                   
Supplier#000004163  9                   
Supplier#000004303  9                   
Supplier#000004539  9                   
Supplier#000004786  9                   
Supplier#000004840  9                   
Supplier#000004873  9                   
Supplier#000004994  9                   
Supplier#000005376  9                   
Supplier#000005697  9                   
Supplier#000005720  9                   
Supplier#000005799  9                   
Supplier#000005808  9                   
Supplier#000005896  9                   
Supplier#000005997  9                   
Supplier#000006013  9                   
Supplier#000006027  9                   
Supplier#000006241  9                   
Supplier#000006384  9                   
Supplier#000006394  9                   
Supplier#000006505  9                   
Supplier#000006537  9                   
Supplier#000006682  9                   
Supplier#000006756  9                   
Supplier#000006795  9                   
Supplier#000006824  9                   
Supplier#000006999  9                   
Supplier#000007127  9                   
Supplier#000007370  9                   
Supplier#000007517  9                   
Supplier#000007601  9                   
Supplier#000007847  9                   
Supplier#000007915  9                   
Supplier#000008030  9                   
Supplier#000008333  9                   
Supplier#000008394  9                   
Supplier#000008490  9                   
Supplier#000008669  9                   
Supplier#000008739  9                   
Supplier#000008876  9                   
Supplier#000009200  9                   
Supplier#000009217  9                   
Supplier#000009268  9                   
Supplier#000009721  9                   
Supplier#000010152  9                   
Supplier#000010241  9                   
Supplier#000010252  9                   
Supplier#000010630  9                   
Supplier#000010689  9                   
Supplier#000011036  9                   
Supplier#000011197  9                   
Supplier#000011407  9                   
Supplier#000011686  9                   
Supplier#000011717  9                   
Supplier#000011774  9                   
Supplier#000012169  9                   
Supplier#000012471  9                   
Supplier#000013454  9                   
Supplier#000013519  9                   
Supplier#000013737  9                   
Supplier#000013900  9                   
Supplier#000013979  9                   
Supplier#000014262  9                   
Supplier#000014455  9                   
Supplier#000014577  9                   
Supplier#000014765  9                   
Supplier#000014953  9                   
Supplier#000015052  9                   
Supplier#000015148  9                   
Supplier#000015152  9                   
Supplier#000015186  9                   
Supplier#000015425  9                   
Supplier#000015573  9                   
Supplier#000015663  9                   
Supplier#000015693  9                   
Supplier#000015887  9                   
Supplier#000016016  9                   
Supplier#000016250  9                   
Supplier#000016745  9                   
Supplier#000016814  9                   
Supplier#000017192  9                   
Supplier#000017584  9                   
Supplier#000017603  9                   
Supplier#000017753  9                   
Supplier#000017848  9                   
Supplier#000018067  9                   
Supplier#000018337  9                   
Supplier#000018630  9                   
Supplier#000018862  9                   
Supplier#000018980  9                   
Supplier#000019020  9                   
Supplier#000019026  9                   
Supplier#000019124  9                   
Supplier#000019137  9                   
Supplier#000019525  9                   
Supplier#000019862  9                   
Supplier#000000144  8                   
Supplier#000000167  8                   
Supplier#000000602  8                   
Supplier#000000669  8                   
Supplier#000000811  8                   
Supplier#000000920  8                   
Supplier#000001019  8                   
Supplier#000001120  8                   
Supplier#000001511  8                   
Supplier#000001615  8                   
Supplier#000002796  8                   
Supplier#000002949  8                   
Supplier#000002978  8                   
Supplier#000002993  8                   
Supplier#000003075  8                   
Supplier#000003168  8                   
Supplier#000003205  8                   
Supplier#000003806  8                   
Supplier#000004285  8                   
Supplier#000004793  8                   
Supplier#000005236  8                   
Supplier#000005383  8                   
Supplier#000006253  8                   
Supplier#000006283  8                   
Supplier#000006693  8                   
Supplier#000006996  8                   
Supplier#000007061  8                   
Supplier#000007296  8                   
Supplier#000007441  8                   
Supplier#000007668  8                   
Supplier#000007880  8                   
Supplier#000007950  8                   
Supplier#000008136  8                   
Supplier#000008396  8                   
Supplier#000008913  8                   
Supplier#000009436  8                   
Supplier#000009561  8                   
Supplier#000009643  8                   
Supplier#000009647  8                   
Supplier#000009855  8                   
Supplier#000009861  8                   
Supplier#000010139  8                   
Supplier#000010237  8                   
Supplier#000010262  8                   
Supplier#000010880  8                   
Supplier#000011516  8                   
Supplier#000011658  8                   
Supplier#000012204  8                   
Supplier#000012350  8                   
Supplier#000012442  8                   
Supplier#000012919  8                   
Supplier#000013281  8                   
Supplier#000013563  8                   
Supplier#000013700  8                   
Supplier#000014131  8                   
Supplier#000014137  8                   
Supplier#000014308  8                   
Supplier#000014431  8                   
Supplier#000014454  8                   
Supplier#000014645  8                   
Supplier#000014961  8                   
Supplier#000015106  8                   
Supplier#000015465  8                   
Supplier#000016020  8                   
Supplier#000016199  8                   
Supplier#000016344  8                   
Supplier#000016466  8                   
Supplier#000016617  8                   
Supplier#000016763  8                   
Supplier#000016977  8                   
Supplier#000017019  8                   
Supplier#000017236  8                   
Supplier#000017405  8                   
Supplier#000017554  8                   
Supplier#000017610  8                   
Supplier#000017682  8                   
Supplier#000018016  8                   
Supplier#000018084  8                   
Supplier#000018400  8                   
Supplier#000019030  8                   
Supplier#000019150  8                   
Supplier#000019187  8                   
Supplier#000019399  8                   
Supplier#000019405  8                   
Supplier#000019489  8                   
Supplier#000019503  8                   
Supplier#000019630  8                   
Supplier#000000415  7                   
Supplier#000000670  7                   
Supplier#000000821  7                   
Supplier#000000846  7                   
Supplier#000001047  7                   
Supplier#000001122  7                   
Supplier#000001925  7                   
Supplier#000002005  7                   
Supplier#000002312  7                   
Supplier#000002707  7                   
Supplier#000002829  7                   
Supplier#000002990  7                   
Supplier#000003220  7                   
Supplier#000003234  7                   
Supplier#000003517  7                   
Supplier#000004888  7                   
Supplier#000005061  7                   
Supplier#000005319  7                   
Supplier#000005347  7                   
Supplier#000005568  7                   
Supplier#000005578  7                   
Supplier#000005627  7                   
Supplier#000005721  7                   
Supplier#000005774  7                   
Supplier#000006128  7                   
Supplier#000006379  7                   
Supplier#000006596  7                   
Supplier#000006737  7                   
Supplier#000006967  7                   
Supplier#000007021  7                   
Supplier#000007371  7                   
Supplier#000007523  7                   
Supplier#000007686  7                   
Supplier#000009141  7                   
Supplier#000009630  7                   
Supplier#000009835  7                   
Supplier#000010530  7                   
Supplier#000010541  7                   
Supplier#000010704  7                   
Supplier#000010762  7                   
Supplier#000010787  7                   
Supplier#000010914  7                   
Supplier#000011271  7                   
Supplier#000011752  7                   
Supplier#000012299  7                   
Supplier#000012316  7                   
Supplier#000012346  7                   
Supplier#000012394  7                   
Supplier#000012740  7                   
Supplier#000013029  7                   
Supplier#000013059  7                   
Supplier#000013407  7                   
Supplier#000013600  7                   
Supplier#000013676  7                   
Supplier#000013822  7                   
Supplier#000014057  7                   
Supplier#000014277  7                   
Supplier#000014442  7                   
Supplier#000015081  7                   
Supplier#000015730  7                   
Supplier#000015991  7                   
Supplier#000016657  7                   
Supplier#000017015  7                   
Supplier#000017185  7                   
Supplier#000017556  7                   
Supplier#000017877  7                   
Supplier#000018472  7                   
Supplier#000018522  7                   
Supplier#000018741  7                   
Supplier#000019441  7                   
Supplier#000019763  7                   
Supplier#000019785  7                   
Supplier#000019924  7                   
Supplier#000000379  6                   
Supplier#000000825  6                   
Supplier#000001007  6                   
Supplier#000001665  6                   
Supplier#000001896  6                   
Supplier#000002301  6                   
Supplier#000002915  6                   
Supplier#000003834  6                   
Supplier#000004274  6                   
Supplier#000005244  6                   
Supplier#000005277  6                   
Supplier#000005613  6                   
Supplier#000005920  6                   
Supplier#000006561  6                   
Supplier#000006629  6                   
Supplier#000006667  6                   
Supplier#000007494  6                   
Supplier#000007497  6                   
Supplier#000008210  6                   
Supplier#000008234  6                   
Supplier#000008718  6                   
Supplier#000008900  6                   
Supplier#000009053  6                   
Supplier#000009815  6                   
Supplier#000011235  6                   
Supplier#000012430  6                   
Supplier#000013321  6                   
Supplier#000014024  6                   
Supplier#000014267  6                   
Supplier#000014700  6                   
Supplier#000014785  6                   
Supplier#000015482  6                   
Supplier#000015556  6                   
Supplier#000016381  6                   
Supplier#000016477  6                   
Supplier#000016829  6                   
Supplier#000017076  6                   
Supplier#000017106  6                   
Supplier#000017569  6                   
Supplier#000017638  6                   
Supplier#000017803  6                   
Supplier#000018459  6                   
Supplier#000018760  6                   
Supplier#000018867  6                   
Supplier#000019197  6                   
Supplier#000019270  6                   
Supplier#000019631  6                   
Supplier#000019865  6                   
Supplier#000000503  5                   
Supplier#000001337  5                   
Supplier#000001809  5                   
Supplier#000001916  5                   
Supplier#000002370  5                   
Supplier#000002452  5                   
Supplier#000002490  5                   
Supplier#000002869  5                   
Supplier#000003063  5                   
Supplier#000003548  5                   
Supplier#000004829  5                   
Supplier#000005194  5                   
Supplier#000005848  5                   
Supplier#000006800  5                   
Supplier#000007491  5                   
Supplier#000007579  5                   
Supplier#000007909  5                   
Supplier#000008671  5                   
Supplier#000008754  5                   
Supplier#000009190  5                   
Supplier#000009727  5                   
Supplier#000009787  5                   
Supplier#000010162  5                   
Supplier#000010329  5                   
Supplier#000011094  5                   
Supplier#000011260  5                   
Supplier#000011354  5                   
Supplier#000012369  5                   
Supplier#000012874  5                   
Supplier#000013275  5                   
Supplier#000013480  5                   
Supplier#000013651  5                   
Supplier#000015387  5                   
Supplier#000015731  5                   
Supplier#000016010  5                   
Supplier#000016270  5                   
Supplier#000016535  5                   
Supplier#000017499  5                   
Supplier#000017994  5                   
Supplier#000018558  5                   
Supplier#000019031  5                   
Supplier#000019138  5                   
Supplier#000019364  5                   
Supplier#000019414  5                   
Supplier#000019662  5                   
Supplier#000002256  4                   
Supplier#000002323  4                   
Supplier#000003618  4                   
Supplier#000004925  4                   
Supplier#000005304  4                   
Supplier#000005435  4                   
Supplier#000007255  4                   
Supplier#000007381  4                   
Supplier#000007896  4                   
Supplier#000011631  4                   
Supplier#000015132  4                   
Supplier#000015201  4                   
Supplier#000015807  4                   
Supplier#000016074  4                   
Supplier#000018138  4                   
Supplier#000019516  4                   
Supplier#000019579  4                   
Supplier#000019689  4                   
Supplier#000003414  3                   
Supplier#000010116  3                   
Supplier#000010804  3                   
Supplier#000014932  3                   
