c_name              c_custkey           o_orderkey          o_orderdate         o_totalprice        sum                 
Customer#000036376  36376               3037414             1995-01-25          450431.570000       308.000000          
Customer#000293215  293215              3342468             1994-06-12          450203.060000       303.000000          
Customer#000277372  277372              6651397             1992-07-14          449447.340000       301.000000          
Customer#000253729  253729              4702759             1994-11-07          449354.440000       320.000000          
Customer#000156268  156268              9727175             1995-03-18          448303.820000       302.000000          
Customer#000137995  137995              11120293            1995-08-08          447741.160000       311.000000          
Customer#000192056  192056              8319046             1995-10-07          447733.560000       307.000000          
Customer#000163162  163162              4739650             1995-11-04          447726.560000       305.000000          
Customer#000282196  282196              565574              1995-09-24          446458.460000       301.000000          
Customer#000237038  237038              9782273             1994-12-05          444492.940000       302.000000          
Customer#000030544  30544               3883783             1993-07-28          444372.070000       302.000000          
Customer#000035332  35332               9128386             1992-12-07          444057.630000       301.000000          
Customer#000037675  37675               6581665             1993-12-04          443419.020000       303.000000          
Customer#000243403  243403              10442629            1993-01-13          441808.770000       302.000000          
Customer#000297769  297769              2942469             1992-05-31          441511.000000       313.000000          
Customer#000073498  73498               6292038             1997-11-12          441048.890000       305.000000          
Customer#000092869  92869               4745607             1997-07-03          437137.710000       309.000000          
Customer#000210820  210820              4478371             1996-03-05          437081.440000       302.000000          
Customer#000109204  109204              5832321             1997-02-09          434396.900000       307.000000          
Customer#000089872  89872               8433440             1997-04-18          432389.680000       305.000000          
Customer#000239977  239977              1544643             1997-09-20          432199.000000       320.000000          
Customer#000140336  140336              10740227            1992-12-20          431147.740000       308.000000          
Customer#000106055  106055              2662214             1993-08-13          430384.620000       302.000000          
Customer#000177122  177122              10858721            1998-06-03          430279.310000       306.000000          
Customer#000028972  28972               11599171            1998-03-22          429291.680000       316.000000          
Customer#000007360  7360                3861123             1998-07-03          426823.000000       301.000000          
Customer#000235837  235837              2869152             1996-06-20          425702.170000       317.000000          
Customer#000036226  36226               8590657             1996-08-29          423882.750000       303.000000          
Customer#000234151  234151              4290656             1997-02-05          423465.940000       301.000000          
Customer#000157342  157342              6203745             1997-07-22          422867.140000       302.000000          
Customer#000225971  225971              4439686             1996-09-17          416380.120000       305.000000          
Customer#000289060  289060              8073922             1992-02-26          415362.420000       301.000000          
Customer#000164881  164881              857959              1994-02-07          413948.430000       305.000000          
Customer#000139808  139808              1742403             1996-10-19          413075.530000       305.000000          
Customer#000171976  171976              7379172             1993-01-21          412309.120000       301.000000          
Customer#000211990  211990              2096705             1994-07-03          411514.400000       307.000000          
Customer#000229172  229172              551136              1993-05-19          410956.480000       308.000000          
Customer#000133066  133066              29158               1995-10-21          409730.860000       305.000000          
Customer#000218921  218921              7887841             1992-06-15          408394.390000       308.000000          
Customer#000068149  68149               9615783             1994-03-08          405921.010000       302.000000          
Customer#000013099  13099               7549735             1994-06-30          405204.690000       315.000000          
Customer#000240196  240196              1971680             1995-06-14          404885.440000       308.000000          
Customer#000026143  26143               1481925             1998-03-15          402707.910000       301.000000          
Customer#000226261  226261              967334              1995-12-15          402011.460000       301.000000          
Customer#000216362  216362              8075589             1996-08-23          400100.900000       316.000000          
Customer#000177406  177406              2995076             1994-01-30          398262.720000       302.000000          
Customer#000283646  283646              2806245             1996-12-29          393753.500000       310.000000          
Customer#000173321  173321              9827201             1995-02-08          369892.550000       304.000000          
