c_name              c_custkey           o_orderkey          o_orderdate         o_totalprice        sum                 
Customer#000437474  437474              18762278            1992-11-24          501067.000000       305.000000          
Customer#000336265  336265              30356293            1995-12-10          500558.690000       309.000000          
Customer#000868154  868154              20038309            1992-12-31          500313.770000       303.000000          
Customer#000011287  11287               12701702            1997-07-26          500274.440000       311.000000          
Customer#000662090  662090              14211942            1995-06-28          500171.050000       302.000000          
Customer#000853523  853523              17701571            1992-04-03          500095.820000       309.000000          
Customer#001039714  1039714             6517825             1993-06-19          499900.110000       304.000000          
Customer#000716806  716806              24923202            1993-10-04          499874.440000       316.000000          
Customer#000833977  833977              20693186            1992-03-08          499688.480000       309.000000          
Customer#000976879  976879              34748294            1997-11-22          499658.030000       307.000000          
Customer#000194062  194062              43438883            1992-11-27          499643.240000       314.000000          
Customer#000532316  532316              7810823             1998-01-05          498845.240000       324.000000          
Customer#000768809  768809              5984582             1992-03-16          498804.270000       312.000000          
Customer#000647044  647044              30864451            1998-05-22          498167.560000       301.000000          
Customer#001197608  1197608             46096647            1996-04-30          497070.890000       310.000000          
Customer#000266239  266239              6091649             1992-06-24          496768.440000       305.000000          
Customer#000745297  745297              9436480             1992-05-22          496286.390000       311.000000          
Customer#000884576  884576              12331750            1994-12-07          496281.790000       310.000000          
Customer#000837592  837592              31105221            1994-08-21          495476.700000       302.000000          
Customer#001128530  1128530             33414662            1996-05-07          495456.470000       310.000000          
Customer#000133670  133670              17366275            1998-01-14          495367.570000       316.000000          
Customer#000370789  370789              13563296            1997-08-02          494634.040000       301.000000          
Customer#000524057  524057              46777222            1993-06-27          494452.840000       314.000000          
Customer#000346790  346790              32305890            1992-08-04          493703.270000       304.000000          
Customer#000926627  926627              31587747            1998-06-02          493428.230000       308.000000          
Customer#000066517  66517               21057986            1992-08-23          492735.480000       307.000000          
Customer#000623714  623714              43328641            1997-12-22          492727.510000       305.000000          
Customer#001073347  1073347             26707522            1996-01-02          492519.780000       311.000000          
Customer#000145498  145498              3037414             1995-01-25          492362.500000       308.000000          
Customer#000443870  443870              33868740            1993-10-06          492252.230000       303.000000          
Customer#000578111  578111              18353314            1997-01-28          491387.530000       307.000000          
Customer#000564902  564902              22408480            1992-03-31          491338.470000       308.000000          
Customer#000110590  110590              43491654            1992-05-20          491275.570000       308.000000          
Customer#001107292  1107292             12906020            1994-03-16          491082.810000       304.000000          
Customer#001057492  1057492             7165026             1995-05-29          490871.350000       304.000000          
Customer#000130714  130714              19738853            1996-12-25          490760.640000       305.000000          
Customer#001001372  1001372             31601378            1992-03-19          490734.810000       306.000000          
Customer#001100243  1100243             19157927            1997-05-13          490695.020000       304.000000          
Customer#000540403  540403              32991271            1992-04-09          490184.410000       307.000000          
Customer#000301829  301829              4134341             1995-06-29          489954.720000       309.000000          
Customer#000131068  131068              502886              1994-04-12          489469.450000       312.000000          
Customer#000260159  260159              46147206            1995-08-30          488607.360000       307.000000          
Customer#000267187  267187              11028230            1996-08-10          488348.000000       302.000000          
Customer#000341863  341863              43207233            1994-04-08          488135.500000       303.000000          
Customer#001030249  1030249             42290181            1997-11-26          487560.810000       318.000000          
Customer#000768223  768223              8319046             1995-10-07          487500.580000       307.000000          
Customer#000028525  28525               2329187             1998-01-04          487335.250000       304.000000          
Customer#000455800  455800              33002339            1993-10-09          487244.860000       306.000000          
Customer#000231802  231802              19094241            1992-01-14          487084.200000       310.000000          
Customer#000115882  115882              11599171            1998-03-22          486955.760000       316.000000          
Customer#000049414  49414               46486080            1997-05-02          486943.120000       314.000000          
Customer#000557872  557872              23813318            1994-12-13          486878.040000       301.000000          
Customer#000246859  246859              30338976            1995-05-31          486869.000000       303.000000          
Customer#000329186  329186              8231942             1993-02-06          486588.360000       302.000000          
Customer#000631715  631715              45460769            1992-12-26          486466.370000       305.000000          
Customer#000044161  44161               10906593            1996-03-16          486028.660000       308.000000          
Customer#000618937  618937              30567815            1996-03-03          485884.670000       303.000000          
Customer#000149875  149875              32937731            1997-08-27          485619.690000       303.000000          
Customer#000912380  912380              29122912            1996-05-08          485482.790000       323.000000          
Customer#000663043  663043              10678725            1992-12-07          485299.490000       309.000000          
Customer#000598312  598312              28916832            1995-09-12          484543.250000       301.000000          
Customer#000293989  293989              6292038             1997-11-12          483777.830000       305.000000          
Customer#000282610  282610              22017989            1996-06-17          483577.570000       318.000000          
Customer#000088814  88814               22220514            1992-12-26          483024.560000       306.000000          
Customer#000771086  771086              16783360            1998-02-16          482820.830000       308.000000          
Customer#000319585  319585              43906817            1995-04-06          482743.920000       312.000000          
Customer#001166482  1166482             30768103            1993-04-12          482227.200000       306.000000          
Customer#000599348  599348              7611718             1992-05-01          481956.830000       301.000000          
Customer#001194470  1194470             38422560            1994-04-17          480907.950000       305.000000          
Customer#000515849  515849              2745894             1996-07-04          480699.900000       304.000000          
Customer#000064612  64612               22470437            1992-01-16          480686.200000       304.000000          
Customer#000161714  161714              14046658            1995-12-01          480483.340000       305.000000          
Customer#000163084  163084              20324257            1996-09-10          480130.260000       314.000000          
Customer#000364304  364304              4527553             1994-05-22          480074.820000       305.000000          
Customer#000192010  192010              13393635            1995-07-14          480040.040000       307.000000          
Customer#001012027  1012027             12845285            1993-05-25          480028.860000       304.000000          
Customer#000144814  144814              17668135            1997-02-25          479366.550000       303.000000          
Customer#000441281  441281              45889221            1998-04-27          479182.880000       303.000000          
Customer#001142248  1142248             22098118            1993-07-20          479154.210000       302.000000          
Customer#000396023  396023              43322471            1996-03-31          479067.750000       302.000000          
Customer#001052935  1052935             16139072            1993-02-28          478940.250000       304.000000          
Customer#000308020  308020              41068385            1994-09-13          478921.040000       313.000000          
Customer#000770468  770468              13683589            1995-06-08          478640.170000       313.000000          
Customer#000903884  903884              4439686             1996-09-17          478513.340000       305.000000          
Customer#000236204  236204              14389831            1996-11-04          478074.170000       301.000000          
Customer#001092011  1092011             11785570            1996-07-18          478022.750000       303.000000          
Customer#001024958  1024958             4722021             1994-04-07          477703.170000       323.000000          
Customer#000917996  917996              47071686            1997-04-29          477515.230000       309.000000          
Customer#000384628  384628              16424550            1994-03-11          477390.050000       301.000000          
Customer#000815875  815875              24979495            1992-04-26          476947.160000       308.000000          
Customer#000757276  757276              36910982            1996-02-12          476507.440000       301.000000          
Customer#000865615  865615              31018979            1995-12-06          476507.220000       304.000000          
Customer#000147697  147697              44800711            1994-03-19          476007.620000       310.000000          
Customer#001178077  1178077             32122243            1992-01-29          475913.700000       303.000000          
Customer#000942661  942661              34343042            1998-03-25          475644.790000       308.000000          
Customer#000051487  51487               7235014             1998-03-09          475404.730000       323.000000          
Customer#000813572  813572              30976483            1997-09-09          475233.790000       310.000000          
Customer#001165252  1165252             36420615            1998-07-16          475071.820000       306.000000          
Customer#000100790  100790              4259524             1998-02-12          475035.350000       304.000000          
Customer#001033478  1033478             31192034            1993-09-05          474968.560000       309.000000          
Customer#000457322  457322              21213895            1992-01-03          474749.230000       327.000000          
Customer#000325795  325795              19628135            1992-01-03          474589.370000       315.000000          
Customer#000800299  800299              18200676            1994-06-22          474392.760000       307.000000          
Customer#000444301  444301              22040514            1997-09-22          474096.410000       308.000000          
Customer#000284983  284983              34130272            1995-10-03          473671.560000       305.000000          
Customer#000747136  747136              5200102             1997-01-22          473500.360000       304.000000          
Customer#001010728  1010728             31855814            1998-04-10          472798.780000       309.000000          
Customer#000098008  98008               735366              1993-11-24          472723.540000       309.000000          
Customer#000019675  19675               38363558            1994-04-27          472601.460000       307.000000          
Customer#000840413  840413              23062983            1998-04-04          472549.310000       301.000000          
Customer#000386072  386072              20649506            1995-06-20          472140.540000       313.000000          
Customer#000682984  682984              15071267            1994-10-22          471821.370000       317.000000          
Customer#000618077  618077              1436544             1992-09-12          471661.180000       307.000000          
Customer#000785165  785165              20971013            1997-08-12          471523.420000       322.000000          
Customer#000411751  411751              15572326            1995-02-26          471294.670000       309.000000          
Customer#000542902  542902              16416640            1998-01-19          471235.600000       302.000000          
Customer#000948994  948994              38465697            1995-06-22          471107.330000       305.000000          
Customer#000950351  950351              34937604            1995-01-26          471052.450000       315.000000          
Customer#000514429  514429              24378656            1996-01-17          471031.900000       314.000000          
Customer#000483889  483889              45897379            1994-05-30          470800.170000       318.000000          
Customer#000197420  197420              39732833            1993-02-27          470518.310000       302.000000          
Customer#000909274  909274              47886951            1997-03-01          470436.230000       307.000000          
Customer#001031863  1031863             10184165            1992-06-15          470383.370000       311.000000          
Customer#000518783  518783              47773829            1998-01-20          470199.530000       312.000000          
Customer#001170007  1170007             13841255            1997-12-08          470064.630000       302.000000          
Customer#000847954  847954              2096705             1994-07-03          469648.490000       307.000000          
Customer#000713789  713789              38728164            1997-04-18          469410.400000       310.000000          
Customer#000348290  348290              44886083            1994-05-30          469394.250000       306.000000          
Customer#000263333  263333              24690087            1995-05-29          469070.780000       306.000000          
Customer#000014777  14777               22291718            1992-09-03          468705.450000       306.000000          
Customer#000485672  485672              34181762            1992-03-25          468597.030000       309.000000          
Customer#001156930  1156930             3043270             1997-02-12          468578.110000       317.000000          
Customer#001044386  1044386             20714883            1995-10-05          468092.890000       302.000000          
Customer#000122170  122170              3883783             1993-07-28          467957.870000       302.000000          
Customer#000782599  782599              21973952            1997-07-20          467888.750000       304.000000          
Customer#000304363  304363              34764101            1993-01-30          467299.540000       302.000000          
Customer#000798539  798539              40753383            1997-01-14          467252.550000       302.000000          
Customer#000331636  331636              33162084            1994-02-15          467104.200000       304.000000          
Customer#000346163  346163              42262528            1997-01-19          467078.410000       313.000000          
Customer#000881404  881404              46794464            1992-04-28          467006.520000       320.000000          
Customer#000514081  514081              24319555            1992-08-08          466877.950000       303.000000          
Customer#001033900  1033900             7125602             1994-07-08          466772.740000       301.000000          
Customer#000716263  716263              21312615            1995-12-08          466752.470000       303.000000          
Customer#000860719  860719              4267751             1994-11-04          466737.660000       301.000000          
Customer#000136646  136646              13971749            1996-05-07          466042.360000       305.000000          
Customer#001092488  1092488             33954756            1996-03-28          466022.940000       309.000000          
Customer#000960782  960782              1971680             1995-06-14          465900.170000       308.000000          
Customer#000079523  79523               23957318            1998-06-16          465661.880000       306.000000          
Customer#000487781  487781              10603495            1998-04-03          465452.140000       307.000000          
Customer#001181318  1181318             25109123            1992-03-28          465202.260000       301.000000          
Customer#000384686  384686              12809282            1994-05-21          465159.320000       314.000000          
Customer#000593452  593452              23166179            1992-09-14          464960.720000       301.000000          
Customer#000069358  69358               44542087            1994-12-07          464885.460000       303.000000          
Customer#000618449  618449              38914978            1996-05-28          464610.130000       324.000000          
Customer#001118371  1118371             24281478            1994-10-03          464251.010000       301.000000          
Customer#000443800  443800              38562980            1996-12-10          464092.270000       302.000000          
Customer#000601204  601204              17016006            1993-03-13          464028.560000       311.000000          
Customer#000561341  561341              10740227            1992-12-20          463873.210000       308.000000          
Customer#000706570  706570              10889601            1992-05-22          463647.910000       306.000000          
Customer#001176598  1176598             47452993            1993-01-06          463377.150000       301.000000          
Customer#000201232  201232              24581062            1997-04-11          463323.640000       306.000000          
Customer#000905044  905044              967334              1995-12-15          463249.330000       301.000000          
Customer#000371476  371476              4745607             1997-07-03          463108.200000       309.000000          
Customer#000705668  705668              39455748            1994-03-11          462678.830000       302.000000          
Customer#001115234  1115234             46837987            1993-03-25          462511.020000       304.000000          
Customer#000950513  950513              42997059            1997-03-15          462254.090000       320.000000          
Customer#000259438  259438              26465922            1996-11-04          462008.410000       331.000000          
Customer#000563296  563296              14392483            1995-08-05          461663.140000       307.000000          
Customer#000842077  842077              5296167             1996-09-06          461530.130000       303.000000          
Customer#000410200  410200              11231077            1994-05-27          461129.250000       304.000000          
Customer#000793535  793535              8574884             1992-07-04          461125.850000       308.000000          
Customer#000904534  904534              18869634            1995-01-10          460709.160000       310.000000          
Customer#001058389  1058389             23129479            1992-08-20          460663.100000       308.000000          
Customer#000883475  883475              33140323            1995-04-28          460077.420000       304.000000          
Customer#000674672  674672              19730468            1997-10-06          459773.010000       304.000000          
Customer#000213398  213398              41274690            1992-08-10          459748.550000       317.000000          
Customer#000952613  952613              43423427            1998-02-14          459567.710000       302.000000          
Customer#000864160  864160              37282215            1992-04-18          459484.840000       312.000000          
Customer#001191076  1191076             2942469             1992-05-31          459132.730000       313.000000          
Customer#001042159  1042159             36168806            1997-02-15          459123.150000       311.000000          
Customer#000096010  96010               14577123            1993-11-22          458892.940000       305.000000          
Customer#000455471  455471              41396289            1993-02-01          458864.660000       301.000000          
Customer#001056647  1056647             40714112            1992-09-04          458843.630000       308.000000          
Customer#000418933  418933              32393895            1993-08-09          458656.060000       316.000000          
Customer#000762280  762280              40944001            1993-12-15          458527.200000       319.000000          
Customer#000019903  19903               29326886            1994-04-29          458199.760000       314.000000          
Customer#000730852  730852              29731045            1994-11-03          458137.920000       306.000000          
Customer#000146954  146954              22855844            1996-01-15          457970.190000       307.000000          
Customer#000967862  967862              12314084            1994-05-16          457591.370000       325.000000          
Customer#001101166  1101166             38488484            1992-06-24          457487.840000       306.000000          
Customer#000199024  199024              12563331            1993-06-02          457272.920000       301.000000          
Customer#000577981  577981              22513536            1993-06-11          457208.920000       302.000000          
Customer#000211606  211606              44723233            1992-08-09          457150.940000       306.000000          
Customer#001171199  1171199             37307554            1998-03-10          457053.230000       304.000000          
Customer#001176938  1176938             32624836            1994-06-19          456795.340000       313.000000          
Customer#000297668  297668              15191270            1995-05-09          456697.440000       310.000000          
Customer#000752662  752662              46226405            1998-04-05          456489.080000       307.000000          
Customer#000988495  988495              14891232            1992-05-30          456318.330000       311.000000          
Customer#001104238  1104238             13837220            1994-09-07          456233.830000       316.000000          
Customer#000892504  892504              13165024            1992-06-29          456096.720000       318.000000          
Customer#000934864  934864              6222658             1994-03-08          455941.130000       301.000000          
Customer#000679847  679847              37707840            1992-09-22          455831.230000       309.000000          
Customer#001040323  1040323             31932481            1995-04-14          455719.600000       302.000000          
Customer#000614327  614327              35098820            1995-07-03          455692.200000       301.000000          
Customer#000489022  489022              28800353            1998-07-15          455129.180000       306.000000          
Customer#000343042  343042              35922529            1998-03-27          454979.000000       308.000000          
Customer#000625070  625070              9727175             1995-03-18          454859.990000       302.000000          
Customer#001109483  1109483             6651397             1992-07-14          454759.080000       301.000000          
Customer#000162875  162875              20016800            1993-02-22          454465.720000       301.000000          
Customer#000400456  400456              32148069            1997-04-27          454416.930000       303.000000          
Customer#000938011  938011              36667107            1997-06-06          454214.210000       322.000000          
Customer#000366010  366010              41662242            1997-12-09          453575.310000       310.000000          
Customer#000248524  248524              31450375            1996-05-16          453523.280000       311.000000          
Customer#000752654  752654              25332608            1995-08-03          452929.010000       306.000000          
Customer#000115900  115900              28546531            1995-11-10          452515.370000       307.000000          
Customer#000990280  990280              14875232            1994-06-21          452448.540000       308.000000          
Customer#000761642  761642              39949734            1996-01-14          452154.590000       303.000000          
Customer#001019680  1019680             30728833            1994-01-05          452103.580000       306.000000          
Customer#000052393  52393               7549735             1994-06-30          451813.440000       315.000000          
Customer#000235192  235192              14544192            1995-08-04          451753.110000       302.000000          
Customer#000081028  81028               5849444             1994-03-21          451701.690000       309.000000          
Customer#000454837  454837              34590402            1997-06-01          451294.020000       305.000000          
Customer#000618484  618484              33615872            1997-09-28          451242.680000       317.000000          
Customer#001100782  1100782             46098247            1994-04-09          451156.430000       306.000000          
Customer#000133271  133271              46685344            1993-12-14          450940.410000       327.000000          
Customer#000507239  507239              36327201            1992-04-25          450889.080000       315.000000          
Customer#000287677  287677              12099683            1994-12-13          450696.680000       308.000000          
Customer#000875681  875681              7887841             1992-06-15          450374.810000       308.000000          
Customer#000008794  8794                41064486            1993-10-05          450285.080000       311.000000          
Customer#000722398  722398              33836992            1998-05-14          450188.220000       307.000000          
Customer#000851116  851116              23794694            1995-05-15          449897.330000       308.000000          
Customer#000260242  260242              20315522            1998-02-24          449717.370000       307.000000          
Customer#000266485  266485              33450849            1995-07-10          449604.330000       309.000000          
Customer#000758608  758608              29089474            1994-04-18          449286.540000       302.000000          
Customer#000829172  829172              27580742            1997-03-19          449060.430000       311.000000          
Customer#000504958  504958              12378086            1995-03-13          449041.020000       320.000000          
Customer#000306163  306163              32579840            1997-09-15          448977.220000       301.000000          
Customer#000415196  415196              15104033            1995-02-03          448863.330000       308.000000          
Customer#000532258  532258              29158               1995-10-21          448789.190000       305.000000          
Customer#000983447  983447              22253443            1997-05-22          448605.100000       304.000000          
Customer#000391051  391051              33928775            1995-10-13          447837.260000       302.000000          
Customer#000445532  445532              25797412            1996-01-31          447806.960000       303.000000          
Customer#000246652  246652              18188388            1997-06-20          447290.520000       303.000000          
Customer#000161216  161216              44232641            1993-10-12          447213.520000       311.000000          
Customer#001139452  1139452             32054309            1997-07-19          447209.290000       303.000000          
Customer#000875029  875029              5746311             1996-10-10          446741.260000       302.000000          
Customer#000211048  211048              42378407            1998-06-29          446740.710000       308.000000          
Customer#000060055  60055               43997089            1994-08-07          446666.460000       317.000000          
Customer#000640541  640541              21530176            1992-07-10          446634.630000       301.000000          
Customer#000981233  981233              33026341            1992-02-23          446489.300000       308.000000          
Customer#000403141  403141              34216164            1998-03-14          446435.150000       301.000000          
Customer#000306460  306460              31831749            1998-02-07          446400.090000       310.000000          
Customer#000523172  523172              27458500            1995-09-25          446249.110000       304.000000          
Customer#000843275  843275              4478371             1996-03-05          446242.820000       302.000000          
Customer#000606802  606802              41325120            1997-05-02          446096.740000       309.000000          
Customer#000712261  712261              27529377            1998-05-05          445970.850000       305.000000          
Customer#000735938  735938              33899427            1995-11-08          445960.980000       308.000000          
Customer#000924644  924644              6082306             1995-07-07          445918.330000       301.000000          
Customer#000997978  997978              19546182            1996-02-08          445835.350000       307.000000          
Customer#000119444  119444              44769410            1996-06-28          445626.690000       311.000000          
Customer#001157116  1157116             12353700            1992-10-09          445611.740000       302.000000          
Customer#000826198  826198              7062629             1992-06-27          445611.550000       313.000000          
Customer#000229765  229765              30702500            1993-09-23          445565.470000       309.000000          
Customer#000111520  111520              2232932             1997-04-13          444986.400000       304.000000          
Customer#000441565  441565              38093280            1992-08-22          444610.070000       307.000000          
Customer#000094676  94676               12237830            1992-12-23          444517.860000       305.000000          
Customer#000820213  820213              26471747            1996-06-16          444342.370000       313.000000          
Customer#001020740  1020740             37775877            1993-12-02          444170.450000       303.000000          
Customer#001092572  1092572             2761378             1996-05-31          444134.410000       301.000000          
Customer#000917795  917795              18367712            1995-12-23          444123.520000       301.000000          
Customer#000912392  912392              16020773            1995-12-07          443881.880000       301.000000          
Customer#000731167  731167              21140833            1994-02-03          443821.360000       303.000000          
Customer#000019588  19588               41588929            1998-03-28          443675.150000       303.000000          
Customer#000397601  397601              15394692            1996-03-13          443286.290000       302.000000          
Customer#000923849  923849              27247074            1992-11-25          442793.370000       302.000000          
Customer#000708128  708128              31121184            1997-01-04          442364.400000       304.000000          
Customer#000841091  841091              38397669            1994-02-25          442327.850000       305.000000          
Customer#000348730  348730              15955906            1997-06-16          441820.920000       303.000000          
Customer#000069089  69089               30615650            1993-02-11          441808.660000       304.000000          
Customer#000343712  343712              9816576             1997-06-06          441504.170000       308.000000          
Customer#000600773  600773              17612003            1996-02-05          441425.780000       302.000000          
Customer#000731245  731245              40685988            1994-05-26          441007.030000       302.000000          
Customer#000051223  51223               32338533            1992-10-02          440997.920000       307.000000          
Customer#000916687  916687              551136              1993-05-19          440508.280000       308.000000          
Customer#001156228  1156228             17927718            1996-08-27          440484.370000       314.000000          
Customer#000311344  311344              13185729            1995-08-02          440173.790000       305.000000          
Customer#000580477  580477              9506693             1993-07-20          439680.290000       314.000000          
Customer#000254668  254668              45231655            1993-10-18          439655.630000       302.000000          
Customer#000891232  891232              30417318            1995-10-31          439620.170000       305.000000          
Customer#000528784  528784              5007490             1992-08-07          439601.440000       304.000000          
Customer#000347453  347453              32699424            1994-05-26          439541.720000       303.000000          
Customer#000353645  353645              17929698            1998-02-24          439489.390000       310.000000          
Customer#000905218  905218              44883872            1992-12-07          439438.560000       301.000000          
Customer#000946417  946417              20676097            1997-07-14          439374.970000       307.000000          
Customer#000150697  150697              6581665             1993-12-04          438852.350000       303.000000          
Customer#000436810  436810              5832321             1997-02-09          438681.420000       307.000000          
Customer#000406999  406999              37004583            1997-12-11          438341.980000       304.000000          
Customer#000599755  599755              27531430            1996-11-22          438333.460000       310.000000          
Customer#001035025  1035025             4720454             1997-06-07          438324.340000       303.000000          
Customer#000776662  776662              47880193            1997-02-23          438277.300000       301.000000          
Customer#000973612  973612              10442629            1993-01-13          437905.190000       302.000000          
Customer#001108393  1108393             23660263            1993-04-20          437860.210000       312.000000          
Customer#000229390  229390              30775045            1997-08-06          437292.500000       304.000000          
Customer#000838618  838618              25859617            1992-05-31          436756.230000       301.000000          
Customer#000359482  359482              8433440             1997-04-18          436337.880000       305.000000          
Customer#001128781  1128781             565574              1995-09-24          436201.410000       301.000000          
Customer#000666949  666949              19960768            1998-07-17          435643.280000       301.000000          
Customer#000138799  138799              44890534            1996-01-26          435581.820000       302.000000          
Customer#000280162  280162              28309383            1993-12-31          435556.370000       301.000000          
Customer#000680153  680153              29805379            1994-06-07          435400.440000       302.000000          
Customer#000481990  481990              43980355            1994-09-22          435258.290000       312.000000          
Customer#000683054  683054              42021606            1994-06-27          435143.240000       304.000000          
Customer#000722734  722734              22789733            1997-06-18          434819.010000       303.000000          
Customer#000388297  388297              39395047            1997-03-20          434744.510000       302.000000          
Customer#000302665  302665              23711776            1993-12-20          434326.040000       307.000000          
Customer#000125044  125044              1845057             1994-05-12          433701.280000       302.000000          
Customer#000038678  38678               40449575            1997-11-06          433410.090000       303.000000          
Customer#000979153  979153              17361729            1997-08-12          433273.650000       303.000000          
Customer#000985813  985813              47688132            1998-05-06          433101.840000       302.000000          
Customer#001177573  1177573             1263015             1997-02-02          433067.470000       320.000000          
Customer#001183639  1183639             27027302            1997-07-20          432833.450000       303.000000          
Customer#000029438  29438               3861123             1998-07-03          432607.840000       301.000000          
Customer#000475829  475829              8028004             1996-04-11          432602.170000       302.000000          
Customer#000312377  312377              15960071            1996-07-09          432548.010000       303.000000          
Customer#000401179  401179              9304229             1997-08-24          432235.060000       309.000000          
Customer#000263461  263461              24518212            1993-08-26          432073.800000       301.000000          
Customer#000022222  22222               42891712            1992-10-19          431873.380000       304.000000          
Customer#000866297  866297              17272195            1993-07-13          431723.760000       308.000000          
Customer#000012101  12101               34551296            1998-04-12          431538.310000       312.000000          
Customer#000659522  659522              857959              1994-02-07          431343.900000       305.000000          
Customer#000631883  631883              44331334            1995-02-27          431150.130000       307.000000          
Customer#000235595  235595              29749060            1994-06-06          431106.300000       304.000000          
Customer#000507914  507914              35527463            1996-10-27          430857.700000       304.000000          
Customer#000623159  623159              40876003            1992-05-10          430265.860000       314.000000          
Customer#000759028  759028              35999840            1993-09-15          430076.680000       309.000000          
Customer#000194725  194725              1474818             1992-11-15          429904.030000       302.000000          
Customer#000247891  247891              32937312            1996-09-07          429825.260000       303.000000          
Customer#000096328  96328               28584225            1996-02-21          429578.530000       304.000000          
Customer#000515848  515848              28184576            1994-01-29          429500.980000       324.000000          
Customer#000912262  912262              45053063            1993-09-01          429258.770000       309.000000          
Customer#001046701  1046701             28077922            1996-10-27          429197.400000       319.000000          
Customer#000128582  128582              40462630            1997-02-16          428926.850000       306.000000          
Customer#000180451  180451              39492870            1995-08-12          428355.150000       317.000000          
Customer#000518161  518161              14614786            1997-08-28          428279.250000       306.000000          
Customer#000709621  709621              2995076             1994-01-30          428227.000000       302.000000          
Customer#000860176  860176              44143908            1992-02-24          428037.170000       325.000000          
Customer#000453115  453115              18965830            1997-12-19          427786.450000       308.000000          
Customer#000757570  757570              36866503            1995-10-10          427688.260000       307.000000          
Customer#000267977  267977              45581186            1994-09-21          427556.820000       305.000000          
Customer#000144899  144899              8590657             1996-08-29          427148.010000       303.000000          
Customer#000007027  7027                29294434            1993-01-05          427097.160000       322.000000          
Customer#001046593  1046593             26977863            1997-06-22          427059.990000       313.000000          
Customer#000197926  197926              46834406            1994-05-06          426984.040000       310.000000          
Customer#000242681  242681              25243237            1996-06-30          426737.140000       315.000000          
Customer#001194340  1194340             18152960            1998-02-17          426647.660000       305.000000          
Customer#001199794  1199794             23338693            1997-11-10          426509.680000       304.000000          
Customer#000683314  683314              35893095            1994-11-19          425661.390000       305.000000          
Customer#000763840  763840              42359809            1996-03-09          425135.470000       305.000000          
Customer#000434995  434995              24813703            1994-02-12          424865.390000       307.000000          
Customer#000865445  865445              8075589             1996-08-23          424782.390000       316.000000          
Customer#000007078  7078                39702437            1995-11-23          424238.350000       321.000000          
Customer#000533746  533746              6515330             1997-01-27          423407.130000       307.000000          
