ps_partkey          value               
1331390             13145660.240000     
359389              13144384.160000     
1127413             13135469.570000     
893864              13134558.660000     
195943              13134116.410000     
115096              13129577.940000     
484274              13114437.600000     
1591758             13102661.810000     
911793              13078337.700000     
1180713             13074871.580000     
434846              13073711.830000     
1038345             13069610.730000     
548690              13064020.970000     
1328610             13060716.330000     
803667              13060304.410000     
601994              13047323.680000     
28494               13044796.110000     
628300              13040404.340000     
1024487             13020407.890000     
1447804             13017569.370000     
433876              13001099.770000     
16980               12997791.120000     
77124               12996461.940000     
1241827             12992390.170000     
68504               12991598.420000     
1158704             12988564.000000     
1107651             12983952.990000     
674707              12968670.560000     
73937               12955128.360000     
852955              12950641.450000     
44868               12949987.330000     
471389              12929923.670000     
76973               12928730.170000     
791626              12923446.900000     
1326738             12921791.890000     
43962               12920679.660000     
47223               12913728.770000     
228360              12909912.150000     
1049902             12909799.980000     
263677              12902137.730000     
1475448             12876287.180000     
928800              12872430.800000     
668632              12863400.770000     
531465              12860463.600000     
889344              12857440.760000     
784820              12832979.230000     
1516447             12832854.010000     
1562193             12831876.880000     
1353921             12829930.140000     
388083              12824824.050000     
762977              12821691.890000     
365931              12802448.820000     
795531              12787855.230000     
1300118             12786043.000000     
423931              12785365.250000     
52478               12774637.820000     
1270734             12768455.240000     
917924              12765116.610000     
754878              12764232.930000     
178861              12758379.870000     
856369              12756791.230000     
997379              12753222.800000     
1089145             12727936.720000     
448489              12718523.550000     
809784              12717396.000000     
325945              12714489.200000     
337907              12713044.700000     
1308738             12710412.170000     
1044829             12707362.440000     
534883              12704130.400000     
878901              12694067.610000     
1129411             12693512.460000     
935808              12692233.590000     
1104650             12687558.580000     
1246213             12686522.720000     
117180              12679278.890000     
1127980             12678748.500000     
515880              12669887.180000     
1032639             12661681.980000     
1225907             12654993.050000     
1045896             12641255.610000     
413891              12640301.200000     
552217              12640000.500000     
332312              12637046.060000     
1291536             12632717.050000     
174932              12591892.160000     
913683              12591865.440000     
525931              12577062.510000     
1523571             12566877.810000     
1360814             12558997.650000     
280637              12558326.580000     
159996              12557780.150000     
1356464             12557034.320000     
398504              12550587.050000     
1334537             12549227.420000     
1375691             12543724.960000     
1497620             12540866.150000     
1425099             12539282.920000     
533170              12535079.550000     
353901              12521014.700000     
1158540             12516782.630000     
1148602             12508992.700000     
1454819             12499959.460000     
952393              12499027.250000     
883141              12498531.930000     
335704              12489468.900000     
25840               12481001.740000     
204049              12476992.640000     
114106              12476564.300000     
908663              12473980.200000     
370474              12468632.540000     
581204              12465156.560000     
1548632             12456632.000000     
1403320             12454527.840000     
851804              12446182.360000     
1358238             12442956.640000     
1141924             12439736.460000     
128820              12439551.100000     
1416692             12417285.460000     
637786              12413043.920000     
469406              12411951.420000     
18670               12408989.730000     
611134              12391158.200000     
380093              12382672.940000     
1510013             12382537.920000     
472907              12380973.770000     
778787              12374042.560000     
1585465             12372618.390000     
426579              12363698.790000     
1026922             12362177.310000     
252223              12355534.250000     
868274              12352914.020000     
649886              12351901.990000     
1247274             12350506.060000     
598893              12345632.450000     
927887              12336501.290000     
1073892             12331476.690000     
1517625             12328849.320000     
500101              12325500.360000     
1230836             12316973.250000     
1489319             12307700.850000     
96158               12306981.960000     
378387              12302412.420000     
1254821             12295342.700000     
857717              12294774.120000     
948636              12288040.820000     
85974               12284436.180000     
414970              12282941.940000     
95095               12282498.410000     
1204020             12281872.960000     
531311              12281401.200000     
148806              12273328.840000     
1209354             12245425.380000     
49337               12242328.220000     
211500              12242014.520000     
162299              12241462.610000     
115196              12239913.020000     
93191               12236540.620000     
1002041             12232813.840000     
446578              12226937.960000     
139416              12216895.710000     
1132437             12216116.250000     
1280884             12211253.400000     
697199              12201516.960000     
296631              12201264.360000     
1167126             12200607.000000     
547751              12171901.440000     
420607              12171588.000000     
408721              12164250.480000     
1248643             12139498.290000     
851188              12128258.960000     
639375              12123114.750000     
1237611             12122702.000000     
1143346             12121867.860000     
422850              12121163.180000     
1227599             12119545.320000     
899545              12100092.440000     
1162581             12096513.360000     
1262536             12084203.300000     
1566242             12077296.450000     
63747               12068451.360000     
947071              12063406.700000     
1121117             12059444.350000     
523230              12055005.480000     
688340              12053360.390000     
407758              12048853.110000     
1124021             12042436.280000     
789670              12039300.720000     
918461              12027529.080000     
387541              12027095.970000     
1034926             12025331.970000     
403                 12013320.790000     
999142              12011096.600000     
840329              11999680.180000     
1544676             11997052.040000     
1335725             11985263.140000     
1503397             11982139.660000     
264360              11982111.300000     
387219              11977651.760000     
1595702             11973982.840000     
9505                11972249.540000     
407838              11971226.520000     
15371               11956999.170000     
824631              11951608.450000     
888822              11945088.260000     
408633              11944344.420000     
297915              11940771.900000     
38907               11934396.690000     
1187399             11924469.830000     
292217              11915218.390000     
1584245             11913556.470000     
866716              11904587.640000     
653744              11899050.050000     
1081837             11891308.590000     
1447745             11882278.660000     
957646              11880874.380000     
9155                11879579.780000     
191149              11870629.650000     
75162               11870289.680000     
707674              11870235.750000     
745196              11857638.660000     
1425127             11856524.640000     
804063              11855620.120000     
172211              11853585.310000     
57611               11852328.240000     
1224146             11851959.030000     
164634              11851017.330000     
1467223             11850664.350000     
93968               11850485.360000     
655442              11844254.850000     
1434141             11841898.260000     
175721              11839580.860000     
1563010             11839322.990000     
465961              11834532.750000     
998269              11825374.260000     
1552179             11821789.870000     
1396963             11816456.520000     
763696              11812407.520000     
882869              11784585.520000     
688418              11780935.560000     
98259               11758301.910000     
1254908             11757992.600000     
939369              11757391.540000     
409242              11742207.500000     
1081536             11741967.800000     
804093              11740001.640000     
1449487             11727170.250000     
460248              11721365.500000     
926093              11716059.980000     
398447              11714302.310000     
99467               11710855.260000     
317605              11709856.400000     
128609              11707388.930000     
425600              11706388.500000     
506969              11703379.600000     
532829              11697187.550000     
584452              11695406.380000     
471082              11691360.210000     
231826              11681184.710000     
1478037             11680726.490000     
972442              11659538.210000     
1046286             11653980.860000     
539473              11647040.940000     
259008              11645677.710000     
1045493             11641560.710000     
1424511             11634393.090000     
841746              11633520.240000     
1004379             11633083.450000     
814072              11632840.560000     
1017620             11629087.320000     
10368               11627972.970000     
211256              11623814.130000     
1258658             11622130.690000     
1250463             11620408.500000     
930610              11617532.070000     
677737              11611636.680000     
1043747             11606199.240000     
951085              11605778.960000     
498506              11602166.120000     
418907              11600563.630000     
1019154             11598629.420000     
574938              11592520.200000     
1177213             11591562.260000     
168604              11589016.340000     
53039               11584698.200000     
977656              11583284.580000     
401470              11576058.180000     
291586              11574044.770000     
559479              11569540.560000     
1404977             11566533.040000     
1589493             11558399.160000     
851771              11552839.340000     
1441107             11551934.060000     
1080382             11551585.090000     
430680              11541403.700000     
1362266             11539037.730000     
446223              11534236.300000     
1487696             11531214.750000     
924557              11529649.490000     
1229808             11524792.150000     
1009387             11519368.480000     
76508               11517778.400000     
1017270             11516256.060000     
1538895             11512420.000000     
249458              11511941.640000     
1147163             11511005.620000     
303712              11506928.610000     
1571880             11504131.900000     
434789              11502617.290000     
1137689             11492876.500000     
1387163             11490328.180000     
744073              11488953.750000     
1487545             11486284.260000     
1418015             11482798.000000     
370951              11478740.470000     
544466              11465273.100000     
1594681             11453023.490000     
896085              11451139.110000     
158515              11443583.820000     
164395              11442431.430000     
1557287             11441146.110000     
19816               11439189.130000     
1366243             11430866.340000     
188606              11429165.640000     
1128196             11415697.400000     
907367              11413965.080000     
1288932             11413735.880000     
747803              11412343.300000     
1167952             11403040.900000     
1473118             11398024.670000     
480972              11394970.530000     
36330               11390665.760000     
1413558             11388445.880000     
298387              11387399.180000     
1584500             11374700.160000     
1205649             11369789.540000     
1056990             11359121.020000     
1133533             11351075.720000     
97179               11350086.260000     
655661              11346509.130000     
161695              11343919.950000     
1194196             11343403.980000     
1567791             11341139.600000     
967988              11341117.440000     
1083315             11339427.160000     
1346982             11338533.170000     
845931              11326233.480000     
1027241             11325472.640000     
879270              11322591.360000     
1551678             11321979.270000     
256062              11321875.750000     
108081              11319657.070000     
1250194             11314491.150000     
295939              11312232.900000     
796379              11307599.880000     
684238              11305800.000000     
106388              11298426.370000     
221121              11291237.700000     
653582              11280877.570000     
613444              11280079.250000     
1182698             11277565.380000     
653551              11273552.620000     
1499910             11270534.260000     
1286998             11270096.160000     
454976              11269321.870000     
548593              11268200.400000     
530622              11264992.940000     
8274                11262780.500000     
632437              11259473.890000     
342730              11256510.620000     
551506              11251991.100000     
41275               11250254.620000     
184636              11249694.000000     
1067257             11245036.460000     
1055262             11243185.550000     
192704              11242573.820000     
558664              11241059.580000     
1509048             11240698.260000     
154943              11237069.290000     
655240              11236828.920000     
738331              11235518.660000     
337871              11234560.900000     
660629              11234389.220000     
615869              11231519.550000     
393176              11230227.530000     
487495              11227928.520000     
1097016             11219945.990000     
1425119             11214369.390000     
701485              11212160.040000     
688930              11208968.590000     
469964              11206759.410000     
421523              11202585.300000     
212426              11195779.080000     
973716              11191258.650000     
18803               11190536.990000     
438803              11184857.850000     
1567266             11184361.310000     
769661              11183924.970000     
1023786             11182809.600000     
1454134             11180092.470000     
887049              11179178.430000     
1156595             11176743.150000     
930236              11169967.640000     
677955              11166528.640000     
470613              11165979.980000     
228435              11165596.510000     
1104178             11161074.880000     
1484433             11156512.890000     
764082              11154991.270000     
1224418             11152219.910000     
934022              11144680.520000     
411374              11141351.860000     
918902              11140978.020000     
576487              11139712.040000     
49355               11135755.410000     
1082653             11126150.240000     
1459634             11121690.900000     
689716              11118085.510000     
352246              11107069.020000     
1381819             11106710.960000     
1086242             11104162.880000     
861893              11102354.340000     
225473              11100557.580000     
1599512             11099948.610000     
659547              11097643.220000     
486372              11095944.410000     
1437889             11094890.230000     
1321934             11089178.060000     
455646              11080633.540000     
1338169             11075900.310000     
447277              11074587.540000     
1186574             11069359.870000     
1147427             11069338.500000     
930771              11067682.880000     
1316843             11066904.300000     
21656               11060447.760000     
1532946             11059411.060000     
32685               11057671.550000     
1142832             11057308.050000     
1248778             11055902.560000     
294936              11048554.000000     
1168286             11048015.400000     
626866              11045765.200000     
247048              11036404.250000     
1144686             11036062.500000     
1294148             11028147.070000     
1412443             11026001.350000     
1338216             11023456.400000     
92257               11022834.380000     
800276              11022568.830000     
210637              11018438.080000     
333040              11016792.940000     
1468612             11011967.240000     
103795              11010597.350000     
94610               11006981.260000     
571148              11006419.100000     
1328564             11003136.080000     
495962              11000737.390000     
161562              10996371.690000     
515795              10995303.900000     
413177              10987605.330000     
397254              10984721.120000     
1523114             10980253.980000     
862860              10977319.510000     
48463               10971978.600000     
709724              10968287.760000     
1337151             10967114.880000     
1302904             10960762.500000     
1566989             10959921.040000     
1572613             10959679.290000     
146468              10955859.750000     
244357              10954957.540000     
205751              10951733.260000     
1232258             10948544.480000     
1072246             10947044.670000     
889483              10942260.690000     
1345928             10942143.450000     
289538              10941885.470000     
644357              10933696.130000     
1217957             10932569.430000     
1328487             10931103.260000     
1418958             10930776.330000     
1472166             10928578.030000     
123737              10926962.050000     
1382838             10924679.570000     
248949              10918347.690000     
889373              10917785.120000     
1491484             10910069.780000     
100594              10909289.560000     
585924              10906382.830000     
585427              10906171.120000     
245205              10902171.820000     
59590               10896150.370000     
901595              10895567.040000     
1322148             10890053.840000     
1425032             10889873.680000     
1121491             10884277.520000     
217270              10880203.200000     
893034              10879886.300000     
1415689             10875755.050000     
154171              10872995.660000     
180898              10867377.850000     
537450              10866718.750000     
272317              10866131.400000     
1010029             10865095.460000     
1077845             10861823.640000     
8437                10857780.530000     
343740              10851257.900000     
1518405             10849650.720000     
1534002             10847681.230000     
69102               10845701.400000     
1399379             10840308.600000     
1413013             10839586.170000     
1085922             10838344.220000     
797758              10836526.650000     
1400197             10833911.560000     
787532              10833761.220000     
760034              10833621.790000     
1202865             10820872.780000     
388639              10815171.590000     
288301              10808792.350000     
530556              10808158.350000     
1399504             10807794.840000     
200039              10804359.880000     
1396429             10801072.630000     
624192              10799994.180000     
1118867             10795733.640000     
960729              10793498.050000     
989337              10788796.800000     
843334              10787332.150000     
1046552             10786066.020000     
738928              10781220.960000     
850752              10779837.180000     
275194              10775921.200000     
1502384             10774877.210000     
1362504             10773131.000000     
1359614             10771057.380000     
175743              10771032.720000     
574932              10768445.640000     
1414264             10766395.350000     
1196288             10765099.230000     
1479223             10764475.160000     
502310              10764387.510000     
634504              10761492.800000     
579151              10760437.930000     
740858              10758213.480000     
538381              10756714.920000     
693664              10744170.910000     
750172              10741261.650000     
131804              10738376.800000     
297026              10737973.200000     
928599              10736468.140000     
1425927             10735559.740000     
411825              10732144.070000     
187435              10727864.650000     
1499536             10727362.160000     
12963               10725666.220000     
404631              10724555.450000     
913729              10720790.930000     
745332              10715176.740000     
218529              10713550.100000     
622122              10705571.750000     
1266579             10705553.800000     
1008287             10700063.630000     
528587              10698854.000000     
794145              10697729.440000     
372608              10697627.430000     
1360842             10697352.940000     
536531              10695592.440000     
1385901             10693378.720000     
558428              10692859.400000     
487243              10692416.280000     
679098              10688134.020000     
1248418             10686277.190000     
1421983             10686130.430000     
304401              10685720.880000     
104251              10684326.600000     
963711              10682973.070000     
1554975             10682517.270000     
679562              10678294.800000     
1313420             10670097.480000     
152965              10669768.500000     
1369878             10669446.930000     
255945              10667570.510000     
303408              10664584.350000     
318922              10663616.910000     
1567236             10661332.540000     
1034382             10660409.910000     
1222730             10659862.970000     
1194499             10658928.320000     
767886              10657889.340000     
716077              10655570.730000     
1181657             10651660.250000     
264974              10651189.760000     
355799              10650416.950000     
1294675             10648525.020000     
117966              10646267.500000     
1198127             10643831.190000     
848616              10643258.200000     
219481              10641276.790000     
1231103             10641169.920000     
1555200             10635258.800000     
694715              10626946.860000     
102017              10626580.480000     
392063              10623639.380000     
206767              10620858.120000     
1433909             10618802.500000     
499910              10618642.000000     
364499              10618497.770000     
1565984             10618209.690000     
1572185             10610903.010000     
21275               10608228.580000     
1169505             10606195.840000     
362298              10599420.750000     
680948              10596679.840000     
835794              10595363.400000     
622001              10593081.010000     
1244533             10589994.480000     
1014851             10579972.240000     
566570              10579902.460000     
1057793             10579192.500000     
400895              10574344.840000     
465830              10574267.340000     
1253139             10574179.050000     
62005               10570075.690000     
642128              10563149.550000     
1037931             10559233.040000     
1190398             10559188.000000     
1008439             10558856.700000     
1385936             10557440.740000     
1336631             10555612.520000     
1260217             10551723.070000     
250364              10551531.140000     
1144365             10550426.420000     
1353388             10549410.220000     
1028580             10548759.660000     
90524               10547953.520000     
457620              10547582.320000     
1083444             10545855.240000     
1301575             10545387.780000     
413137              10538939.960000     
1309373             10537151.830000     
1487039             10536806.630000     
904796              10533093.420000     
371384              10529731.910000     
443207              10525688.110000     
699409              10525277.300000     
1518355             10524335.470000     
1379023             10523288.350000     
952374              10521513.500000     
1302132             10517327.070000     
1493136             10516200.360000     
434682              10508972.230000     
179532              10507610.110000     
395591              10505211.220000     
507389              10503588.600000     
1335575             10502436.700000     
150064              10493372.920000     
791249              10491350.900000     
27395               10485798.100000     
1125492             10485723.670000     
151561              10483507.610000     
1465674             10478088.740000     
1197779             10477490.640000     
1192151             10471355.050000     
467717              10466294.610000     
633176              10463091.610000     
1294177             10458395.390000     
849391              10455730.720000     
1361427             10454115.530000     
1395854             10452006.300000     
1372950             10450291.620000     
719578              10446067.020000     
658331              10445309.770000     
1039308             10445215.330000     
179485              10444361.490000     
213376              10443478.510000     
1172464             10442127.640000     
1082527             10441497.120000     
450685              10438667.720000     
1041628             10438003.020000     
154400              10435694.620000     
1572987             10434567.360000     
1008730             10430109.950000     
383434              10427918.400000     
1592202             10425219.800000     
687737              10423875.200000     
933056              10421431.660000     
1389876             10421407.800000     
36085               10414968.980000     
518123              10412064.730000     
1334516             10409388.760000     
205933              10406091.930000     
92450               10404203.280000     
724356              10396757.600000     
590525              10396716.380000     
8730                10394751.180000     
953919              10394308.910000     
780043              10392360.910000     
1143856             10389295.320000     
334213              10380336.520000     
870300              10371990.510000     
596093              10369991.690000     
1148210             10368278.830000     
998331              10367110.680000     
641764              10367006.320000     
96310               10365846.640000     
1242648             10364861.780000     
698869              10362465.180000     
824103              10357921.890000     
1397181             10348018.960000     
360595              10347888.930000     
892496              10347628.180000     
1126961             10346083.690000     
1251271             10345928.020000     
1054861             10344177.840000     
865892              10332173.780000     
589830              10330153.200000     
1213551             10329126.840000     
812675              10329107.650000     
747550              10328340.630000     
63328               10327968.310000     
248858              10325860.750000     
34687               10324726.840000     
550752              10323682.570000     
1478898             10323408.080000     
618349              10322617.600000     
1286925             10322418.770000     
1559584             10319817.390000     
1056495             10317090.460000     
236379              10315041.910000     
747877              10314600.230000     
142322              10314222.960000     
1493967             10312592.260000     
1106258             10312000.290000     
1471438             10308173.520000     
754736              10307811.800000     
549927              10304322.370000     
403853              10302616.960000     
131197              10300613.400000     
1086463             10300572.260000     
607277              10300464.330000     
224635              10298433.540000     
495442              10292026.450000     
133714              10291465.990000     
498516              10287912.170000     
244419              10287056.780000     
801558              10286591.200000     
1006578             10281721.620000     
1296205             10279019.370000     
1464832             10273958.760000     
535245              10273004.120000     
1122506             10272733.680000     
1266693             10269810.290000     
1048852             10263841.080000     
855183              10262457.860000     
439076              10261022.440000     
1191689             10260648.370000     
24035               10259923.210000     
1388591             10254263.240000     
1393039             10252407.770000     
1268736             10244973.760000     
1316150             10242343.870000     
811309              10241449.680000     
178812              10240715.270000     
301329              10238287.360000     
1038236             10237164.970000     
423005              10236249.280000     
1351231             10233149.160000     
574712              10231202.800000     
182202              10228741.860000     
1047210             10227858.960000     
1536489             10224228.800000     
871781              10220954.510000     
1232202             10220477.910000     
1338907             10213309.220000     
571813              10213215.630000     
391212              10213134.340000     
1390700             10212307.160000     
1243170             10210710.160000     
1462566             10209896.080000     
187161              10202737.250000     
1258907             10199891.340000     
438912              10197576.160000     
1171778             10197154.520000     
254739              10191134.080000     
605434              10188561.780000     
1419816             10185113.080000     
8823                10182832.520000     
895252              10181803.600000     
385877              10180836.130000     
555436              10175671.320000     
1429724             10174466.310000     
1087887             10168835.800000     
1221465             10167229.650000     
1444053             10164353.600000     
787651              10163303.520000     
1328669             10163111.040000     
816349              10157984.800000     
816593              10155603.340000     
331246              10154496.560000     
1151470             10153201.000000     
317779              10147929.150000     
1222880             10146248.980000     
559572              10144561.600000     
878660              10139667.220000     
1377645             10138634.300000     
1250578             10134546.630000     
1513516             10133335.910000     
66372               10130710.340000     
412876              10128900.320000     
178701              10128563.720000     
776370              10122961.550000     
781363              10120064.760000     
448933              10120023.680000     
788610              10118564.780000     
1062640             10116786.190000     
897789              10113014.180000     
810542              10111926.200000     
1120648             10109734.680000     
329180              10105315.480000     
1413397             10104239.430000     
1119343             10103217.750000     
1121718             10102113.460000     
1387367             10100748.720000     
728621              10100664.780000     
1155779             10100476.700000     
885937              10099478.820000     
114789              10097519.770000     
983379              10096429.000000     
15945               10093232.950000     
477952              10091750.640000     
232963              10086439.120000     
190027              10083522.970000     
505949              10079547.550000     
1346252             10075103.170000     
1324412             10073058.610000     
222749              10071086.930000     
1384407             10069943.030000     
404203              10068260.880000     
914159              10066341.560000     
1207748             10058419.260000     
559172              10056564.410000     
1137737             10051736.240000     
1069547             10050048.360000     
938095              10047633.700000     
142970              10045373.360000     
1168131             10042132.840000     
1016410             10040074.180000     
1332188             10037191.990000     
370356              10036135.450000     
65119               10028057.930000     
310805              10027714.000000     
932363              10024472.280000     
1132220             10023583.060000     
806222              10022288.320000     
704902              10020826.740000     
20644               10014712.240000     
565952              10011212.420000     
361649              10009577.090000     
661772              10006420.870000     
322650              10005733.620000     
718934              10005625.680000     
1059537             10005400.640000     
1532160             10004372.950000     
1067835             10002880.710000     
387895              10002006.450000     
477456              10001553.060000     
124673              10000481.550000     
990017              9999627.550000      
276438              9994546.020000      
1387452             9990450.140000      
1107165             9989082.110000      
1197837             9988054.730000      
750385              9987030.100000      
665198              9986648.970000      
871482              9985796.970000      
1108891             9984789.640000      
641926              9983687.650000      
1019061             9983465.440000      
16508               9982623.800000      
207432              9981680.220000      
1584425             9981324.840000      
898259              9980480.460000      
1357507             9980437.550000      
